"date","wind_prod","temperature_c_castelobranco","pressure_msl_castelobranco","windspeed_100m_castelobranco","temperature_c_evora","pressure_msl_evora","windspeed_100m_evora","temperature_c_faro","pressure_msl_faro","windspeed_100m_faro","temperature_c_guarda","pressure_msl_guarda","windspeed_100m_guarda","temperature_c_leiria","pressure_msl_leiria","windspeed_100m_leiria","temperature_c_lisbona","pressure_msl_lisbona","windspeed_100m_lisbona","temperature_c_porto","pressure_msl_porto","windspeed_100m_porto","temperature_c_santarem","pressure_msl_santarem","windspeed_100m_santarem","temperature_c_vilareal","pressure_msl_vilareal","windspeed_100m_vilareal","smoothed_capacity"
"2015-01-11",1028.375,1031.83333333333,6.68333333333333,9.275,1031.9125,9.52083333333333,13.3958333333333,1031.41666666667,13.1625,16.55,1033.11666666667,4.24166666666667,12.5583333333333,1032.86666666667,10.0708333333333,16.8416666666667,1032.56666666667,11.0791666666667,21.2375,1033.34166666667,8.10833333333333,12.0708333333333,1032.44166666667,9.29166666666667,17.7208333333333,1033.65416666667,4.875,9.77916666666667,4486
"2015-01-12",862.5,1030.27916666667,6.675,12.5666666666667,1029.525,9.70416666666667,13.2541666666667,1029.08333333333,13.425,15.7541666666667,1030.48333333333,4.04583333333333,12.6708333333333,1029.74166666667,9.04583333333333,10.2958333333333,1029.70833333333,10.0875,9.95833333333333,1029.72916666667,8.60833333333333,14.2333333333333,1029.87083333333,8.2875,9.53333333333333,1030.44166666667,4.07083333333333,9.64166666666667,4486
"2015-01-13",1507.45833333333,1026.8125,7.35416666666667,10.3833333333333,1026.85416666667,9.39166666666667,11.1291666666667,1026.54166666667,13.9916666666667,12.4,1026.33333333333,4.2625,17.75,1026.53333333333,9.84166666666667,14.9708333333333,1026.825,10.4,8.32916666666667,1025.35833333333,9.89166666666667,22.8208333333333,1026.84166666667,7.75416666666667,8.24166666666667,1025.55416666667,5.5625,13.7708333333333,4486
"2015-01-14",805.708333333333,1026.7875,8.5125,9.975,1026.76666666667,9.85,3.99166666666667,1026.34166666667,12.325,12.2041666666667,1026.675,5.42916666666667,12.7458333333333,1026.55833333333,10.4041666666667,9.0875,1026.525,11.6666666666667,8.84166666666667,1025.8125,9.02083333333333,18.8833333333333,1026.575,10.3166666666667,8.44583333333333,1026.17916666667,6.33333333333333,9.525,4486
"2015-01-15",3147.54166666667,1017.85,8.52916666666667,27.9458333333333,1018.92916666667,9.95416666666667,27.225,1020.325,12.7416666666667,25.7208333333333,1016.3,5.48333333333333,33.4458333333333,1016.84583333333,11.45,32.825,1017.95833333333,12.5958333333333,37.425,1014.5,10.0625,34.2583333333333,1017.49166666667,10.525,30.3083333333333,1014.79166666667,6.54166666666667,23.8125,4486
"2015-01-16",1819.875,1019.37916666667,4.65833333333333,24.7833333333333,1020.70833333333,7.44166666666667,25.9333333333333,1021.62083333333,11.0666666666667,30.0125,1018.79166666667,1.05416666666667,20.8166666666667,1020.08333333333,9.19583333333333,29.1666666666667,1021.30833333333,9.75416666666667,36.8125,1018.58333333333,7.79583333333333,16.7875,1020.4375,8.2625,27.6041666666667,1018.65,4.02916666666667,14.425,4486
"2015-01-17",1068.45833333333,1025.0375,3.225,12.2083333333333,1025.35833333333,6.34166666666667,17.6458333333333,1026.00416666667,9.97916666666667,16.8208333333333,1024.6,0.170833333333333,14.9208333333333,1024,8.51666666666667,20.0708333333333,1024.6875,9.40833333333333,21.8833333333333,1022.96666666667,6.3125,19.4166666666667,1024.45,7.15,18.3125,1023.59166666667,2.81666666666667,10.2791666666667,4486
"2015-01-18",1798.66666666667,1012.6875,4.0125,18.4916666666667,1011.09166666667,9.08333333333333,21.6458333333333,1011.52083333333,13.1916666666667,28.2541666666667,1013.11666666667,1.8375,24.375,1011.27916666667,9.69166666666667,32.025,1011.00833333333,11.9916666666667,30.3916666666667,1011.38333333333,8.2125,25.35,1011.075,9.24583333333333,22.6375,1012.07916666667,4.27083333333333,14.2916666666667,4486
"2015-01-19",2444.54166666667,1015.2375,4.6125,30.6208333333333,1015.61666666667,6.59583333333333,35.1,1015.0875,9.8875,42.7083333333333,1016.55416666667,0.629166666666667,29.6916666666667,1017.80833333333,8.62083333333333,37.4458333333333,1017.65833333333,9.25833333333333,47.8708333333333,1018.36666666667,7.24583333333333,22.4708333333333,1017.22916666667,7.50833333333333,38.8833333333333,1018.07083333333,3.60833333333333,15.35,4486
"2015-01-20",1744.54166666667,1013.09583333333,3.7625,16.7041666666667,1013.7125,6.4375,22.7916666666667,1014.1,9.92916666666667,26.7416666666667,1013.45,0.654166666666667,16.5666666666667,1013.8625,9.0125,28.5875,1014.40416666667,9.69583333333333,37.25,1013.52916666667,7.4125,19.7583333333333,1013.84166666667,7.79583333333333,26.9708333333333,1013.5375,3.80416666666667,9.91666666666667,4486
"2015-01-21",3036.375,1015.89583333333,2.70833333333333,24.8083333333333,1017.5875,6.25416666666667,28.625,1018.21666666667,9.74166666666667,34.6125,1015.575,-0.716666666666667,24.4916666666667,1017.6125,9.1625,35.625,1018.5875,9.70833333333333,41.05,1016.45,7.25416666666667,23,1017.65416666667,8.1375,32.9208333333333,1016.04583333333,3.075,17.9291666666667,4486
"2015-01-22",2584.54166666667,1020.65833333333,5.77916666666667,24.5791666666667,1021.8875,8.5125,29.3125,1022.43333333333,11.8833333333333,35.0541666666667,1020.41666666667,2.44583333333333,26.9166666666667,1022.2,10.4291666666667,30.8,1023.04583333333,10.9291666666667,36.8875,1021.375,8.875,18.475,1022.2375,9.7,27.9416666666667,1021.15,4.49166666666667,13.6166666666667,4486
"2015-01-23",1483.45833333333,1025.5875,6.88333333333333,15.1958333333333,1025.875,9.61666666666667,21.8708333333333,1025.975,12.8291666666667,26.5875,1026.3875,3.675,17.4666666666667,1026.4125,11.8,24.3208333333333,1026.7375,12.2291666666667,30.8791666666667,1026.44583333333,10.1,9.45,1026.22916666667,11.3208333333333,25.0833333333333,1026.5125,7.325,6.15416666666667,4486
"2015-01-24",1543.875,1028.27083333333,5.23333333333333,18.0375,1027.79166666667,7.74166666666667,18.4083333333333,1026.90833333333,11.0625,20.5333333333333,1029.9625,2.64166666666667,21.4791666666667,1028.675,10.5166666666667,19.3458333333333,1028.20833333333,10.5875,23.6291666666667,1029.4,10.1041666666667,12.9625,1028.29583333333,9.30833333333333,18.1458333333333,1029.825,5.54583333333333,8.73333333333333,4486
"2015-01-25",1041.33333333333,1028.62083333333,7.5625,18.7041666666667,1028.09166666667,8.34583333333333,19.4333333333333,1027.1125,12.3875,22.55,1030.78333333333,2.9625,22.8875,1029.425,9.4125,19.2291666666667,1028.8625,10.175,24.475,1030.22083333333,8.17083333333333,10.2666666666667,1028.95416666667,8.82083333333333,19.9791666666667,1030.7125,5.55833333333333,9.35833333333333,4486
"2015-01-26",1296.54166666667,1028.60833333333,7.3125,16.3,1028.44166666667,9.0875,19.4916666666667,1027.77083333333,12.4666666666667,19.3916666666667,1030.74166666667,2.81666666666667,18.8791666666667,1029.9,9.70416666666667,22.5458333333333,1029.45416666667,10.6458333333333,32.4833333333333,1030.3875,7.37916666666667,12.425,1029.30833333333,8.9625,23.7916666666667,1030.63333333333,5.2875,8.18333333333333,4486
"2015-01-27",1046.125,1028.92916666667,6.92083333333333,12.7458333333333,1028.7125,8.67916666666667,17.1958333333333,1028.2,12.2625,19.0208333333333,1030.68333333333,3.04166666666667,17.8333333333333,1030.02083333333,10.0625,21.5041666666667,1029.67083333333,10.9458333333333,31.1208333333333,1030.66666666667,8.50416666666667,14.65,1029.50833333333,9.4,21.6083333333333,1030.875,5.7875,8.4,4486
"2015-01-28",1712.54166666667,1025.9,6.10833333333333,13.8083333333333,1026.77916666667,8.72916666666667,21.325,1026.58333333333,11.9875,24.2708333333333,1027.34166666667,3.875,17.075,1027.99583333333,10.5375,30.4333333333333,1027.92083333333,11.4791666666667,39.175,1028.32916666667,8.90416666666667,16.4458333333333,1027.42916666667,10.1125,33.0833333333333,1028.07916666667,5.68333333333333,10.4875,4486
"2015-01-29",3008.58333333333,1020.17916666667,9.25416666666667,28.3458333333333,1022.05,11.2166666666667,26.325,1022.97083333333,13.0541666666667,30.1125,1019.00416666667,6.44166666666667,24.0791666666667,1021.39166666667,12.6916666666667,30.3625,1022.7,12.9625,32.5416666666667,1019.55833333333,11.1791666666667,23.9291666666667,1021.69583333333,12.4833333333333,28.8833333333333,1019.15,8.47083333333333,20.7458333333333,4486
"2015-01-30",3992.875,1009.775,11.4,43.7458333333333,1013.7,12.3875,36.1166666666667,1016.33333333333,14.7166666666667,36.7541666666667,1006.92083333333,8.12916666666667,42.9458333333333,1012.25416666667,13.4,49.9958333333333,1014.75833333333,13.7541666666667,47.5208333333333,1008.71666666667,12.5875,45.6458333333333,1012.8625,13.4166666666667,43.9166666666667,1007.52083333333,10.6083333333333,37.7125,4486
"2015-01-31",3617.25,1007.8625,7.49166666666667,40.6,1010.84583333333,9.82916666666667,39.6791666666667,1012.55833333333,13.5833333333333,43.2833333333333,1006.78333333333,3.52083333333333,37.075,1010.7875,10.4083333333333,48.9083333333333,1012.40833333333,11.675,51.5125,1009,8.8125,35.6458333333333,1011.05833333333,10.4458333333333,44.625,1008.275,6.12083333333333,25.375,4486
"2015-02-01",2096.79166666667,1020.2875,4.175,24.9708333333333,1021.62916666667,6.54583333333333,24.3541666666667,1022.14583333333,10.175,25.5875,1019.74583333333,0.4,24.3333333333333,1021.52916666667,8.82916666666667,26.2958333333333,1022.25,9.475,27.8,1020.38333333333,7.45833333333333,17.7541666666667,1021.7125,7.97916666666667,22.2458333333333,1020.20416666667,3.3625,15.8208333333333,4486
"2015-02-02",3162.5,1014,6.24583333333333,30.4625,1016.24166666667,7.9375,27.95,1018.025,11.2416666666667,25.8166666666667,1012.40833333333,2.82916666666667,25.1083333333333,1014.51666666667,10.8083333333333,37.1541666666667,1016.3625,11.1333333333333,38.95,1011.95833333333,9.04583333333333,28.7875,1015.15833333333,9.80833333333333,31.825,1011.74166666667,5.7375,23.2875,4486
"2015-02-03",3526.04166666667,1008.7875,6.90416666666667,32.6041666666667,1011.3,9.20416666666667,32.2958333333333,1012.9875,12.5333333333333,31.975,1007.4375,2.92916666666667,30.7583333333333,1010.5875,10.5875,44.075,1012.275,11.3666666666667,42.9458333333333,1008.825,8.45833333333333,30.6458333333333,1010.90416666667,10.4125,38.6875,1008.2375,5.5125,22.6583333333333,4486
"2015-02-04",2987.04166666667,1012.2125,3.67083333333333,27.1416666666667,1013.07916666667,6.09583333333333,31.2125,1013.2875,10.075,37.3583333333333,1013.175,-0.566666666666667,32.3416666666667,1014.50416666667,7.6875,38.7875,1014.725,8.80416666666667,46.0416666666667,1015.20833333333,5.84583333333333,26.9166666666667,1014.04583333333,7.25833333333333,38.0833333333333,1014.7875,2.10416666666667,16.15,4486
"2015-02-05",1992.25,1019.82916666667,2.65833333333333,22.2208333333333,1020.54583333333,5.1625,24.4833333333333,1020.56666666667,8.725,29.3291666666667,1020.74166666667,-0.983333333333333,26.9208333333333,1021.6875,7.12083333333333,29.9416666666667,1021.71666666667,7.70416666666667,34.8708333333333,1022.14583333333,5.75,23.0166666666667,1021.35,6.15416666666667,29.7166666666667,1021.89583333333,2.45416666666667,12.2791666666667,4486
"2015-02-06",1386.79166666667,1015.55,1.6125,14.5375,1016.35416666667,4.82083333333333,18.2625,1016.78333333333,8.69166666666667,21.825,1016.24583333333,-1.475,17.5,1016.70833333333,6.87916666666667,24.5416666666667,1017,7.72916666666667,29.0791666666667,1016.92916666667,5.63333333333333,18.0416666666667,1016.54166666667,5.82916666666667,24.1666666666667,1016.87916666667,2.41666666666667,10.8166666666667,4486
"2015-02-07",1128.16666666667,1018.17916666667,2.3375,17.225,1017.29166666667,4.85833333333333,16.0291666666667,1016.61666666667,8.53333333333333,13.7166666666667,1019.65416666667,-0.895833333333333,21.9958333333333,1018.19166666667,6.67083333333333,16.8375,1017.70416666667,6.96666666666667,18.0833333333333,1019.3625,5.65833333333333,14.3833333333333,1017.95,5.4,16.9458333333333,1019.72083333333,3.075,14.5041666666667,4486
"2015-02-08",2170,1023.575,3.5875,21.2833333333333,1022.06666666667,5.65833333333333,25.5541666666667,1020.20416666667,9.66666666666667,20.375,1025.6875,0.1125,25.5541666666667,1023.35416666667,7.12083333333333,19.8541666666667,1022.375,7.475,26.7625,1024.99166666667,6.29583333333333,18.8791666666667,1023,6.10416666666667,23.2916666666667,1025.64583333333,2.2,19.3416666666667,4486
"2015-02-09",2699.54166666667,1020.8,4.79583333333333,24.6125,1018.84583333333,6.99166666666667,24.2541666666667,1017.37083333333,10.9666666666667,29.1833333333333,1022.4375,1.92916666666667,22.8083333333333,1019.82916666667,8.25416666666667,29.45,1018.67916666667,8.50833333333333,26.4833333333333,1021.3,8.0875,29.7666666666667,1019.54166666667,7.125,27.8333333333333,1022.275,3.92083333333333,27.25,4486
"2015-02-10",1727.08333333333,1021.1375,5.93333333333333,20.8958333333333,1019.60416666667,7.6875,21.5208333333333,1018.2875,11.2208333333333,30.1375,1021.98333333333,1.9125,14.3,1019.85416666667,9.89583333333333,31.1458333333333,1018.79583333333,9.82916666666667,27.025,1020.52083333333,8.36666666666667,19.8208333333333,1019.79166666667,8.54583333333333,25.975,1021.55833333333,4.30416666666667,15.2833333333333,4486
"2015-02-11",553.208333333333,1019.4375,6,14.7708333333333,1018.35833333333,8.85833333333333,12.0708333333333,1017.83333333333,11.2916666666667,14.5,1020.06666666667,2.675,9.16666666666667,1018.81666666667,9.67083333333333,19.65,1018.15833333333,10.2375,14.2208333333333,1019.44166666667,8.27916666666667,7.13333333333333,1018.58333333333,9.31666666666667,16.0916666666667,1019.70416666667,6.9,6.1,4486
"2015-02-12",350.916666666667,1020.15,6.61666666666667,10.9041666666667,1020.04166666667,8.97083333333333,8.95,1020.03333333333,11.3916666666667,12.925,1020.29583333333,4.0125,9.30416666666667,1020.22916666667,9.45,11.9,1020.34166666667,9.60416666666667,8.23333333333333,1020.03333333333,8.69583333333333,10.7,1020.275,8.37083333333333,9.68333333333333,1020.18333333333,7.34166666666667,7.77916666666667,4486
"2015-02-13",1786.70833333333,1023.68333333333,6.7,18.8166666666667,1024.65416666667,8.64166666666667,13.7291666666667,1025.05833333333,11.8875,15.2666666666667,1022.85,4.03333333333333,17.1625,1023.74166666667,10.1958333333333,17.5416666666667,1024.45416666667,10.9875,17.225,1022.275,9.17916666666667,22.1916666666667,1024.06666666667,9.15,15.35,1022.3875,7.0625,17.55,4486
"2015-02-14",2664.66666666667,1021.05833333333,8.92916666666667,28.525,1022.8375,11.0416666666667,26.025,1024.40833333333,13.9375,26.675,1019.875,5.67916666666667,22.4916666666667,1021.375,11.9375,29.1666666666667,1022.8125,12.5291666666667,29.9625,1019.16666666667,10.4666666666667,27.0291666666667,1021.925,11.5458333333333,26.9333333333333,1019.12083333333,7.84583333333333,21.9208333333333,4486
"2015-02-15",2753.16666666667,1018.20416666667,9.6125,27.7375,1019.95,11.1541666666667,28.4541666666667,1021.0125,13.95,32.225,1017.45833333333,6.29583333333333,25.4875,1019.80416666667,12.0458333333333,33.5458333333333,1020.82916666667,12.4416666666667,32.1333333333333,1018.70833333333,10.9916666666667,23.8041666666667,1019.90833333333,11.8416666666667,30.7083333333333,1018.3125,8.95416666666667,19.0041666666667,4486
"2015-02-16",2497.79166666667,1023.025,7.97916666666667,21.725,1024.14166666667,9.69583333333333,25.9416666666667,1024.275,12.325,26.4958333333333,1023.34583333333,5.58333333333333,22.625,1024.87083333333,11.0375,29.8333333333333,1025.21666666667,11.5875,31.1166666666667,1024.85833333333,9.76666666666667,18.1541666666667,1024.65833333333,10.5916666666667,27.5666666666667,1024.65833333333,7.24166666666667,12.55,4486
"2015-02-17",3315.125,1027.91666666667,7.45,38.0791666666667,1026.80833333333,9.37083333333333,38.3916666666667,1025.0125,12.1666666666667,43.9708333333333,1030.4875,3.03333333333333,43.6208333333333,1030.1125,9.8875,38.9708333333333,1028.9625,10.6,47.1625,1032.23333333333,9.08333333333333,27.8666666666667,1029.125,9.57916666666667,38.9041666666667,1032.15833333333,6.2625,22.8416666666667,4486
"2015-02-18",2500.875,1029.95833333333,7.0125,26.125,1027.85833333333,9.74166666666667,27.6,1025.92083333333,13.1041666666667,25.15,1032.63333333333,2.7375,26.65,1029.9125,9.4375,20.3666666666667,1028.76666666667,10.5375,29.1791666666667,1032.28333333333,8.05,25.7291666666667,1029.31666666667,9.4,24.7416666666667,1033.07916666667,4.06666666666667,23.2958333333333,4486
"2015-02-19",1140,1028.67916666667,8.475,20.4333333333333,1027.15416666667,10.2833333333333,22.2125,1025.78333333333,13.0791666666667,16.8916666666667,1030.00833333333,4.01666666666667,9.43333333333333,1028.4375,10.7708333333333,23.3,1027.5625,11.1583333333333,24.4375,1029.55,8.575,15.1916666666667,1028.07083333333,10.3791666666667,23.3708333333333,1030.175,6.23333333333333,10.7583333333333,4486
"2015-02-20",843.541666666667,1022.49583333333,7.43333333333333,12.2625,1022.375,9.5125,15.8333333333333,1021.82916666667,12.3041666666667,16.3333333333333,1022.19166666667,4.76666666666667,13.2875,1022.67083333333,10.15,12.4541666666667,1022.93333333333,10.6916666666667,18.9041666666667,1021.66666666667,9.0375,15.0208333333333,1022.75833333333,9.51666666666667,13.9375,1021.79583333333,6.97916666666667,11.0458333333333,4486
"2015-02-21",2847.83333333333,1013.66666666667,9.575,23.5583333333333,1014.775,10.8666666666667,28.4666666666667,1015.09583333333,13.4208333333333,28.6083333333333,1014.275,5.7,26.7833333333333,1015.97916666667,11.3,39.9166666666667,1016.35416666667,12.1041666666667,43.0291666666667,1016.0625,10.3875,27.7958333333333,1015.63333333333,11.2541666666667,36.9708333333333,1015.475,8.02916666666667,15.2583333333333,4486
"2015-02-22",2348.58333333333,1019.32916666667,7.2875,19.8333333333333,1020.37083333333,9.7875,27.5916666666667,1020.3875,12.45,33.7041666666667,1019.78333333333,4.47083333333333,23.3125,1021.25,11.0416666666667,26.85,1021.54166666667,11.7416666666667,30.7666666666667,1021.075,9.12083333333333,9.55,1020.975,10.75,28.7041666666667,1020.9875,5.45833333333333,9.22916666666667,4486
"2015-02-23",3163.625,1021.64166666667,9.0125,29.2375,1023.3375,10.9291666666667,26.2208333333333,1024.05416666667,13.6541666666667,27.7916666666667,1020.55,5.775,26.2875,1022.95833333333,11.7708333333333,31.7208333333333,1023.98333333333,12.4041666666667,31.675,1021.3625,10.6875,28.2208333333333,1023.15,11.65,29.4833333333333,1021.0125,7.61666666666667,24.3083333333333,4486
"2015-02-24",3084.04166666667,1030.57083333333,6.82916666666667,25.4166666666667,1031.5625,8.73333333333333,27.3583333333333,1031.27916666667,12.05,32.7916666666667,1030.34583333333,3.14583333333333,28.3916666666667,1032.02916666667,10.7458333333333,34.5666666666667,1032.55416666667,10.775,34.5541666666667,1031.59583333333,9.26666666666667,24.3083333333333,1031.99166666667,9.94583333333333,30.1375,1031.3125,5.875,19.7375,4486
"2015-02-25",2719.66666666667,1032.97916666667,6.06666666666667,19.0083333333333,1033.8375,8.79583333333333,27.3375,1033.34166666667,11.9333333333333,32.7416666666667,1033.51666666667,3.98333333333333,27.7875,1034.88333333333,10.6125,31.6791666666667,1034.97916666667,10.7,33.3375,1034.94166666667,10.1291666666667,18.225,1034.53333333333,9.90416666666667,30.6625,1034.69166666667,7.22083333333333,14.4208333333333,4486
"2015-02-26",2413.20833333333,1028.64583333333,7.6125,19.5416666666667,1029.5375,9.96666666666667,28.3958333333333,1028.77916666667,13.1583333333333,33.8916666666667,1029.425,5.775,22.75,1031.025,11.4291666666667,33.5,1030.94166666667,11.8291666666667,37.8916666666667,1030.93333333333,11.1,18.225,1030.49583333333,10.9291666666667,34.4458333333333,1030.68333333333,8.32083333333333,13.4333333333333,4486
"2015-02-27",2100.58333333333,1025.97916666667,9.5625,21.8458333333333,1027.0625,10.6291666666667,28.0041666666667,1026.77916666667,13.6375,35.4833333333333,1026.35,6.9375,23.0291666666667,1028.56666666667,10.675,34.0791666666667,1028.6,11.9208333333333,39.0291666666667,1028.55,9.99166666666667,21.5166666666667,1028.04166666667,10.7708333333333,34.4083333333333,1028.00833333333,8.30416666666667,11.9208333333333,4486
"2015-02-28",2000.25,1026.97083333333,8.9875,22.0416666666667,1027.95833333333,10.7916666666667,27.3625,1027.52916666667,13.5666666666667,33.9166666666667,1027.1875,6.025,17.5208333333333,1028.675,11.7375,24.7,1029.02916666667,12.1541666666667,29.3,1027.87083333333,11.1333333333333,12.4541666666667,1028.5375,11.5625,25.8041666666667,1027.90416666667,8.28333333333333,11.225,4486
"2015-03-01",1780.16666666667,1027.15,11.4458333333333,19.1583333333333,1028.09583333333,12.4083333333333,17.7625,1028,14.1375,23.5166666666667,1026.78333333333,8.8125,15.5458333333333,1028.10416666667,12.5625,17.15,1028.5875,13.0541666666667,19.1458333333333,1026.90833333333,11.9291666666667,20.2958333333333,1028.14166666667,12.6333333333333,17.3875,1027.0125,9.925,14.775,4486
"2015-03-02",975.125,1026.525,12.0875,14.15,1027.1,12.8291666666667,11.6583333333333,1026.60833333333,15.0958333333333,18.3708333333333,1026.175,9.75,9.85416666666667,1027.225,12.8875,12.3125,1027.44583333333,13.6541666666667,12.9541666666667,1026.34166666667,12.5875,20.8041666666667,1027.1875,13.1,11.9416666666667,1026.4,11.0166666666667,13.8291666666667,4486
"2015-03-03",740.708333333333,1025.95416666667,10.9958333333333,11.6625,1026.30416666667,11.7,15.0875,1025.64166666667,15.3125,17.8916666666667,1025.7375,8.82916666666667,8.7625,1026.77916666667,12.9375,12.0708333333333,1026.77916666667,12.8166666666667,16.5166666666667,1026.15,12.575,18.7583333333333,1026.61666666667,12.5791666666667,14.5208333333333,1026.1875,11.125,11.5541666666667,4486
"2015-03-04",1829.33333333333,1029.17916666667,11.9541666666667,24.2125,1028.23333333333,13.7916666666667,23.9416666666667,1026.82083333333,16.2625,26.2375,1031.225,8.60833333333333,25.25,1029.78333333333,13.2375,24.4583333333333,1028.92083333333,14.5416666666667,28.7375,1031.55,12.2708333333333,19.3916666666667,1029.15833333333,14.3958333333333,23.6166666666667,1031.8,10.3375,15.4583333333333,4486
"2015-03-05",3056.54166666667,1030.49166666667,9.48333333333333,28.9,1028.29583333333,12.0166666666667,32.8541666666667,1026.08333333333,15.4,30.8291666666667,1033.48333333333,5.59166666666667,30.5208333333333,1029.425,12.1958333333333,24.8541666666667,1028.20416666667,13.6875,34.9375,1031.27083333333,11.3666666666667,32.9291666666667,1029.225,12.2458333333333,31.1666666666667,1033.02916666667,6.41666666666667,28.2,4486
"2015-03-06",1551.45833333333,1028.39583333333,9.725,17.675,1027.025,12.6416666666667,21.5458333333333,1025.79166666667,14.4708333333333,30.3083333333333,1029.775,7.04583333333333,11.8583333333333,1027.74583333333,12.6,19.1875,1026.95833333333,13.6208333333333,21.125,1028.89166666667,11.3958333333333,16.875,1027.5375,12.6458333333333,22.1916666666667,1029.8,7.30833333333333,14.45,4486
