"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PT","01.01.2016 14:00 - 01.01.2016 15:00 (CET/CEST)","0","978","528","122","73","n/e","4076"
"BZN|PT","01.01.2016 15:00 - 01.01.2016 16:00 (CET/CEST)","0","1049","518","77","59","n/e","4009"
"BZN|PT","01.01.2016 16:00 - 01.01.2016 17:00 (CET/CEST)","0","1011","601","68","29","n/e","3868"
"BZN|PT","01.01.2016 17:00 - 01.01.2016 18:00 (CET/CEST)","0","763","564","79","10","n/e","3786"
"BZN|PT","01.01.2016 18:00 - 01.01.2016 19:00 (CET/CEST)","299","17","677","109","0","n/e","3685"
"BZN|PT","01.01.2016 19:00 - 01.01.2016 20:00 (CET/CEST)","740","1","641","197","0","n/e","3191"
"BZN|PT","01.01.2016 20:00 - 01.01.2016 21:00 (CET/CEST)","507","1","544","145","0","n/e","2901"
"BZN|PT","01.01.2016 21:00 - 01.01.2016 22:00 (CET/CEST)","301","1","525","104","0","n/e","2954"
"BZN|PT","01.01.2016 22:00 - 01.01.2016 23:00 (CET/CEST)","512","24","638","104","0","n/e","2892"
"BZN|PT","01.01.2016 23:00 - 02.01.2016 00:00 (CET/CEST)","4","105","659","85","0","n/e","2680"
"BZN|PT","02.01.2016 00:00 - 02.01.2016 01:00 (CET/CEST)","0","574","682","81","0","n/e","2430"
"BZN|PT","02.01.2016 01:00 - 02.01.2016 02:00 (CET/CEST)","0","799","550","79","0","n/e","2217"
"BZN|PT","02.01.2016 02:00 - 02.01.2016 03:00 (CET/CEST)","21","1056","475","25","0","n/e","2338"
"BZN|PT","02.01.2016 03:00 - 02.01.2016 04:00 (CET/CEST)","40","947","401","3","0","n/e","2560"
"BZN|PT","02.01.2016 04:00 - 02.01.2016 05:00 (CET/CEST)","10","924","482","4","0","n/e","2566"
"BZN|PT","02.01.2016 05:00 - 02.01.2016 06:00 (CET/CEST)","56","807","467","3","0","n/e","2461"
"BZN|PT","02.01.2016 06:00 - 02.01.2016 07:00 (CET/CEST)","55","715","453","4","0","n/e","2355"
"BZN|PT","02.01.2016 07:00 - 02.01.2016 08:00 (CET/CEST)","55","610","641","5","0","n/e","1992"
"BZN|PT","02.01.2016 08:00 - 02.01.2016 09:00 (CET/CEST)","16","328","632","51","0","n/e","1366"
"BZN|PT","02.01.2016 09:00 - 02.01.2016 10:00 (CET/CEST)","2","467","671","74","25","n/e","1171"
"BZN|PT","02.01.2016 10:00 - 02.01.2016 11:00 (CET/CEST)","349","6","898","208","106","n/e","800"
"BZN|PT","02.01.2016 11:00 - 02.01.2016 12:00 (CET/CEST)","489","6","872","232","141","n/e","518"
"BZN|PT","02.01.2016 12:00 - 02.01.2016 13:00 (CET/CEST)","229","6","784","180","191","n/e","374"
"BZN|PT","02.01.2016 13:00 - 02.01.2016 14:00 (CET/CEST)","300","6","994","179","166","n/e","342"
"BZN|PT","02.01.2016 14:00 - 02.01.2016 15:00 (CET/CEST)","347","5","855","181","129","n/e","428"
"BZN|PT","02.01.2016 15:00 - 02.01.2016 16:00 (CET/CEST)","200","152","658","117","78","n/e","526"
"BZN|PT","02.01.2016 16:00 - 02.01.2016 17:00 (CET/CEST)","434","190","686","144","32","n/e","533"
"BZN|PT","02.01.2016 17:00 - 02.01.2016 18:00 (CET/CEST)","595","187","669","131","11","n/e","588"
"BZN|PT","02.01.2016 18:00 - 02.01.2016 19:00 (CET/CEST)","775","84","828","309","0","n/e","766"
"BZN|PT","02.01.2016 19:00 - 02.01.2016 20:00 (CET/CEST)","1008","3","810","749","0","n/e","839"
"BZN|PT","02.01.2016 20:00 - 02.01.2016 21:00 (CET/CEST)","1152","1","900","1099","0","n/e","983"
"BZN|PT","02.01.2016 21:00 - 02.01.2016 22:00 (CET/CEST)","1104","1","938","1050","0","n/e","1133"
"BZN|PT","02.01.2016 22:00 - 02.01.2016 23:00 (CET/CEST)","969","1","851","648","0","n/e","1403"
"BZN|PT","02.01.2016 23:00 - 03.01.2016 00:00 (CET/CEST)","531","1","761","288","0","n/e","1797"
"BZN|PT","03.01.2016 00:00 - 03.01.2016 01:00 (CET/CEST)","64","44","671","144","0","n/e","2122"
"BZN|PT","03.01.2016 01:00 - 03.01.2016 02:00 (CET/CEST)","0","501","438","103","0","n/e","2386"
"BZN|PT","03.01.2016 02:00 - 03.01.2016 03:00 (CET/CEST)","0","554","428","136","0","n/e","2593"
"BZN|PT","03.01.2016 03:00 - 03.01.2016 04:00 (CET/CEST)","0","431","362","141","0","n/e","2675"
"BZN|PT","03.01.2016 04:00 - 03.01.2016 05:00 (CET/CEST)","0","513","466","140","0","n/e","2726"
"BZN|PT","03.01.2016 05:00 - 03.01.2016 06:00 (CET/CEST)","0","573","456","140","0","n/e","2888"
"BZN|PT","03.01.2016 06:00 - 03.01.2016 07:00 (CET/CEST)","0","617","536","141","0","n/e","3008"
"BZN|PT","03.01.2016 07:00 - 03.01.2016 08:00 (CET/CEST)","0","796","592","130","0","n/e","3095"
"BZN|PT","03.01.2016 08:00 - 03.01.2016 09:00 (CET/CEST)","0","797","493","124","0","n/e","3249"
"BZN|PT","03.01.2016 09:00 - 03.01.2016 10:00 (CET/CEST)","24","796","563","129","13","n/e","3277"
"BZN|PT","03.01.2016 10:00 - 03.01.2016 11:00 (CET/CEST)","53","718","594","171","53","n/e","3267"
"BZN|PT","03.01.2016 11:00 - 03.01.2016 12:00 (CET/CEST)","222","73","784","192","73","n/e","3336"
"BZN|PT","03.01.2016 12:00 - 03.01.2016 13:00 (CET/CEST)","336","5","766","173","60","n/e","3394"
"BZN|PT","03.01.2016 13:00 - 03.01.2016 14:00 (CET/CEST)","126","14","796","156","43","n/e","3505"
"BZN|PT","03.01.2016 14:00 - 03.01.2016 15:00 (CET/CEST)","41","528","570","150","32","n/e","3731"
"BZN|PT","03.01.2016 15:00 - 03.01.2016 16:00 (CET/CEST)","43","548","531","193","34","n/e","3888"
"BZN|PT","03.01.2016 16:00 - 03.01.2016 17:00 (CET/CEST)","53","526","629","210","23","n/e","3914"
"BZN|PT","03.01.2016 17:00 - 03.01.2016 18:00 (CET/CEST)","143","223","571","153","6","n/e","3979"
"BZN|PT","03.01.2016 18:00 - 03.01.2016 19:00 (CET/CEST)","377","169","672","143","0","n/e","3957"
"BZN|PT","03.01.2016 19:00 - 03.01.2016 20:00 (CET/CEST)","482","217","697","230","0","n/e","3997"
"BZN|PT","03.01.2016 20:00 - 03.01.2016 21:00 (CET/CEST)","508","209","675","206","0","n/e","3944"
"BZN|PT","03.01.2016 21:00 - 03.01.2016 22:00 (CET/CEST)","687","180","775","206","0","n/e","3981"
"BZN|PT","03.01.2016 22:00 - 03.01.2016 23:00 (CET/CEST)","587","170","772","197","0","n/e","3975"
"BZN|PT","03.01.2016 23:00 - 04.01.2016 00:00 (CET/CEST)","213","589","686","109","0","n/e","3895"
"BZN|PT","04.01.2016 00:00 - 04.01.2016 01:00 (CET/CEST)","295","408","818","109","0","n/e","3739"
"BZN|PT","04.01.2016 01:00 - 04.01.2016 02:00 (CET/CEST)","273","636","590","160","0","n/e","3660"
"BZN|PT","04.01.2016 02:00 - 04.01.2016 03:00 (CET/CEST)","227","772","436","162","0","n/e","3530"
"BZN|PT","04.01.2016 03:00 - 04.01.2016 04:00 (CET/CEST)","253","798","403","87","0","n/e","3443"
"BZN|PT","04.01.2016 04:00 - 04.01.2016 05:00 (CET/CEST)","219","800","397","61","0","n/e","3410"
"BZN|PT","04.01.2016 05:00 - 04.01.2016 06:00 (CET/CEST)","237","796","463","43","0","n/e","3487"
"BZN|PT","04.01.2016 06:00 - 04.01.2016 07:00 (CET/CEST)","339","695","608","164","0","n/e","3455"
"BZN|PT","04.01.2016 07:00 - 04.01.2016 08:00 (CET/CEST)","279","35","912","213","0","n/e","3538"
"BZN|PT","04.01.2016 08:00 - 04.01.2016 09:00 (CET/CEST)","524","2","874","231","0","n/e","3660"
"BZN|PT","04.01.2016 09:00 - 04.01.2016 10:00 (CET/CEST)","636","2","791","247","5","n/e","3775"
"BZN|PT","04.01.2016 10:00 - 04.01.2016 11:00 (CET/CEST)","756","1","899","320","17","n/e","3638"
"BZN|PT","04.01.2016 11:00 - 04.01.2016 12:00 (CET/CEST)","990","21","1023","383","28","n/e","3416"
"BZN|PT","04.01.2016 12:00 - 04.01.2016 13:00 (CET/CEST)","925","60","1163","621","50","n/e","3340"
"BZN|PT","04.01.2016 13:00 - 04.01.2016 14:00 (CET/CEST)","956","106","1171","580","48","n/e","3458"
"BZN|PT","04.01.2016 14:00 - 04.01.2016 15:00 (CET/CEST)","839","108","1218","586","48","n/e","3149"
"BZN|PT","04.01.2016 15:00 - 04.01.2016 16:00 (CET/CEST)","1011","65","1179","681","38","n/e","2906"
"BZN|PT","04.01.2016 16:00 - 04.01.2016 17:00 (CET/CEST)","1032","59","1176","803","25","n/e","2647"
"BZN|PT","04.01.2016 17:00 - 04.01.2016 18:00 (CET/CEST)","965","59","1079","778","6","n/e","2742"
"BZN|PT","04.01.2016 18:00 - 04.01.2016 19:00 (CET/CEST)","791","192","1186","731","0","n/e","2959"
"BZN|PT","04.01.2016 19:00 - 04.01.2016 20:00 (CET/CEST)","821","148","1356","752","0","n/e","3088"
"BZN|PT","04.01.2016 20:00 - 04.01.2016 21:00 (CET/CEST)","1057","158","1379","821","0","n/e","3021"
"BZN|PT","04.01.2016 21:00 - 04.01.2016 22:00 (CET/CEST)","899","59","1187","394","0","n/e","3147"
"BZN|PT","04.01.2016 22:00 - 04.01.2016 23:00 (CET/CEST)","955","59","1013","299","0","n/e","3244"
"BZN|PT","04.01.2016 23:00 - 05.01.2016 00:00 (CET/CEST)","872","60","1382","326","0","n/e","3414"
"BZN|PT","05.01.2016 00:00 - 05.01.2016 01:00 (CET/CEST)","701","79","1561","955","0","n/e","3582"
"BZN|PT","05.01.2016 01:00 - 05.01.2016 02:00 (CET/CEST)","557","459","956","360","0","n/e","3653"
"BZN|PT","05.01.2016 02:00 - 05.01.2016 03:00 (CET/CEST)","573","707","775","347","0","n/e","3691"
"BZN|PT","05.01.2016 03:00 - 05.01.2016 04:00 (CET/CEST)","437","664","716","246","0","n/e","3783"
"BZN|PT","05.01.2016 04:00 - 05.01.2016 05:00 (CET/CEST)","496","691","845","358","0","n/e","3891"
"BZN|PT","05.01.2016 05:00 - 05.01.2016 06:00 (CET/CEST)","532","690","970","374","0","n/e","3832"
"BZN|PT","05.01.2016 06:00 - 05.01.2016 07:00 (CET/CEST)","588","558","997","421","0","n/e","3794"
"BZN|PT","05.01.2016 07:00 - 05.01.2016 08:00 (CET/CEST)","669","353","1194","831","0","n/e","3573"
"BZN|PT","05.01.2016 08:00 - 05.01.2016 09:00 (CET/CEST)","908","131","1674","988","0","n/e","3316"
"BZN|PT","05.01.2016 09:00 - 05.01.2016 10:00 (CET/CEST)","1100","1","1653","790","36","n/e","2868"
"BZN|PT","05.01.2016 10:00 - 05.01.2016 11:00 (CET/CEST)","1151","1","1630","782","117","n/e","2446"
"BZN|PT","05.01.2016 11:00 - 05.01.2016 12:00 (CET/CEST)","1038","1","1583","1001","160","n/e","2216"
"BZN|PT","05.01.2016 12:00 - 05.01.2016 13:00 (CET/CEST)","935","1","1573","961","124","n/e","2271"
"BZN|PT","05.01.2016 13:00 - 05.01.2016 14:00 (CET/CEST)","1099","1","1415","972","138","n/e","2257"
"BZN|PT","05.01.2016 14:00 - 05.01.2016 15:00 (CET/CEST)","762","78","1300","914","143","n/e","2600"
"BZN|PT","05.01.2016 15:00 - 05.01.2016 16:00 (CET/CEST)","734","118","1258","1019","140","n/e","2756"
"BZN|PT","05.01.2016 16:00 - 05.01.2016 17:00 (CET/CEST)","751","191","1311","993","120","n/e","2881"
"BZN|PT","05.01.2016 17:00 - 05.01.2016 18:00 (CET/CEST)","945","92","1163","1316","54","n/e","2758"
"BZN|PT","05.01.2016 18:00 - 05.01.2016 19:00 (CET/CEST)","973","1","1369","1313","2","n/e","2621"
"BZN|PT","05.01.2016 19:00 - 05.01.2016 20:00 (CET/CEST)","1193","1","1395","1321","0","n/e","2624"
"BZN|PT","05.01.2016 20:00 - 05.01.2016 21:00 (CET/CEST)","1172","1","1567","1234","0","n/e","2591"
"BZN|PT","05.01.2016 21:00 - 05.01.2016 22:00 (CET/CEST)","1234","0","1493","1150","0","n/e","2526"
"BZN|PT","05.01.2016 22:00 - 05.01.2016 23:00 (CET/CEST)","1126","0","1301","1120","0","n/e","2438"
"BZN|PT","05.01.2016 23:00 - 06.01.2016 00:00 (CET/CEST)","973","1","1262","1064","0","n/e","2461"
"BZN|PT","06.01.2016 00:00 - 06.01.2016 01:00 (CET/CEST)","628","62","1207","990","0","n/e","2324"
"BZN|PT","06.01.2016 01:00 - 06.01.2016 02:00 (CET/CEST)","608","497","1282","421","0","n/e","2232"
"BZN|PT","06.01.2016 02:00 - 06.01.2016 03:00 (CET/CEST)","471","511","980","599","0","n/e","2110"
"BZN|PT","06.01.2016 03:00 - 06.01.2016 04:00 (CET/CEST)","433","536","1056","388","0","n/e","2085"
"BZN|PT","06.01.2016 04:00 - 06.01.2016 05:00 (CET/CEST)","441","882","1062","389","0","n/e","1992"
"BZN|PT","06.01.2016 05:00 - 06.01.2016 06:00 (CET/CEST)","339","927","1055","380","0","n/e","1959"
"BZN|PT","06.01.2016 06:00 - 06.01.2016 07:00 (CET/CEST)","424","781","1148","384","0","n/e","1665"
"BZN|PT","06.01.2016 07:00 - 06.01.2016 08:00 (CET/CEST)","634","449","883","833","0","n/e","1672"
"BZN|PT","06.01.2016 08:00 - 06.01.2016 09:00 (CET/CEST)","682","444","828","881","0","n/e","1926"
"BZN|PT","06.01.2016 09:00 - 06.01.2016 10:00 (CET/CEST)","576","444","871","633","28","n/e","2251"
"BZN|PT","06.01.2016 10:00 - 06.01.2016 11:00 (CET/CEST)","707","443","941","786","99","n/e","2306"
"BZN|PT","06.01.2016 11:00 - 06.01.2016 12:00 (CET/CEST)","755","443","851","827","140","n/e","2413"
"BZN|PT","06.01.2016 12:00 - 06.01.2016 13:00 (CET/CEST)","596","443","926","668","125","n/e","2796"
"BZN|PT","06.01.2016 13:00 - 06.01.2016 14:00 (CET/CEST)","622","444","931","615","112","n/e","3199"
"BZN|PT","06.01.2016 14:00 - 06.01.2016 15:00 (CET/CEST)","639","443","940","556","78","n/e","3477"
"BZN|PT","06.01.2016 15:00 - 06.01.2016 16:00 (CET/CEST)","623","443","849","551","63","n/e","3523"
"BZN|PT","06.01.2016 16:00 - 06.01.2016 17:00 (CET/CEST)","584","443","892","465","46","n/e","3651"
"BZN|PT","06.01.2016 17:00 - 06.01.2016 18:00 (CET/CEST)","686","443","933","1061","14","n/e","3715"
"BZN|PT","06.01.2016 18:00 - 06.01.2016 19:00 (CET/CEST)","919","101","940","1201","0","n/e","3676"
"BZN|PT","06.01.2016 19:00 - 06.01.2016 20:00 (CET/CEST)","1237","1","1049","1230","0","n/e","3651"
"BZN|PT","06.01.2016 20:00 - 06.01.2016 21:00 (CET/CEST)","1234","1","1061","1179","0","n/e","3774"
"BZN|PT","06.01.2016 21:00 - 06.01.2016 22:00 (CET/CEST)","1294","1","955","1182","0","n/e","3861"
"BZN|PT","06.01.2016 22:00 - 06.01.2016 23:00 (CET/CEST)","1281","1","754","1045","0","n/e","3921"
"BZN|PT","06.01.2016 23:00 - 07.01.2016 00:00 (CET/CEST)","806","1","861","1145","0","n/e","3935"
"BZN|PT","07.01.2016 00:00 - 07.01.2016 01:00 (CET/CEST)","680","12","902","927","0","n/e","3881"
"BZN|PT","07.01.2016 01:00 - 07.01.2016 02:00 (CET/CEST)","228","604","1172","330","0","n/e","3858"
"BZN|PT","07.01.2016 02:00 - 07.01.2016 03:00 (CET/CEST)","310","900","1132","373","0","n/e","3829"
"BZN|PT","07.01.2016 03:00 - 07.01.2016 04:00 (CET/CEST)","311","926","1067","370","0","n/e","3811"
"BZN|PT","07.01.2016 04:00 - 07.01.2016 05:00 (CET/CEST)","397","747","821","382","0","n/e","3830"
"BZN|PT","07.01.2016 05:00 - 07.01.2016 06:00 (CET/CEST)","366","717","805","365","0","n/e","3776"
"BZN|PT","07.01.2016 06:00 - 07.01.2016 07:00 (CET/CEST)","377","612","794","379","0","n/e","3766"
"BZN|PT","07.01.2016 07:00 - 07.01.2016 08:00 (CET/CEST)","547","239","962","883","0","n/e","3780"
"BZN|PT","07.01.2016 08:00 - 07.01.2016 09:00 (CET/CEST)","1149","57","1025","981","0","n/e","3766"
"BZN|PT","07.01.2016 09:00 - 07.01.2016 10:00 (CET/CEST)","1118","42","1265","1064","5","n/e","3691"
"BZN|PT","07.01.2016 10:00 - 07.01.2016 11:00 (CET/CEST)","1035","0","1292","1105","31","n/e","3618"
"BZN|PT","07.01.2016 11:00 - 07.01.2016 12:00 (CET/CEST)","971","1","1311","1065","67","n/e","3674"
"BZN|PT","07.01.2016 12:00 - 07.01.2016 13:00 (CET/CEST)","1103","0","1250","886","76","n/e","3633"
"BZN|PT","07.01.2016 13:00 - 07.01.2016 14:00 (CET/CEST)","879","1","1460","905","94","n/e","3667"
"BZN|PT","07.01.2016 14:00 - 07.01.2016 15:00 (CET/CEST)","850","28","1350","839","80","n/e","3686"
"BZN|PT","07.01.2016 15:00 - 07.01.2016 16:00 (CET/CEST)","840","281","1597","942","58","n/e","3659"
"BZN|PT","07.01.2016 16:00 - 07.01.2016 17:00 (CET/CEST)","901","229","1670","958","34","n/e","3562"
"BZN|PT","07.01.2016 17:00 - 07.01.2016 18:00 (CET/CEST)","989","5","1682","959","12","n/e","3553"
"BZN|PT","07.01.2016 18:00 - 07.01.2016 19:00 (CET/CEST)","1006","1","2033","976","0","n/e","3495"
"BZN|PT","07.01.2016 19:00 - 07.01.2016 20:00 (CET/CEST)","1073","1","2127","957","0","n/e","3589"
"BZN|PT","07.01.2016 20:00 - 07.01.2016 21:00 (CET/CEST)","1023","3","2154","1064","0","n/e","3658"
"BZN|PT","07.01.2016 21:00 - 07.01.2016 22:00 (CET/CEST)","1202","114","2270","1032","0","n/e","3497"
"BZN|PT","07.01.2016 22:00 - 07.01.2016 23:00 (CET/CEST)","981","76","2170","964","0","n/e","3543"
"BZN|PT","07.01.2016 23:00 - 08.01.2016 00:00 (CET/CEST)","1016","120","2083","882","0","n/e","3542"
"BZN|PT","08.01.2016 00:00 - 08.01.2016 01:00 (CET/CEST)","1203","1","1955","1155","0","n/e","3488"
"BZN|PT","08.01.2016 01:00 - 08.01.2016 02:00 (CET/CEST)","870","197","1806","1063","0","n/e","3511"
"BZN|PT","08.01.2016 02:00 - 08.01.2016 03:00 (CET/CEST)","865","404","1512","1107","0","n/e","3593"
"BZN|PT","08.01.2016 03:00 - 08.01.2016 04:00 (CET/CEST)","883","406","1063","909","0","n/e","3602"
"BZN|PT","08.01.2016 04:00 - 08.01.2016 05:00 (CET/CEST)","960","403","908","1004","0","n/e","3607"
"BZN|PT","08.01.2016 05:00 - 08.01.2016 06:00 (CET/CEST)","1007","98","1016","1077","0","n/e","3557"
"BZN|PT","08.01.2016 06:00 - 08.01.2016 07:00 (CET/CEST)","1178","60","1011","1109","0","n/e","3596"
"BZN|PT","08.01.2016 07:00 - 08.01.2016 08:00 (CET/CEST)","1143","59","1262","1093","0","n/e","3709"
"BZN|PT","08.01.2016 08:00 - 08.01.2016 09:00 (CET/CEST)","1210","58","1316","1122","0","n/e","3759"
"BZN|PT","08.01.2016 09:00 - 08.01.2016 10:00 (CET/CEST)","1186","5","1420","1136","6","n/e","3638"
"BZN|PT","08.01.2016 10:00 - 08.01.2016 11:00 (CET/CEST)","1149","1","1531","1181","20","n/e","3578"
"BZN|PT","08.01.2016 11:00 - 08.01.2016 12:00 (CET/CEST)","1287","0","1652","1172","29","n/e","3699"
"BZN|PT","08.01.2016 12:00 - 08.01.2016 13:00 (CET/CEST)","1147","0","2026","1075","36","n/e","3767"
"BZN|PT","08.01.2016 13:00 - 08.01.2016 14:00 (CET/CEST)","1211","0","1948","944","39","n/e","3724"
"BZN|PT","08.01.2016 14:00 - 08.01.2016 15:00 (CET/CEST)","1063","1","2100","953","39","n/e","3436"
"BZN|PT","08.01.2016 15:00 - 08.01.2016 16:00 (CET/CEST)","1161","28","1999","1156","24","n/e","2756"
"BZN|PT","08.01.2016 16:00 - 08.01.2016 17:00 (CET/CEST)","1261","0","1903","1339","15","n/e","2087"
"BZN|PT","08.01.2016 17:00 - 08.01.2016 18:00 (CET/CEST)","1359","0","2012","1356","5","n/e","1643"
"BZN|PT","08.01.2016 18:00 - 08.01.2016 19:00 (CET/CEST)","1317","1","1921","1333","0","n/e","1292"
"BZN|PT","08.01.2016 19:00 - 08.01.2016 20:00 (CET/CEST)","1326","0","2078","1364","0","n/e","939"
"BZN|PT","08.01.2016 20:00 - 08.01.2016 21:00 (CET/CEST)","1356","1","2100","1373","0","n/e","813"
"BZN|PT","08.01.2016 21:00 - 08.01.2016 22:00 (CET/CEST)","1344","1","1966","1297","0","n/e","1092"
"BZN|PT","08.01.2016 22:00 - 08.01.2016 23:00 (CET/CEST)","1213","1","1995","1236","0","n/e","1519"
"BZN|PT","08.01.2016 23:00 - 09.01.2016 00:00 (CET/CEST)","1159","1","1924","1156","0","n/e","1641"
"BZN|PT","09.01.2016 00:00 - 09.01.2016 01:00 (CET/CEST)","1136","1","1526","970","0","n/e","1669"
"BZN|PT","09.01.2016 01:00 - 09.01.2016 02:00 (CET/CEST)","865","3","1261","990","0","n/e","1799"
"BZN|PT","09.01.2016 02:00 - 09.01.2016 03:00 (CET/CEST)","799","5","896","931","0","n/e","1693"
"BZN|PT","09.01.2016 03:00 - 09.01.2016 04:00 (CET/CEST)","837","75","933","918","0","n/e","1748"
"BZN|PT","09.01.2016 04:00 - 09.01.2016 05:00 (CET/CEST)","630","119","997","1057","0","n/e","1699"
"BZN|PT","09.01.2016 05:00 - 09.01.2016 06:00 (CET/CEST)","735","6","994","1010","0","n/e","1792"
"BZN|PT","09.01.2016 06:00 - 09.01.2016 07:00 (CET/CEST)","746","5","1269","988","0","n/e","1961"
"BZN|PT","09.01.2016 07:00 - 09.01.2016 08:00 (CET/CEST)","855","5","1370","1094","0","n/e","2168"
"BZN|PT","09.01.2016 08:00 - 09.01.2016 09:00 (CET/CEST)","868","118","1597","1245","0","n/e","2477"
"BZN|PT","09.01.2016 09:00 - 09.01.2016 10:00 (CET/CEST)","900","158","1505","1168","40","n/e","2779"
"BZN|PT","09.01.2016 10:00 - 09.01.2016 11:00 (CET/CEST)","809","176","1635","1108","125","n/e","3224"
"BZN|PT","09.01.2016 11:00 - 09.01.2016 12:00 (CET/CEST)","835","263","1616","1166","149","n/e","3455"
"BZN|PT","09.01.2016 12:00 - 09.01.2016 13:00 (CET/CEST)","857","213","1609","1069","157","n/e","3709"
"BZN|PT","09.01.2016 13:00 - 09.01.2016 14:00 (CET/CEST)","850","28","1465","1001","146","n/e","3899"
"BZN|PT","09.01.2016 14:00 - 09.01.2016 15:00 (CET/CEST)","772","3","1615","972","113","n/e","3917"
"BZN|PT","09.01.2016 15:00 - 09.01.2016 16:00 (CET/CEST)","656","3","1747","1008","106","n/e","3918"
"BZN|PT","09.01.2016 16:00 - 09.01.2016 17:00 (CET/CEST)","654","3","1757","990","58","n/e","3821"
"BZN|PT","09.01.2016 17:00 - 09.01.2016 18:00 (CET/CEST)","638","3","1743","980","27","n/e","3903"
"BZN|PT","09.01.2016 18:00 - 09.01.2016 19:00 (CET/CEST)","858","3","1880","1076","1","n/e","3867"
"BZN|PT","09.01.2016 19:00 - 09.01.2016 20:00 (CET/CEST)","881","3","1935","1060","0","n/e","3913"
"BZN|PT","09.01.2016 20:00 - 09.01.2016 21:00 (CET/CEST)","892","3","1785","1059","0","n/e","3915"
"BZN|PT","09.01.2016 21:00 - 09.01.2016 22:00 (CET/CEST)","845","3","1573","999","0","n/e","3949"
"BZN|PT","09.01.2016 22:00 - 09.01.2016 23:00 (CET/CEST)","862","3","1657","1067","0","n/e","3869"
"BZN|PT","09.01.2016 23:00 - 10.01.2016 00:00 (CET/CEST)","681","234","1651","1026","0","n/e","3785"
"BZN|PT","10.01.2016 00:00 - 10.01.2016 01:00 (CET/CEST)","675","383","1487","661","0","n/e","3947"
"BZN|PT","10.01.2016 01:00 - 10.01.2016 02:00 (CET/CEST)","626","440","1042","273","0","n/e","4042"
"BZN|PT","10.01.2016 02:00 - 10.01.2016 03:00 (CET/CEST)","546","491","895","257","0","n/e","4024"
"BZN|PT","10.01.2016 03:00 - 10.01.2016 04:00 (CET/CEST)","535","491","933","356","0","n/e","3953"
"BZN|PT","10.01.2016 04:00 - 10.01.2016 05:00 (CET/CEST)","568","491","955","422","0","n/e","3850"
"BZN|PT","10.01.2016 05:00 - 10.01.2016 06:00 (CET/CEST)","652","491","966","482","0","n/e","3737"
"BZN|PT","10.01.2016 06:00 - 10.01.2016 07:00 (CET/CEST)","685","500","989","665","0","n/e","3729"
"BZN|PT","10.01.2016 07:00 - 10.01.2016 08:00 (CET/CEST)","687","495","1063","740","0","n/e","3787"
"BZN|PT","10.01.2016 08:00 - 10.01.2016 09:00 (CET/CEST)","674","492","1036","599","0","n/e","3906"
"BZN|PT","10.01.2016 09:00 - 10.01.2016 10:00 (CET/CEST)","819","492","1247","449","8","n/e","3919"
"BZN|PT","10.01.2016 10:00 - 10.01.2016 11:00 (CET/CEST)","862","488","1319","341","40","n/e","3943"
