"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PT","01.01.2022 15:00 - 01.01.2022 16:00 (CET/CEST)","0","1625","164","34","572","25","2104"
"BZN|PT","01.01.2022 16:00 - 01.01.2022 17:00 (CET/CEST)","3","1510","167","33","401","25","2061"
"BZN|PT","01.01.2022 17:00 - 01.01.2022 18:00 (CET/CEST)","114","288","278","34","159","25","2240"
"BZN|PT","01.01.2022 18:00 - 01.01.2022 19:00 (CET/CEST)","301","3","427","97","3","25","2554"
"BZN|PT","01.01.2022 19:00 - 01.01.2022 20:00 (CET/CEST)","438","3","550","93","0","25","2755"
"BZN|PT","01.01.2022 20:00 - 01.01.2022 21:00 (CET/CEST)","248","94","828","159","0","25","2847"
"BZN|PT","01.01.2022 21:00 - 01.01.2022 22:00 (CET/CEST)","280","241","814","164","0","25","2911"
"BZN|PT","01.01.2022 22:00 - 01.01.2022 23:00 (CET/CEST)","86","465","908","80","0","22","2675"
"BZN|PT","01.01.2022 23:00 - 02.01.2022 00:00 (CET/CEST)","0","955","579","31","0","17","2493"
"BZN|PT","02.01.2022 00:00 - 02.01.2022 01:00 (CET/CEST)","0","450","638","75","0","6","2240"
"BZN|PT","02.01.2022 01:00 - 02.01.2022 02:00 (CET/CEST)","0","1409","522","32","0","4","1944"
"BZN|PT","02.01.2022 02:00 - 02.01.2022 03:00 (CET/CEST)","0","1457","334","42","0","3","1653"
"BZN|PT","02.01.2022 03:00 - 02.01.2022 04:00 (CET/CEST)","0","1327","115","34","0","3","1479"
"BZN|PT","02.01.2022 04:00 - 02.01.2022 05:00 (CET/CEST)","0","1408","106","38","0","2","1288"
"BZN|PT","02.01.2022 05:00 - 02.01.2022 06:00 (CET/CEST)","0","1163","107","38","0","2","1035"
"BZN|PT","02.01.2022 06:00 - 02.01.2022 07:00 (CET/CEST)","0","821","105","43","0","1","675"
"BZN|PT","02.01.2022 07:00 - 02.01.2022 08:00 (CET/CEST)","0","591","218","34","0","2","511"
"BZN|PT","02.01.2022 08:00 - 02.01.2022 09:00 (CET/CEST)","43","435","308","62","1","2","380"
"BZN|PT","02.01.2022 09:00 - 02.01.2022 10:00 (CET/CEST)","1","113","215","54","65","2","294"
"BZN|PT","02.01.2022 10:00 - 02.01.2022 11:00 (CET/CEST)","0","287","213","50","295","5","258"
"BZN|PT","02.01.2022 11:00 - 02.01.2022 12:00 (CET/CEST)","0","414","166","122","484","8","246"
"BZN|PT","02.01.2022 12:00 - 02.01.2022 13:00 (CET/CEST)","0","408","149","115","566","9","131"
"BZN|PT","02.01.2022 13:00 - 02.01.2022 14:00 (CET/CEST)","0","355","158","125","635","9","108"
"BZN|PT","02.01.2022 14:00 - 02.01.2022 15:00 (CET/CEST)","0","109","145","59","650","7","99"
"BZN|PT","02.01.2022 15:00 - 02.01.2022 16:00 (CET/CEST)","0","437","153","24","565","5","93"
"BZN|PT","02.01.2022 16:00 - 02.01.2022 17:00 (CET/CEST)","0","76","212","22","390","4","72"
"BZN|PT","02.01.2022 17:00 - 02.01.2022 18:00 (CET/CEST)","47","4","532","154","125","3","89"
"BZN|PT","02.01.2022 18:00 - 02.01.2022 19:00 (CET/CEST)","1699","0","919","431","6","2","112"
"BZN|PT","02.01.2022 19:00 - 02.01.2022 20:00 (CET/CEST)","1739","0","1502","435","0","1","109"
"BZN|PT","02.01.2022 20:00 - 02.01.2022 21:00 (CET/CEST)","1800","0","1701","510","0","2","105"
"BZN|PT","02.01.2022 21:00 - 02.01.2022 22:00 (CET/CEST)","1705","0","1659","700","0","1","78"
"BZN|PT","02.01.2022 22:00 - 02.01.2022 23:00 (CET/CEST)","1154","1","1245","401","0","1","94"
"BZN|PT","02.01.2022 23:00 - 03.01.2022 00:00 (CET/CEST)","399","3","759","152","0","2","148"
"BZN|PT","03.01.2022 00:00 - 03.01.2022 01:00 (CET/CEST)","1664","1","489","231","0","3","219"
"BZN|PT","03.01.2022 01:00 - 03.01.2022 02:00 (CET/CEST)","459","3","505","221","0","3","263"
"BZN|PT","03.01.2022 02:00 - 03.01.2022 03:00 (CET/CEST)","50","5","252","40","0","4","341"
"BZN|PT","03.01.2022 03:00 - 03.01.2022 04:00 (CET/CEST)","0","7","104","20","0","6","416"
"BZN|PT","03.01.2022 04:00 - 03.01.2022 05:00 (CET/CEST)","0","7","108","20","0","9","563"
"BZN|PT","03.01.2022 05:00 - 03.01.2022 06:00 (CET/CEST)","0","7","111","20","0","11","713"
"BZN|PT","03.01.2022 06:00 - 03.01.2022 07:00 (CET/CEST)","15","7","150","20","0","14","811"
"BZN|PT","03.01.2022 07:00 - 03.01.2022 08:00 (CET/CEST)","806","2","361","89","0","21","874"
"BZN|PT","03.01.2022 08:00 - 03.01.2022 09:00 (CET/CEST)","1368","1","973","341","1","21","1036"
"BZN|PT","03.01.2022 09:00 - 03.01.2022 10:00 (CET/CEST)","1288","1","961","298","86","23","1214"
"BZN|PT","03.01.2022 10:00 - 03.01.2022 11:00 (CET/CEST)","890","2","458","177","310","22","1235"
"BZN|PT","03.01.2022 11:00 - 03.01.2022 12:00 (CET/CEST)","153","5","155","84","514","25","1296"
"BZN|PT","03.01.2022 12:00 - 03.01.2022 13:00 (CET/CEST)","0","5","149","20","627","25","1337"
"BZN|PT","03.01.2022 13:00 - 03.01.2022 14:00 (CET/CEST)","0","47","142","20","675","24","1419"
"BZN|PT","03.01.2022 14:00 - 03.01.2022 15:00 (CET/CEST)","0","323","137","20","673","15","1515"
"BZN|PT","03.01.2022 15:00 - 03.01.2022 16:00 (CET/CEST)","0","820","148","20","582","18","1616"
"BZN|PT","03.01.2022 16:00 - 03.01.2022 17:00 (CET/CEST)","0","110","153","55","407","16","1771"
"BZN|PT","03.01.2022 17:00 - 03.01.2022 18:00 (CET/CEST)","227","5","724","161","134","19","1981"
"BZN|PT","03.01.2022 18:00 - 03.01.2022 19:00 (CET/CEST)","1492","1","1332","417","4","24","2347"
"BZN|PT","03.01.2022 19:00 - 03.01.2022 20:00 (CET/CEST)","1537","1","1408","458","0","22","2581"
"BZN|PT","03.01.2022 20:00 - 03.01.2022 21:00 (CET/CEST)","607","2","840","160","0","25","2747"
"BZN|PT","03.01.2022 21:00 - 03.01.2022 22:00 (CET/CEST)","82","3","543","108","0","23","2851"
"BZN|PT","03.01.2022 22:00 - 03.01.2022 23:00 (CET/CEST)","276","4","474","290","0","25","2931"
"BZN|PT","03.01.2022 23:00 - 04.01.2022 00:00 (CET/CEST)","6","40","120","21","0","25","3008"
"BZN|PT","04.01.2022 00:00 - 04.01.2022 01:00 (CET/CEST)","0","773","152","45","0","25","3082"
"BZN|PT","04.01.2022 01:00 - 04.01.2022 02:00 (CET/CEST)","0","426","159","58","0","25","3349"
"BZN|PT","04.01.2022 02:00 - 04.01.2022 03:00 (CET/CEST)","0","1228","142","33","0","25","3712"
"BZN|PT","04.01.2022 03:00 - 04.01.2022 04:00 (CET/CEST)","0","2000","90","20","0","25","3952"
"BZN|PT","04.01.2022 04:00 - 04.01.2022 05:00 (CET/CEST)","0","1995","89","20","0","25","4023"
"BZN|PT","04.01.2022 05:00 - 04.01.2022 06:00 (CET/CEST)","0","1012","143","99","0","25","4052"
"BZN|PT","04.01.2022 06:00 - 04.01.2022 07:00 (CET/CEST)","17","310","150","94","0","12","4046"
"BZN|PT","04.01.2022 07:00 - 04.01.2022 08:00 (CET/CEST)","941","6","273","586","0","20","4014"
"BZN|PT","04.01.2022 08:00 - 04.01.2022 09:00 (CET/CEST)","1254","1","547","688","0","25","4264"
"BZN|PT","04.01.2022 09:00 - 04.01.2022 10:00 (CET/CEST)","1499","1","651","631","52","25","4302"
"BZN|PT","04.01.2022 10:00 - 04.01.2022 11:00 (CET/CEST)","1830","1","682","797","103","24","3699"
"BZN|PT","04.01.2022 11:00 - 04.01.2022 12:00 (CET/CEST)","1885","1","885","944","124","15","3017"
"BZN|PT","04.01.2022 12:00 - 04.01.2022 13:00 (CET/CEST)","1307","1","386","620","151","5","3668"
"BZN|PT","04.01.2022 13:00 - 04.01.2022 14:00 (CET/CEST)","1279","1","353","493","262","4","3823"
"BZN|PT","04.01.2022 14:00 - 04.01.2022 15:00 (CET/CEST)","1346","1","273","448","355","2","3903"
"BZN|PT","04.01.2022 15:00 - 04.01.2022 16:00 (CET/CEST)","1194","1","234","458","397","8","4065"
"BZN|PT","04.01.2022 16:00 - 04.01.2022 17:00 (CET/CEST)","1264","1","256","496","296","16","3998"
"BZN|PT","04.01.2022 17:00 - 04.01.2022 18:00 (CET/CEST)","1501","1","340","700","101","17","3870"
"BZN|PT","04.01.2022 18:00 - 04.01.2022 19:00 (CET/CEST)","1894","25","953","1039","3","24","3891"
"BZN|PT","04.01.2022 19:00 - 04.01.2022 20:00 (CET/CEST)","1723","1","792","1094","0","20","3535"
"BZN|PT","04.01.2022 20:00 - 04.01.2022 21:00 (CET/CEST)","1286","1","378","556","0","15","3072"
"BZN|PT","04.01.2022 21:00 - 04.01.2022 22:00 (CET/CEST)","863","2","238","471","0","19","2886"
"BZN|PT","04.01.2022 22:00 - 04.01.2022 23:00 (CET/CEST)","236","13","159","224","0","17","3080"
"BZN|PT","04.01.2022 23:00 - 05.01.2022 00:00 (CET/CEST)","153","625","114","164","0","18","3154"
"BZN|PT","05.01.2022 00:00 - 05.01.2022 01:00 (CET/CEST)","65","686","111","221","0","15","2763"
"BZN|PT","05.01.2022 01:00 - 05.01.2022 02:00 (CET/CEST)","0","1417","120","99","0","9","2663"
"BZN|PT","05.01.2022 02:00 - 05.01.2022 03:00 (CET/CEST)","0","1490","121","102","0","6","2575"
"BZN|PT","05.01.2022 03:00 - 05.01.2022 04:00 (CET/CEST)","0","1613","116","84","0","5","2311"
"BZN|PT","05.01.2022 04:00 - 05.01.2022 05:00 (CET/CEST)","0","1642","111","89","0","3","2372"
"BZN|PT","05.01.2022 05:00 - 05.01.2022 06:00 (CET/CEST)","5","1717","165","151","0","1","2331"
"BZN|PT","05.01.2022 06:00 - 05.01.2022 07:00 (CET/CEST)","436","37","107","227","0","4","1989"
"BZN|PT","05.01.2022 07:00 - 05.01.2022 08:00 (CET/CEST)","1615","5","225","642","0","6","1750"
"BZN|PT","05.01.2022 08:00 - 05.01.2022 09:00 (CET/CEST)","1695","1","472","759","0","2","1900"
"BZN|PT","05.01.2022 09:00 - 05.01.2022 10:00 (CET/CEST)","1602","1","736","723","88","6","2065"
"BZN|PT","05.01.2022 10:00 - 05.01.2022 11:00 (CET/CEST)","1389","2","660","760","337","15","2284"
"BZN|PT","05.01.2022 11:00 - 05.01.2022 12:00 (CET/CEST)","231","5","444","500","480","20","2801"
"BZN|PT","05.01.2022 12:00 - 05.01.2022 13:00 (CET/CEST)","258","5","265","597","481","25","3243"
"BZN|PT","05.01.2022 13:00 - 05.01.2022 14:00 (CET/CEST)","108","5","208","300","442","21","3736"
"BZN|PT","05.01.2022 14:00 - 05.01.2022 15:00 (CET/CEST)","23","5","202","208","382","23","3976"
"BZN|PT","05.01.2022 15:00 - 05.01.2022 16:00 (CET/CEST)","178","5","205","525","346","25","4025"
"BZN|PT","05.01.2022 16:00 - 05.01.2022 17:00 (CET/CEST)","861","4","342","692","216","25","4092"
"BZN|PT","05.01.2022 17:00 - 05.01.2022 18:00 (CET/CEST)","1457","1","766","924","76","25","4090"
"BZN|PT","05.01.2022 18:00 - 05.01.2022 19:00 (CET/CEST)","1676","1","1141","1083","2","25","4080"
"BZN|PT","05.01.2022 19:00 - 05.01.2022 20:00 (CET/CEST)","1901","1","1331","999","0","25","3792"
"BZN|PT","05.01.2022 20:00 - 05.01.2022 21:00 (CET/CEST)","1998","1","1324","1096","0","21","3396"
"BZN|PT","05.01.2022 21:00 - 05.01.2022 22:00 (CET/CEST)","1785","1","1098","672","0","8","3163"
"BZN|PT","05.01.2022 22:00 - 05.01.2022 23:00 (CET/CEST)","1306","2","705","533","0","5","2767"
"BZN|PT","05.01.2022 23:00 - 06.01.2022 00:00 (CET/CEST)","312","101","255","174","0","1","2590"
"BZN|PT","06.01.2022 00:00 - 06.01.2022 01:00 (CET/CEST)","69","85","199","157","0","0","2431"
"BZN|PT","06.01.2022 01:00 - 06.01.2022 02:00 (CET/CEST)","4","170","153","157","0","0","2243"
"BZN|PT","06.01.2022 02:00 - 06.01.2022 03:00 (CET/CEST)","0","252","156","107","0","0","2082"
"BZN|PT","06.01.2022 03:00 - 06.01.2022 04:00 (CET/CEST)","0","253","139","193","0","0","1747"
"BZN|PT","06.01.2022 04:00 - 06.01.2022 05:00 (CET/CEST)","3","254","133","108","0","0","1567"
"BZN|PT","06.01.2022 05:00 - 06.01.2022 06:00 (CET/CEST)","55","142","140","329","0","0","1424"
"BZN|PT","06.01.2022 06:00 - 06.01.2022 07:00 (CET/CEST)","55","13","139","481","0","0","1198"
"BZN|PT","06.01.2022 07:00 - 06.01.2022 08:00 (CET/CEST)","209","12","314","708","0","0","1000"
"BZN|PT","06.01.2022 08:00 - 06.01.2022 09:00 (CET/CEST)","315","12","380","707","1","0","1178"
"BZN|PT","06.01.2022 09:00 - 06.01.2022 10:00 (CET/CEST)","743","11","523","809","118","0","1211"
"BZN|PT","06.01.2022 10:00 - 06.01.2022 11:00 (CET/CEST)","619","6","546","942","438","0","993"
"BZN|PT","06.01.2022 11:00 - 06.01.2022 12:00 (CET/CEST)","570","3","347","819","674","0","831"
"BZN|PT","06.01.2022 12:00 - 06.01.2022 13:00 (CET/CEST)","471","3","317","719","767","0","761"
"BZN|PT","06.01.2022 13:00 - 06.01.2022 14:00 (CET/CEST)","308","3","230","689","770","0","870"
"BZN|PT","06.01.2022 14:00 - 06.01.2022 15:00 (CET/CEST)","1","3","203","407","725","0","991"
"BZN|PT","06.01.2022 15:00 - 06.01.2022 16:00 (CET/CEST)","51","3","201","410","617","0","1050"
"BZN|PT","06.01.2022 16:00 - 06.01.2022 17:00 (CET/CEST)","33","51","208","239","462","0","1081"
"BZN|PT","06.01.2022 17:00 - 06.01.2022 18:00 (CET/CEST)","873","2","643","944","183","0","1176"
"BZN|PT","06.01.2022 18:00 - 06.01.2022 19:00 (CET/CEST)","1279","1","1172","966","8","0","1465"
"BZN|PT","06.01.2022 19:00 - 06.01.2022 20:00 (CET/CEST)","1175","2","1137","861","0","0","1730"
"BZN|PT","06.01.2022 20:00 - 06.01.2022 21:00 (CET/CEST)","1717","1","1230","1050","0","0","1874"
"BZN|PT","06.01.2022 21:00 - 06.01.2022 22:00 (CET/CEST)","1275","1","909","919","0","0","1971"
"BZN|PT","06.01.2022 22:00 - 06.01.2022 23:00 (CET/CEST)","938","2","637","685","0","0","1972"
"BZN|PT","06.01.2022 23:00 - 07.01.2022 00:00 (CET/CEST)","600","4","557","703","0","2","2048"
"BZN|PT","07.01.2022 00:00 - 07.01.2022 01:00 (CET/CEST)","25","146","105","160","0","19","2186"
"BZN|PT","07.01.2022 01:00 - 07.01.2022 02:00 (CET/CEST)","0","588","114","105","0","24","2399"
"BZN|PT","07.01.2022 02:00 - 07.01.2022 03:00 (CET/CEST)","0","282","105","136","0","20","2508"
"BZN|PT","07.01.2022 03:00 - 07.01.2022 04:00 (CET/CEST)","0","1219","111","85","0","18","2479"
"BZN|PT","07.01.2022 04:00 - 07.01.2022 05:00 (CET/CEST)","0","1569","105","85","0","25","2373"
"BZN|PT","07.01.2022 05:00 - 07.01.2022 06:00 (CET/CEST)","0","657","101","85","0","25","2497"
"BZN|PT","07.01.2022 06:00 - 07.01.2022 07:00 (CET/CEST)","0","333","113","174","0","22","2694"
"BZN|PT","07.01.2022 07:00 - 07.01.2022 08:00 (CET/CEST)","3","16","204","293","0","21","2849"
"BZN|PT","07.01.2022 08:00 - 07.01.2022 09:00 (CET/CEST)","780","14","447","648","1","18","2733"
"BZN|PT","07.01.2022 09:00 - 07.01.2022 10:00 (CET/CEST)","965","5","738","801","107","19","2667"
"BZN|PT","07.01.2022 10:00 - 07.01.2022 11:00 (CET/CEST)","320","3","479","593","433","23","2547"
"BZN|PT","07.01.2022 11:00 - 07.01.2022 12:00 (CET/CEST)","135","6","250","477","695","14","2439"
"BZN|PT","07.01.2022 12:00 - 07.01.2022 13:00 (CET/CEST)","0","177","208","178","816","10","2171"
"BZN|PT","07.01.2022 13:00 - 07.01.2022 14:00 (CET/CEST)","0","31","191","177","857","10","1646"
"BZN|PT","07.01.2022 14:00 - 07.01.2022 15:00 (CET/CEST)","0","3","149","189","828","14","1264"
"BZN|PT","07.01.2022 15:00 - 07.01.2022 16:00 (CET/CEST)","0","23","149","175","751","22","1004"
"BZN|PT","07.01.2022 16:00 - 07.01.2022 17:00 (CET/CEST)","0","318","180","201","562","18","943"
"BZN|PT","07.01.2022 17:00 - 07.01.2022 18:00 (CET/CEST)","710","3","636","685","227","18","919"
"BZN|PT","07.01.2022 18:00 - 07.01.2022 19:00 (CET/CEST)","1205","2","1282","869","10","16","1190"
"BZN|PT","07.01.2022 19:00 - 07.01.2022 20:00 (CET/CEST)","1160","2","1333","956","0","17","1277"
"BZN|PT","07.01.2022 20:00 - 07.01.2022 21:00 (CET/CEST)","1068","1","1229","877","0","13","1220"
"BZN|PT","07.01.2022 21:00 - 07.01.2022 22:00 (CET/CEST)","553","2","1053","829","0","15","1076"
"BZN|PT","07.01.2022 22:00 - 07.01.2022 23:00 (CET/CEST)","827","2","956","886","0","9","863"
"BZN|PT","07.01.2022 23:00 - 08.01.2022 00:00 (CET/CEST)","18","3","364","444","0","3","662"
"BZN|PT","08.01.2022 00:00 - 08.01.2022 01:00 (CET/CEST)","812","2","370","879","0","3","586"
"BZN|PT","08.01.2022 01:00 - 08.01.2022 02:00 (CET/CEST)","389","2","288","681","0","2","474"
"BZN|PT","08.01.2022 02:00 - 08.01.2022 03:00 (CET/CEST)","95","6","153","195","0","2","362"
"BZN|PT","08.01.2022 03:00 - 08.01.2022 04:00 (CET/CEST)","119","7","113","102","0","0","289"
"BZN|PT","08.01.2022 04:00 - 08.01.2022 05:00 (CET/CEST)","0","7","110","87","0","0","274"
"BZN|PT","08.01.2022 05:00 - 08.01.2022 06:00 (CET/CEST)","0","7","101","84","0","0","328"
"BZN|PT","08.01.2022 06:00 - 08.01.2022 07:00 (CET/CEST)","0","7","100","102","0","0","431"
"BZN|PT","08.01.2022 07:00 - 08.01.2022 08:00 (CET/CEST)","14","7","116","174","0","0","531"
"BZN|PT","08.01.2022 08:00 - 08.01.2022 09:00 (CET/CEST)","518","6","427","683","1","0","663"
"BZN|PT","08.01.2022 09:00 - 08.01.2022 10:00 (CET/CEST)","603","6","882","723","135","0","732"
"BZN|PT","08.01.2022 10:00 - 08.01.2022 11:00 (CET/CEST)","323","6","824","838","471","0","822"
"BZN|PT","08.01.2022 11:00 - 08.01.2022 12:00 (CET/CEST)","112","7","594","231","720","1","822"
"BZN|PT","08.01.2022 12:00 - 08.01.2022 13:00 (CET/CEST)","0","41","303","180","817","0","719"
"BZN|PT","08.01.2022 13:00 - 08.01.2022 14:00 (CET/CEST)","97","20","279","168","809","1","843"
"BZN|PT","08.01.2022 14:00 - 08.01.2022 15:00 (CET/CEST)","40","718","206","86","779","0","1182"
"BZN|PT","08.01.2022 15:00 - 08.01.2022 16:00 (CET/CEST)","0","1100","130","86","669","1","1824"
"BZN|PT","08.01.2022 16:00 - 08.01.2022 17:00 (CET/CEST)","0","1007","141","99","457","3","2276"
"BZN|PT","08.01.2022 17:00 - 08.01.2022 18:00 (CET/CEST)","8","68","246","193","190","3","2510"
"BZN|PT","08.01.2022 18:00 - 08.01.2022 19:00 (CET/CEST)","135","10","347","232","13","5","2879"
"BZN|PT","08.01.2022 19:00 - 08.01.2022 20:00 (CET/CEST)","127","10","763","683","0","4","3015"
"BZN|PT","08.01.2022 20:00 - 08.01.2022 21:00 (CET/CEST)","303","10","967","743","0","4","2921"
"BZN|PT","08.01.2022 21:00 - 08.01.2022 22:00 (CET/CEST)","592","10","1169","720","0","5","2815"
"BZN|PT","08.01.2022 22:00 - 08.01.2022 23:00 (CET/CEST)","109","38","635","482","0","3","2753"
"BZN|PT","08.01.2022 23:00 - 09.01.2022 00:00 (CET/CEST)","4","735","260","340","0","2","2759"
"BZN|PT","09.01.2022 00:00 - 09.01.2022 01:00 (CET/CEST)","0","992","198","180","0","7","2731"
"BZN|PT","09.01.2022 01:00 - 09.01.2022 02:00 (CET/CEST)","0","1363","174","34","0","9","2760"
"BZN|PT","09.01.2022 02:00 - 09.01.2022 03:00 (CET/CEST)","0","1735","170","33","0","7","2839"
"BZN|PT","09.01.2022 03:00 - 09.01.2022 04:00 (CET/CEST)","0","1431","138","37","0","9","2847"
"BZN|PT","09.01.2022 04:00 - 09.01.2022 05:00 (CET/CEST)","0","1731","179","35","0","7","2994"
"BZN|PT","09.01.2022 05:00 - 09.01.2022 06:00 (CET/CEST)","0","1592","145","44","0","8","2987"
"BZN|PT","09.01.2022 06:00 - 09.01.2022 07:00 (CET/CEST)","0","1699","176","38","0","8","3012"
"BZN|PT","09.01.2022 07:00 - 09.01.2022 08:00 (CET/CEST)","0","1401","178","40","0","10","2881"
"BZN|PT","09.01.2022 08:00 - 09.01.2022 09:00 (CET/CEST)","5","1359","185","46","1","11","2836"
"BZN|PT","09.01.2022 09:00 - 09.01.2022 10:00 (CET/CEST)","94","867","306","43","69","11","2847"
"BZN|PT","09.01.2022 10:00 - 09.01.2022 11:00 (CET/CEST)","110","942","327","114","241","10","2780"
"BZN|PT","09.01.2022 11:00 - 09.01.2022 12:00 (CET/CEST)","122","1078","175","50","404","9","2705"
"BZN|PT","09.01.2022 12:00 - 09.01.2022 13:00 (CET/CEST)","9","1100","172","106","417","10","2705"
"BZN|PT","09.01.2022 13:00 - 09.01.2022 14:00 (CET/CEST)","0","837","209","109","458","9","2741"
"BZN|PT","09.01.2022 14:00 - 09.01.2022 15:00 (CET/CEST)","0","773","298","94","416","9","2796"
"BZN|PT","09.01.2022 15:00 - 09.01.2022 16:00 (CET/CEST)","0","1055","167","167","325","7","2824"
"BZN|PT","09.01.2022 16:00 - 09.01.2022 17:00 (CET/CEST)","16","854","191","173","202","10","2793"
"BZN|PT","09.01.2022 17:00 - 09.01.2022 18:00 (CET/CEST)","126","367","382","325","79","12","2736"
"BZN|PT","09.01.2022 18:00 - 09.01.2022 19:00 (CET/CEST)","532","72","377","122","5","11","2657"
"BZN|PT","09.01.2022 19:00 - 09.01.2022 20:00 (CET/CEST)","1111","1","752","597","0","7","2530"
"BZN|PT","09.01.2022 20:00 - 09.01.2022 21:00 (CET/CEST)","1239","1","898","623","0","7","2481"
"BZN|PT","09.01.2022 21:00 - 09.01.2022 22:00 (CET/CEST)","1182","1","785","569","0","7","2468"
"BZN|PT","09.01.2022 22:00 - 09.01.2022 23:00 (CET/CEST)","1262","1","447","472","0","5","2453"
"BZN|PT","09.01.2022 23:00 - 10.01.2022 00:00 (CET/CEST)","468","218","175","54","0","3","2490"
"BZN|PT","10.01.2022 00:00 - 10.01.2022 01:00 (CET/CEST)","69","492","142","94","0","3","2449"
"BZN|PT","10.01.2022 01:00 - 10.01.2022 02:00 (CET/CEST)","0","878","131","19","0","2","2266"
"BZN|PT","10.01.2022 02:00 - 10.01.2022 03:00 (CET/CEST)","0","970","127","20","0","2","2066"
"BZN|PT","10.01.2022 03:00 - 10.01.2022 04:00 (CET/CEST)","0","1184","122","20","0","3","1916"
"BZN|PT","10.01.2022 04:00 - 10.01.2022 05:00 (CET/CEST)","0","1286","110","37","0","4","2000"
"BZN|PT","10.01.2022 05:00 - 10.01.2022 06:00 (CET/CEST)","0","1428","106","23","0","5","2035"
"BZN|PT","10.01.2022 06:00 - 10.01.2022 07:00 (CET/CEST)","0","1218","118","157","0","4","1972"
"BZN|PT","10.01.2022 07:00 - 10.01.2022 08:00 (CET/CEST)","16","127","126","191","0","6","1868"
"BZN|PT","10.01.2022 08:00 - 10.01.2022 09:00 (CET/CEST)","672","9","497","370","0","7","1771"
"BZN|PT","10.01.2022 09:00 - 10.01.2022 10:00 (CET/CEST)","625","3","676","529","24","4","1656"
"BZN|PT","10.01.2022 10:00 - 10.01.2022 11:00 (CET/CEST)","524","7","745","598","116","2","1356"
"BZN|PT","10.01.2022 11:00 - 10.01.2022 12:00 (CET/CEST)","399","3","424","326","233","2","1044"
"BZN|PT","10.01.2022 12:00 - 10.01.2022 13:00 (CET/CEST)","401","3","290","324","321","2","757"
"BZN|PT","10.01.2022 13:00 - 10.01.2022 14:00 (CET/CEST)","460","2","316","324","393","1","632"
"BZN|PT","10.01.2022 14:00 - 10.01.2022 15:00 (CET/CEST)","189","3","329","321","427","1","479"
"BZN|PT","10.01.2022 15:00 - 10.01.2022 16:00 (CET/CEST)","189","3","250","123","364","3","520"
"BZN|PT","10.01.2022 16:00 - 10.01.2022 17:00 (CET/CEST)","260","3","447","425","271","4","623"
"BZN|PT","10.01.2022 17:00 - 10.01.2022 18:00 (CET/CEST)","1410","1","812","456","104","4","762"
"BZN|PT","10.01.2022 18:00 - 10.01.2022 19:00 (CET/CEST)","2044","1","1197","553","4","6","910"
"BZN|PT","10.01.2022 19:00 - 10.01.2022 20:00 (CET/CEST)","1975","1","1399","720","0","7","943"
"BZN|PT","10.01.2022 20:00 - 10.01.2022 21:00 (CET/CEST)","1803","0","1397","509","0","9","1023"
"BZN|PT","10.01.2022 21:00 - 10.01.2022 22:00 (CET/CEST)","1168","3","1043","757","0","10","1155"
