"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PT","02.01.2021 04:00 - 02.01.2021 05:00 (CET/CEST)","0","1157","422","187","0","0","1681"
"BZN|PT","02.01.2021 05:00 - 02.01.2021 06:00 (CET/CEST)","0","680","307","210","0","0","1746"
"BZN|PT","02.01.2021 06:00 - 02.01.2021 07:00 (CET/CEST)","0","562","387","244","0","0","1705"
"BZN|PT","02.01.2021 07:00 - 02.01.2021 08:00 (CET/CEST)","0","609","358","263","0","0","1627"
"BZN|PT","02.01.2021 08:00 - 02.01.2021 09:00 (CET/CEST)","0","98","637","288","1","0","1511"
"BZN|PT","02.01.2021 09:00 - 02.01.2021 10:00 (CET/CEST)","0","180","992","312","82","0","1371"
"BZN|PT","02.01.2021 10:00 - 02.01.2021 11:00 (CET/CEST)","0","97","1042","303","287","0","1194"
"BZN|PT","02.01.2021 11:00 - 02.01.2021 12:00 (CET/CEST)","0","53","1021","309","457","0","914"
"BZN|PT","02.01.2021 12:00 - 02.01.2021 13:00 (CET/CEST)","0","4","912","169","529","0","744"
"BZN|PT","02.01.2021 13:00 - 02.01.2021 14:00 (CET/CEST)","0","3","1055","280","515","0","600"
"BZN|PT","02.01.2021 14:00 - 02.01.2021 15:00 (CET/CEST)","184","3","1055","294","506","0","557"
"BZN|PT","02.01.2021 15:00 - 02.01.2021 16:00 (CET/CEST)","8","4","957","286","447","0","630"
"BZN|PT","02.01.2021 16:00 - 02.01.2021 17:00 (CET/CEST)","0","3","1069","303","333","0","678"
"BZN|PT","02.01.2021 17:00 - 02.01.2021 18:00 (CET/CEST)","49","3","1090","380","139","0","698"
"BZN|PT","02.01.2021 18:00 - 02.01.2021 19:00 (CET/CEST)","1067","2","1432","497","4","0","731"
"BZN|PT","02.01.2021 19:00 - 02.01.2021 20:00 (CET/CEST)","1401","1","1677","538","0","0","999"
"BZN|PT","02.01.2021 20:00 - 02.01.2021 21:00 (CET/CEST)","1171","1","1609","532","0","0","1150"
"BZN|PT","02.01.2021 21:00 - 02.01.2021 22:00 (CET/CEST)","718","1","1559","407","0","0","1213"
"BZN|PT","02.01.2021 22:00 - 02.01.2021 23:00 (CET/CEST)","148","3","1445","360","0","0","1367"
"BZN|PT","02.01.2021 23:00 - 03.01.2021 00:00 (CET/CEST)","22","4","1374","359","0","0","1438"
"BZN|PT","03.01.2021 00:00 - 03.01.2021 01:00 (CET/CEST)","0","238","997","366","0","0","1463"
"BZN|PT","03.01.2021 01:00 - 03.01.2021 02:00 (CET/CEST)","0","492","669","337","0","0","1426"
"BZN|PT","03.01.2021 02:00 - 03.01.2021 03:00 (CET/CEST)","0","704","424","280","0","0","1463"
"BZN|PT","03.01.2021 03:00 - 03.01.2021 04:00 (CET/CEST)","0","837","428","321","0","0","1339"
"BZN|PT","03.01.2021 04:00 - 03.01.2021 05:00 (CET/CEST)","0","745","336","295","0","0","1201"
"BZN|PT","03.01.2021 05:00 - 03.01.2021 06:00 (CET/CEST)","0","787","326","288","0","0","1211"
"BZN|PT","03.01.2021 06:00 - 03.01.2021 07:00 (CET/CEST)","0","774","354","318","0","0","1119"
"BZN|PT","03.01.2021 07:00 - 03.01.2021 08:00 (CET/CEST)","0","671","392","298","0","0","1124"
"BZN|PT","03.01.2021 08:00 - 03.01.2021 09:00 (CET/CEST)","0","742","411","286","0","0","1160"
"BZN|PT","03.01.2021 09:00 - 03.01.2021 10:00 (CET/CEST)","4","101","755","316","70","0","1154"
"BZN|PT","03.01.2021 10:00 - 03.01.2021 11:00 (CET/CEST)","360","12","1063","388","266","0","1030"
"BZN|PT","03.01.2021 11:00 - 03.01.2021 12:00 (CET/CEST)","545","11","1173","382","424","0","912"
"BZN|PT","03.01.2021 12:00 - 03.01.2021 13:00 (CET/CEST)","32","11","1164","382","506","0","975"
"BZN|PT","03.01.2021 13:00 - 03.01.2021 14:00 (CET/CEST)","84","10","1246","330","547","0","1038"
"BZN|PT","03.01.2021 14:00 - 03.01.2021 15:00 (CET/CEST)","65","4","1111","278","515","0","1189"
"BZN|PT","03.01.2021 15:00 - 03.01.2021 16:00 (CET/CEST)","7","4","1130","283","430","0","1222"
"BZN|PT","03.01.2021 16:00 - 03.01.2021 17:00 (CET/CEST)","32","3","1213","315","304","0","1245"
"BZN|PT","03.01.2021 17:00 - 03.01.2021 18:00 (CET/CEST)","719","2","1264","447","119","0","1232"
"BZN|PT","03.01.2021 18:00 - 03.01.2021 19:00 (CET/CEST)","1290","3","1464","596","3","0","1197"
"BZN|PT","03.01.2021 19:00 - 03.01.2021 20:00 (CET/CEST)","1364","6","1698","703","0","0","1275"
"BZN|PT","03.01.2021 20:00 - 03.01.2021 21:00 (CET/CEST)","1030","6","1806","534","0","0","1194"
"BZN|PT","03.01.2021 21:00 - 03.01.2021 22:00 (CET/CEST)","1161","9","1714","478","0","0","1097"
"BZN|PT","03.01.2021 22:00 - 03.01.2021 23:00 (CET/CEST)","836","12","1567","439","0","0","1013"
"BZN|PT","03.01.2021 23:00 - 04.01.2021 00:00 (CET/CEST)","457","13","1613","439","0","0","834"
"BZN|PT","04.01.2021 00:00 - 04.01.2021 01:00 (CET/CEST)","152","5","1279","374","0","0","674"
"BZN|PT","04.01.2021 01:00 - 04.01.2021 02:00 (CET/CEST)","0","3","825","264","0","0","536"
"BZN|PT","04.01.2021 02:00 - 04.01.2021 03:00 (CET/CEST)","0","14","592","259","0","0","512"
"BZN|PT","04.01.2021 03:00 - 04.01.2021 04:00 (CET/CEST)","0","114","639","293","0","0","499"
"BZN|PT","04.01.2021 04:00 - 04.01.2021 05:00 (CET/CEST)","0","11","762","363","0","0","486"
"BZN|PT","04.01.2021 05:00 - 04.01.2021 06:00 (CET/CEST)","0","21","715","400","0","0","453"
"BZN|PT","04.01.2021 06:00 - 04.01.2021 07:00 (CET/CEST)","18","24","869","420","0","0","480"
"BZN|PT","04.01.2021 07:00 - 04.01.2021 08:00 (CET/CEST)","603","7","1218","785","0","0","478"
"BZN|PT","04.01.2021 08:00 - 04.01.2021 09:00 (CET/CEST)","1576","1","1621","959","1","0","453"
"BZN|PT","04.01.2021 09:00 - 04.01.2021 10:00 (CET/CEST)","2150","0","1995","1021","58","0","368"
"BZN|PT","04.01.2021 10:00 - 04.01.2021 11:00 (CET/CEST)","2091","0","2015","1099","189","0","221"
"BZN|PT","04.01.2021 11:00 - 04.01.2021 12:00 (CET/CEST)","1683","1","1784","1082","278","0","194"
"BZN|PT","04.01.2021 12:00 - 04.01.2021 13:00 (CET/CEST)","1642","1","1789","780","290","0","201"
"BZN|PT","04.01.2021 13:00 - 04.01.2021 14:00 (CET/CEST)","1564","1","1752","777","296","0","247"
"BZN|PT","04.01.2021 14:00 - 04.01.2021 15:00 (CET/CEST)","514","3","1574","741","272","0","331"
"BZN|PT","04.01.2021 15:00 - 04.01.2021 16:00 (CET/CEST)","655","2","1563","748","265","0","380"
"BZN|PT","04.01.2021 16:00 - 04.01.2021 17:00 (CET/CEST)","854","2","1594","743","196","0","380"
"BZN|PT","04.01.2021 17:00 - 04.01.2021 18:00 (CET/CEST)","1831","1","1840","1107","70","0","348"
"BZN|PT","04.01.2021 18:00 - 04.01.2021 19:00 (CET/CEST)","2199","0","2112","1158","2","0","293"
"BZN|PT","04.01.2021 19:00 - 04.01.2021 20:00 (CET/CEST)","2296","0","2144","1187","0","0","306"
"BZN|PT","04.01.2021 20:00 - 04.01.2021 21:00 (CET/CEST)","1980","1","2036","1194","0","0","328"
"BZN|PT","04.01.2021 21:00 - 04.01.2021 22:00 (CET/CEST)","1973","0","1997","982","0","0","350"
"BZN|PT","04.01.2021 22:00 - 04.01.2021 23:00 (CET/CEST)","1327","1","1675","579","0","0","350"
"BZN|PT","04.01.2021 23:00 - 05.01.2021 00:00 (CET/CEST)","844","2","1307","497","0","0","406"
"BZN|PT","05.01.2021 00:00 - 05.01.2021 01:00 (CET/CEST)","90","11","1249","392","0","0","397"
"BZN|PT","05.01.2021 01:00 - 05.01.2021 02:00 (CET/CEST)","23","223","1082","108","0","0","376"
"BZN|PT","05.01.2021 02:00 - 05.01.2021 03:00 (CET/CEST)","3","158","1059","135","0","0","329"
"BZN|PT","05.01.2021 03:00 - 05.01.2021 04:00 (CET/CEST)","0","235","1059","134","0","0","284"
"BZN|PT","05.01.2021 04:00 - 05.01.2021 05:00 (CET/CEST)","0","333","1056","131","0","0","280"
"BZN|PT","05.01.2021 05:00 - 05.01.2021 06:00 (CET/CEST)","0","351","1013","131","0","0","251"
"BZN|PT","05.01.2021 06:00 - 05.01.2021 07:00 (CET/CEST)","0","238","1097","140","0","0","290"
"BZN|PT","05.01.2021 07:00 - 05.01.2021 08:00 (CET/CEST)","385","5","1546","612","0","0","393"
"BZN|PT","05.01.2021 08:00 - 05.01.2021 09:00 (CET/CEST)","1099","2","1814","774","0","0","428"
"BZN|PT","05.01.2021 09:00 - 05.01.2021 10:00 (CET/CEST)","1540","1","2158","1145","52","0","469"
"BZN|PT","05.01.2021 10:00 - 05.01.2021 11:00 (CET/CEST)","1875","0","2145","1222","180","0","433"
"BZN|PT","05.01.2021 11:00 - 05.01.2021 12:00 (CET/CEST)","1380","1","2131","1117","280","0","311"
"BZN|PT","05.01.2021 12:00 - 05.01.2021 13:00 (CET/CEST)","797","2","1844","912","360","0","174"
"BZN|PT","05.01.2021 13:00 - 05.01.2021 14:00 (CET/CEST)","791","2","1880","920","399","0","104"
"BZN|PT","05.01.2021 14:00 - 05.01.2021 15:00 (CET/CEST)","786","2","1825","571","394","0","95"
"BZN|PT","05.01.2021 15:00 - 05.01.2021 16:00 (CET/CEST)","75","3","1755","555","362","0","105"
"BZN|PT","05.01.2021 16:00 - 05.01.2021 17:00 (CET/CEST)","798","2","1845","550","315","0","138"
"BZN|PT","05.01.2021 17:00 - 05.01.2021 18:00 (CET/CEST)","1291","1","1921","610","142","0","164"
"BZN|PT","05.01.2021 18:00 - 05.01.2021 19:00 (CET/CEST)","2073","0","2148","1198","5","0","186"
"BZN|PT","05.01.2021 19:00 - 05.01.2021 20:00 (CET/CEST)","2079","0","2228","1244","0","0","195"
"BZN|PT","05.01.2021 20:00 - 05.01.2021 21:00 (CET/CEST)","1932","1","2093","1220","0","0","206"
"BZN|PT","05.01.2021 21:00 - 05.01.2021 22:00 (CET/CEST)","2007","1","2207","1284","0","0","211"
"BZN|PT","05.01.2021 22:00 - 05.01.2021 23:00 (CET/CEST)","1433","1","1963","1295","0","0","232"
"BZN|PT","05.01.2021 23:00 - 06.01.2021 00:00 (CET/CEST)","1068","3","1679","780","0","0","238"
"BZN|PT","06.01.2021 00:00 - 06.01.2021 01:00 (CET/CEST)","622","3","1566","639","0","0","252"
"BZN|PT","06.01.2021 01:00 - 06.01.2021 02:00 (CET/CEST)","204","687","1154","153","0","0","285"
"BZN|PT","06.01.2021 02:00 - 06.01.2021 03:00 (CET/CEST)","200","1014","1130","353","0","0","363"
"BZN|PT","06.01.2021 03:00 - 06.01.2021 04:00 (CET/CEST)","93","973","1064","446","0","0","404"
"BZN|PT","06.01.2021 04:00 - 06.01.2021 05:00 (CET/CEST)","94","896","1061","412","0","0","356"
"BZN|PT","06.01.2021 05:00 - 06.01.2021 06:00 (CET/CEST)","64","896","995","411","0","0","340"
"BZN|PT","06.01.2021 06:00 - 06.01.2021 07:00 (CET/CEST)","65","1135","947","427","0","0","402"
"BZN|PT","06.01.2021 07:00 - 06.01.2021 08:00 (CET/CEST)","56","530","1077","453","0","0","571"
"BZN|PT","06.01.2021 08:00 - 06.01.2021 09:00 (CET/CEST)","332","21","1250","746","0","0","765"
"BZN|PT","06.01.2021 09:00 - 06.01.2021 10:00 (CET/CEST)","1281","2","1409","833","32","0","906"
"BZN|PT","06.01.2021 10:00 - 06.01.2021 11:00 (CET/CEST)","1457","2","1641","1002","186","0","970"
"BZN|PT","06.01.2021 11:00 - 06.01.2021 12:00 (CET/CEST)","1494","2","1685","1064","363","0","811"
"BZN|PT","06.01.2021 12:00 - 06.01.2021 13:00 (CET/CEST)","1395","1","1712","996","443","0","677"
"BZN|PT","06.01.2021 13:00 - 06.01.2021 14:00 (CET/CEST)","790","3","1587","953","365","0","610"
"BZN|PT","06.01.2021 14:00 - 06.01.2021 15:00 (CET/CEST)","645","3","1652","829","258","0","554"
"BZN|PT","06.01.2021 15:00 - 06.01.2021 16:00 (CET/CEST)","241","3","1551","827","165","0","600"
"BZN|PT","06.01.2021 16:00 - 06.01.2021 17:00 (CET/CEST)","587","3","1529","818","91","0","694"
"BZN|PT","06.01.2021 17:00 - 06.01.2021 18:00 (CET/CEST)","1139","2","1699","866","25","0","817"
"BZN|PT","06.01.2021 18:00 - 06.01.2021 19:00 (CET/CEST)","1768","1","1706","1056","1","0","1148"
"BZN|PT","06.01.2021 19:00 - 06.01.2021 20:00 (CET/CEST)","1846","1","1806","1064","0","0","1673"
"BZN|PT","06.01.2021 20:00 - 06.01.2021 21:00 (CET/CEST)","1420","1","1585","1064","0","0","2121"
"BZN|PT","06.01.2021 21:00 - 06.01.2021 22:00 (CET/CEST)","1211","1","1564","1053","0","0","2364"
"BZN|PT","06.01.2021 22:00 - 06.01.2021 23:00 (CET/CEST)","601","3","1533","758","0","0","2553"
"BZN|PT","06.01.2021 23:00 - 07.01.2021 00:00 (CET/CEST)","99","4","1278","395","0","0","2605"
"BZN|PT","07.01.2021 00:00 - 07.01.2021 01:00 (CET/CEST)","65","17","902","375","0","0","2501"
"BZN|PT","07.01.2021 01:00 - 07.01.2021 02:00 (CET/CEST)","65","442","829","393","0","0","2353"
"BZN|PT","07.01.2021 02:00 - 07.01.2021 03:00 (CET/CEST)","65","1602","814","319","0","0","2228"
"BZN|PT","07.01.2021 03:00 - 07.01.2021 04:00 (CET/CEST)","65","1686","891","294","0","0","2236"
"BZN|PT","07.01.2021 04:00 - 07.01.2021 05:00 (CET/CEST)","65","1952","936","293","0","0","2093"
"BZN|PT","07.01.2021 05:00 - 07.01.2021 06:00 (CET/CEST)","64","1312","915","293","0","0","1944"
"BZN|PT","07.01.2021 06:00 - 07.01.2021 07:00 (CET/CEST)","65","523","927","295","0","0","1936"
"BZN|PT","07.01.2021 07:00 - 07.01.2021 08:00 (CET/CEST)","87","30","1062","465","0","0","1927"
"BZN|PT","07.01.2021 08:00 - 07.01.2021 09:00 (CET/CEST)","719","17","1443","746","0","0","1854"
"BZN|PT","07.01.2021 09:00 - 07.01.2021 10:00 (CET/CEST)","1555","7","1631","990","18","0","1759"
"BZN|PT","07.01.2021 10:00 - 07.01.2021 11:00 (CET/CEST)","1978","1","1774","1166","98","0","1539"
"BZN|PT","07.01.2021 11:00 - 07.01.2021 12:00 (CET/CEST)","2079","1","1850","1156","226","0","1156"
"BZN|PT","07.01.2021 12:00 - 07.01.2021 13:00 (CET/CEST)","1890","1","1989","1087","345","0","915"
"BZN|PT","07.01.2021 13:00 - 07.01.2021 14:00 (CET/CEST)","1824","1","2078","1118","426","0","777"
"BZN|PT","07.01.2021 14:00 - 07.01.2021 15:00 (CET/CEST)","1763","1","2113","1114","391","0","673"
"BZN|PT","07.01.2021 15:00 - 07.01.2021 16:00 (CET/CEST)","1570","1","2052","954","317","0","704"
"BZN|PT","07.01.2021 16:00 - 07.01.2021 17:00 (CET/CEST)","1326","1","2056","916","178","0","764"
"BZN|PT","07.01.2021 17:00 - 07.01.2021 18:00 (CET/CEST)","1423","1","2083","917","48","0","895"
"BZN|PT","07.01.2021 18:00 - 07.01.2021 19:00 (CET/CEST)","1631","1","2046","975","2","0","1275"
"BZN|PT","07.01.2021 19:00 - 07.01.2021 20:00 (CET/CEST)","1643","0","2002","924","0","0","1896"
"BZN|PT","07.01.2021 20:00 - 07.01.2021 21:00 (CET/CEST)","1376","1","1936","924","0","0","2392"
"BZN|PT","07.01.2021 21:00 - 07.01.2021 22:00 (CET/CEST)","1183","2","1663","994","0","0","2653"
"BZN|PT","07.01.2021 22:00 - 07.01.2021 23:00 (CET/CEST)","1243","2","1387","814","0","0","2665"
"BZN|PT","07.01.2021 23:00 - 08.01.2021 00:00 (CET/CEST)","123","16","1011","394","0","0","2628"
"BZN|PT","08.01.2021 00:00 - 08.01.2021 01:00 (CET/CEST)","57","250","824","190","0","0","2551"
"BZN|PT","08.01.2021 01:00 - 08.01.2021 02:00 (CET/CEST)","64","967","589","126","0","0","2618"
"BZN|PT","08.01.2021 02:00 - 08.01.2021 03:00 (CET/CEST)","64","2080","465","105","0","0","2693"
"BZN|PT","08.01.2021 03:00 - 08.01.2021 04:00 (CET/CEST)","64","2281","376","105","0","0","2767"
"BZN|PT","08.01.2021 04:00 - 08.01.2021 05:00 (CET/CEST)","48","2503","278","104","0","0","2913"
"BZN|PT","08.01.2021 05:00 - 08.01.2021 06:00 (CET/CEST)","0","2477","432","104","0","0","2943"
"BZN|PT","08.01.2021 06:00 - 08.01.2021 07:00 (CET/CEST)","0","2353","494","104","0","0","3077"
"BZN|PT","08.01.2021 07:00 - 08.01.2021 08:00 (CET/CEST)","34","643","575","112","0","0","3138"
"BZN|PT","08.01.2021 08:00 - 08.01.2021 09:00 (CET/CEST)","124","140","934","286","0","0","3262"
"BZN|PT","08.01.2021 09:00 - 08.01.2021 10:00 (CET/CEST)","741","2","902","801","15","0","3317"
"BZN|PT","08.01.2021 10:00 - 08.01.2021 11:00 (CET/CEST)","1008","2","1097","1083","79","0","3211"
"BZN|PT","08.01.2021 11:00 - 08.01.2021 12:00 (CET/CEST)","1145","1","1406","1111","185","0","3089"
"BZN|PT","08.01.2021 12:00 - 08.01.2021 13:00 (CET/CEST)","1162","1","1384","1052","216","0","2947"
"BZN|PT","08.01.2021 13:00 - 08.01.2021 14:00 (CET/CEST)","1349","1","1385","997","219","0","2674"
"BZN|PT","08.01.2021 14:00 - 08.01.2021 15:00 (CET/CEST)","1544","1","1325","993","191","0","2635"
"BZN|PT","08.01.2021 15:00 - 08.01.2021 16:00 (CET/CEST)","809","2","1248","488","200","0","2695"
"BZN|PT","08.01.2021 16:00 - 08.01.2021 17:00 (CET/CEST)","609","2","1315","501","162","0","2816"
"BZN|PT","08.01.2021 17:00 - 08.01.2021 18:00 (CET/CEST)","906","1","1586","833","61","0","2963"
"BZN|PT","08.01.2021 18:00 - 08.01.2021 19:00 (CET/CEST)","1349","1","1589","969","2","0","3258"
"BZN|PT","08.01.2021 19:00 - 08.01.2021 20:00 (CET/CEST)","1404","1","1498","595","0","0","3603"
"BZN|PT","08.01.2021 20:00 - 08.01.2021 21:00 (CET/CEST)","1192","1","1492","563","0","0","3653"
"BZN|PT","08.01.2021 21:00 - 08.01.2021 22:00 (CET/CEST)","1286","1","1446","620","0","0","3620"
"BZN|PT","08.01.2021 22:00 - 08.01.2021 23:00 (CET/CEST)","376","9","1211","199","0","0","3599"
"BZN|PT","08.01.2021 23:00 - 09.01.2021 00:00 (CET/CEST)","1","444","1164","51","0","0","3505"
"BZN|PT","09.01.2021 00:00 - 09.01.2021 01:00 (CET/CEST)","0","1387","872","33","0","0","3463"
"BZN|PT","09.01.2021 01:00 - 09.01.2021 02:00 (CET/CEST)","0","1303","808","32","0","0","3368"
"BZN|PT","09.01.2021 02:00 - 09.01.2021 03:00 (CET/CEST)","0","1772","598","32","0","0","3402"
"BZN|PT","09.01.2021 03:00 - 09.01.2021 04:00 (CET/CEST)","0","1809","354","27","0","0","3502"
"BZN|PT","09.01.2021 04:00 - 09.01.2021 05:00 (CET/CEST)","0","1945","279","8","0","0","3583"
"BZN|PT","09.01.2021 05:00 - 09.01.2021 06:00 (CET/CEST)","0","1947","325","8","0","0","3528"
"BZN|PT","09.01.2021 06:00 - 09.01.2021 07:00 (CET/CEST)","0","2415","656","8","0","0","3522"
"BZN|PT","09.01.2021 07:00 - 09.01.2021 08:00 (CET/CEST)","0","1556","756","8","0","0","3582"
"BZN|PT","09.01.2021 08:00 - 09.01.2021 09:00 (CET/CEST)","0","1641","696","8","0","0","3610"
"BZN|PT","09.01.2021 09:00 - 09.01.2021 10:00 (CET/CEST)","0","1406","677","9","51","0","3523"
"BZN|PT","09.01.2021 10:00 - 09.01.2021 11:00 (CET/CEST)","0","648","1450","83","181","0","3327"
"BZN|PT","09.01.2021 11:00 - 09.01.2021 12:00 (CET/CEST)","0","636","1576","72","272","0","3160"
"BZN|PT","09.01.2021 12:00 - 09.01.2021 13:00 (CET/CEST)","0","1150","1426","8","305","0","3066"
"BZN|PT","09.01.2021 13:00 - 09.01.2021 14:00 (CET/CEST)","0","887","1478","8","262","0","3008"
"BZN|PT","09.01.2021 14:00 - 09.01.2021 15:00 (CET/CEST)","68","664","1541","127","246","0","2832"
"BZN|PT","09.01.2021 15:00 - 09.01.2021 16:00 (CET/CEST)","0","652","1443","10","193","0","2736"
"BZN|PT","09.01.2021 16:00 - 09.01.2021 17:00 (CET/CEST)","0","654","1419","8","102","0","2711"
"BZN|PT","09.01.2021 17:00 - 09.01.2021 18:00 (CET/CEST)","10","404","1209","13","40","0","2659"
"BZN|PT","09.01.2021 18:00 - 09.01.2021 19:00 (CET/CEST)","1062","1","1474","258","3","0","2693"
"BZN|PT","09.01.2021 19:00 - 09.01.2021 20:00 (CET/CEST)","1529","1","1585","460","0","0","2676"
"BZN|PT","09.01.2021 20:00 - 09.01.2021 21:00 (CET/CEST)","1899","0","1983","426","0","0","2594"
"BZN|PT","09.01.2021 21:00 - 09.01.2021 22:00 (CET/CEST)","1920","0","1884","404","0","0","2724"
"BZN|PT","09.01.2021 22:00 - 09.01.2021 23:00 (CET/CEST)","797","2","1661","255","0","0","2851"
"BZN|PT","09.01.2021 23:00 - 10.01.2021 00:00 (CET/CEST)","6","360","1321","16","0","0","2866"
"BZN|PT","10.01.2021 00:00 - 10.01.2021 01:00 (CET/CEST)","0","783","1023","8","0","0","2819"
"BZN|PT","10.01.2021 01:00 - 10.01.2021 02:00 (CET/CEST)","0","990","884","8","0","0","2684"
"BZN|PT","10.01.2021 02:00 - 10.01.2021 03:00 (CET/CEST)","0","1116","515","8","0","0","2589"
"BZN|PT","10.01.2021 03:00 - 10.01.2021 04:00 (CET/CEST)","0","1470","465","8","0","0","2528"
"BZN|PT","10.01.2021 04:00 - 10.01.2021 05:00 (CET/CEST)","0","1684","496","8","0","0","2479"
"BZN|PT","10.01.2021 05:00 - 10.01.2021 06:00 (CET/CEST)","0","1765","470","8","0","0","2496"
"BZN|PT","10.01.2021 06:00 - 10.01.2021 07:00 (CET/CEST)","0","1866","532","8","0","0","2520"
"BZN|PT","10.01.2021 07:00 - 10.01.2021 08:00 (CET/CEST)","0","1475","471","8","0","0","2494"
"BZN|PT","10.01.2021 08:00 - 10.01.2021 09:00 (CET/CEST)","0","1302","467","8","0","0","2445"
"BZN|PT","10.01.2021 09:00 - 10.01.2021 10:00 (CET/CEST)","0","1072","564","8","70","0","2331"
"BZN|PT","10.01.2021 10:00 - 10.01.2021 11:00 (CET/CEST)","64","800","966","136","258","0","1944"
"BZN|PT","10.01.2021 11:00 - 10.01.2021 12:00 (CET/CEST)","96","338","1146","237","413","0","1857"
"BZN|PT","10.01.2021 12:00 - 10.01.2021 13:00 (CET/CEST)","0","3","1363","167","445","0","1819"
"BZN|PT","10.01.2021 13:00 - 10.01.2021 14:00 (CET/CEST)","185","3","1458","219","484","0","1738"
"BZN|PT","10.01.2021 14:00 - 10.01.2021 15:00 (CET/CEST)","468","3","1176","168","458","0","1831"
"BZN|PT","10.01.2021 15:00 - 10.01.2021 16:00 (CET/CEST)","10","616","1298","107","417","0","1871"
"BZN|PT","10.01.2021 16:00 - 10.01.2021 17:00 (CET/CEST)","0","656","1318","179","313","0","1861"
"BZN|PT","10.01.2021 17:00 - 10.01.2021 18:00 (CET/CEST)","65","620","1328","286","128","0","1836"
"BZN|PT","10.01.2021 18:00 - 10.01.2021 19:00 (CET/CEST)","137","27","1452","68","7","0","2063"
