"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PT","03.01.2018 12:00 - 03.01.2018 13:00 (CET/CEST)","1596","1","648","138","108","n/e","1700"
"BZN|PT","03.01.2018 13:00 - 03.01.2018 14:00 (CET/CEST)","1594","1","652","161","108","n/e","1756"
"BZN|PT","03.01.2018 14:00 - 03.01.2018 15:00 (CET/CEST)","1321","2","604","91","90","n/e","1825"
"BZN|PT","03.01.2018 15:00 - 03.01.2018 16:00 (CET/CEST)","771","32","513","95","76","n/e","1745"
"BZN|PT","03.01.2018 16:00 - 03.01.2018 17:00 (CET/CEST)","800","38","490","111","51","n/e","1706"
"BZN|PT","03.01.2018 17:00 - 03.01.2018 18:00 (CET/CEST)","1042","62","492","113","16","n/e","1860"
"BZN|PT","03.01.2018 18:00 - 03.01.2018 19:00 (CET/CEST)","1343","62","509","153","1","n/e","1949"
"BZN|PT","03.01.2018 19:00 - 03.01.2018 20:00 (CET/CEST)","1581","61","517","187","0","n/e","2017"
"BZN|PT","03.01.2018 20:00 - 03.01.2018 21:00 (CET/CEST)","1607","54","625","178","0","n/e","1993"
"BZN|PT","03.01.2018 21:00 - 03.01.2018 22:00 (CET/CEST)","1561","1","584","146","0","n/e","1874"
"BZN|PT","03.01.2018 22:00 - 03.01.2018 23:00 (CET/CEST)","1290","1","580","109","0","n/e","1897"
"BZN|PT","03.01.2018 23:00 - 04.01.2018 00:00 (CET/CEST)","659","2","446","50","0","n/e","1783"
"BZN|PT","04.01.2018 00:00 - 04.01.2018 01:00 (CET/CEST)","201","352","429","83","0","n/e","1763"
"BZN|PT","04.01.2018 01:00 - 04.01.2018 02:00 (CET/CEST)","166","330","462","73","0","n/e","1787"
"BZN|PT","04.01.2018 02:00 - 04.01.2018 03:00 (CET/CEST)","59","613","457","73","0","n/e","1768"
"BZN|PT","04.01.2018 03:00 - 04.01.2018 04:00 (CET/CEST)","0","701","445","72","0","n/e","1680"
"BZN|PT","04.01.2018 04:00 - 04.01.2018 05:00 (CET/CEST)","0","772","391","73","0","n/e","1698"
"BZN|PT","04.01.2018 05:00 - 04.01.2018 06:00 (CET/CEST)","0","745","313","72","0","n/e","1876"
"BZN|PT","04.01.2018 06:00 - 04.01.2018 07:00 (CET/CEST)","0","1056","361","66","0","n/e","2182"
"BZN|PT","04.01.2018 07:00 - 04.01.2018 08:00 (CET/CEST)","115","1042","447","43","0","n/e","2200"
"BZN|PT","04.01.2018 08:00 - 04.01.2018 09:00 (CET/CEST)","634","23","466","61","0","n/e","2322"
"BZN|PT","04.01.2018 09:00 - 04.01.2018 10:00 (CET/CEST)","731","2","429","107","6","n/e","2418"
"BZN|PT","04.01.2018 10:00 - 04.01.2018 11:00 (CET/CEST)","911","2","456","114","25","n/e","2549"
"BZN|PT","04.01.2018 11:00 - 04.01.2018 12:00 (CET/CEST)","1118","1","477","109","54","n/e","2375"
"BZN|PT","04.01.2018 12:00 - 04.01.2018 13:00 (CET/CEST)","1220","1","448","75","86","n/e","2260"
"BZN|PT","04.01.2018 13:00 - 04.01.2018 14:00 (CET/CEST)","944","1","518","75","107","n/e","2362"
"BZN|PT","04.01.2018 14:00 - 04.01.2018 15:00 (CET/CEST)","622","12","490","76","88","n/e","2464"
"BZN|PT","04.01.2018 15:00 - 04.01.2018 16:00 (CET/CEST)","514","21","330","76","55","n/e","2533"
"BZN|PT","04.01.2018 16:00 - 04.01.2018 17:00 (CET/CEST)","389","3","296","77","28","n/e","2647"
"BZN|PT","04.01.2018 17:00 - 04.01.2018 18:00 (CET/CEST)","1181","1","328","94","9","n/e","2703"
"BZN|PT","04.01.2018 18:00 - 04.01.2018 19:00 (CET/CEST)","1094","1","316","122","0","n/e","2675"
"BZN|PT","04.01.2018 19:00 - 04.01.2018 20:00 (CET/CEST)","979","1","425","116","0","n/e","2767"
"BZN|PT","04.01.2018 20:00 - 04.01.2018 21:00 (CET/CEST)","1137","1","481","134","0","n/e","2791"
"BZN|PT","04.01.2018 21:00 - 04.01.2018 22:00 (CET/CEST)","1180","1","514","139","0","n/e","2812"
"BZN|PT","04.01.2018 22:00 - 04.01.2018 23:00 (CET/CEST)","1019","1","517","97","0","n/e","2915"
"BZN|PT","04.01.2018 23:00 - 05.01.2018 00:00 (CET/CEST)","207","229","544","79","0","n/e","3009"
"BZN|PT","05.01.2018 00:00 - 05.01.2018 01:00 (CET/CEST)","99","874","380","75","0","n/e","3058"
"BZN|PT","05.01.2018 01:00 - 05.01.2018 02:00 (CET/CEST)","90","1038","371","70","0","n/e","3192"
"BZN|PT","05.01.2018 02:00 - 05.01.2018 03:00 (CET/CEST)","96","1432","292","71","0","n/e","3321"
"BZN|PT","05.01.2018 03:00 - 05.01.2018 04:00 (CET/CEST)","1","1800","333","72","0","n/e","3545"
"BZN|PT","05.01.2018 04:00 - 05.01.2018 05:00 (CET/CEST)","0","2085","283","73","0","n/e","3764"
"BZN|PT","05.01.2018 05:00 - 05.01.2018 06:00 (CET/CEST)","0","1909","404","74","0","n/e","3878"
"BZN|PT","05.01.2018 06:00 - 05.01.2018 07:00 (CET/CEST)","0","1262","437","82","0","n/e","3677"
"BZN|PT","05.01.2018 07:00 - 05.01.2018 08:00 (CET/CEST)","4","977","524","94","0","n/e","3360"
"BZN|PT","05.01.2018 08:00 - 05.01.2018 09:00 (CET/CEST)","1118","23","432","205","0","n/e","2561"
"BZN|PT","05.01.2018 09:00 - 05.01.2018 10:00 (CET/CEST)","1301","1","469","246","8","n/e","1883"
"BZN|PT","05.01.2018 10:00 - 05.01.2018 11:00 (CET/CEST)","1813","1","538","399","20","n/e","1357"
"BZN|PT","05.01.2018 11:00 - 05.01.2018 12:00 (CET/CEST)","1354","1","548","311","36","n/e","1188"
"BZN|PT","05.01.2018 12:00 - 05.01.2018 13:00 (CET/CEST)","951","2","587","127","37","n/e","1602"
"BZN|PT","05.01.2018 13:00 - 05.01.2018 14:00 (CET/CEST)","1006","1","611","92","29","n/e","1798"
"BZN|PT","05.01.2018 14:00 - 05.01.2018 15:00 (CET/CEST)","642","2","415","91","26","n/e","1941"
"BZN|PT","05.01.2018 15:00 - 05.01.2018 16:00 (CET/CEST)","969","1","466","89","18","n/e","2168"
"BZN|PT","05.01.2018 16:00 - 05.01.2018 17:00 (CET/CEST)","789","2","595","89","13","n/e","2227"
"BZN|PT","05.01.2018 17:00 - 05.01.2018 18:00 (CET/CEST)","1477","1","883","134","3","n/e","2020"
"BZN|PT","05.01.2018 18:00 - 05.01.2018 19:00 (CET/CEST)","1588","1","1038","214","0","n/e","1898"
"BZN|PT","05.01.2018 19:00 - 05.01.2018 20:00 (CET/CEST)","1656","1","952","405","0","n/e","1854"
"BZN|PT","05.01.2018 20:00 - 05.01.2018 21:00 (CET/CEST)","1583","1","1039","563","0","n/e","1997"
"BZN|PT","05.01.2018 21:00 - 05.01.2018 22:00 (CET/CEST)","1774","1","1084","713","0","n/e","1859"
"BZN|PT","05.01.2018 22:00 - 05.01.2018 23:00 (CET/CEST)","1397","2","792","345","0","n/e","1935"
"BZN|PT","05.01.2018 23:00 - 06.01.2018 00:00 (CET/CEST)","789","4","382","129","0","n/e","2056"
"BZN|PT","06.01.2018 00:00 - 06.01.2018 01:00 (CET/CEST)","952","4","476","95","0","n/e","2029"
"BZN|PT","06.01.2018 01:00 - 06.01.2018 02:00 (CET/CEST)","12","14","461","93","0","n/e","1863"
"BZN|PT","06.01.2018 02:00 - 06.01.2018 03:00 (CET/CEST)","0","415","584","100","0","n/e","1793"
"BZN|PT","06.01.2018 03:00 - 06.01.2018 04:00 (CET/CEST)","0","646","466","95","0","n/e","1768"
"BZN|PT","06.01.2018 04:00 - 06.01.2018 05:00 (CET/CEST)","98","787","444","87","0","n/e","1930"
"BZN|PT","06.01.2018 05:00 - 06.01.2018 06:00 (CET/CEST)","100","955","471","87","0","n/e","1978"
"BZN|PT","06.01.2018 06:00 - 06.01.2018 07:00 (CET/CEST)","35","848","468","82","0","n/e","2008"
"BZN|PT","06.01.2018 07:00 - 06.01.2018 08:00 (CET/CEST)","0","992","498","77","0","n/e","2157"
"BZN|PT","06.01.2018 08:00 - 06.01.2018 09:00 (CET/CEST)","0","506","648","91","0","n/e","2220"
"BZN|PT","06.01.2018 09:00 - 06.01.2018 10:00 (CET/CEST)","502","308","524","90","36","n/e","2285"
"BZN|PT","06.01.2018 10:00 - 06.01.2018 11:00 (CET/CEST)","959","3","356","327","158","n/e","2177"
"BZN|PT","06.01.2018 11:00 - 06.01.2018 12:00 (CET/CEST)","1330","1","367","539","274","n/e","2137"
"BZN|PT","06.01.2018 12:00 - 06.01.2018 13:00 (CET/CEST)","1065","1","359","435","327","n/e","2207"
"BZN|PT","06.01.2018 13:00 - 06.01.2018 14:00 (CET/CEST)","726","1","369","314","326","n/e","2310"
"BZN|PT","06.01.2018 14:00 - 06.01.2018 15:00 (CET/CEST)","519","12","325","262","298","n/e","2552"
"BZN|PT","06.01.2018 15:00 - 06.01.2018 16:00 (CET/CEST)","3","364","600","95","236","n/e","2832"
"BZN|PT","06.01.2018 16:00 - 06.01.2018 17:00 (CET/CEST)","22","294","692","88","150","n/e","2767"
"BZN|PT","06.01.2018 17:00 - 06.01.2018 18:00 (CET/CEST)","691","11","406","190","54","n/e","2682"
"BZN|PT","06.01.2018 18:00 - 06.01.2018 19:00 (CET/CEST)","632","2","321","524","1","n/e","2904"
"BZN|PT","06.01.2018 19:00 - 06.01.2018 20:00 (CET/CEST)","489","2","360","518","0","n/e","3027"
"BZN|PT","06.01.2018 20:00 - 06.01.2018 21:00 (CET/CEST)","388","2","381","556","0","n/e","3031"
"BZN|PT","06.01.2018 21:00 - 06.01.2018 22:00 (CET/CEST)","346","93","393","479","0","n/e","3114"
"BZN|PT","06.01.2018 22:00 - 06.01.2018 23:00 (CET/CEST)","321","473","539","505","0","n/e","3211"
"BZN|PT","06.01.2018 23:00 - 07.01.2018 00:00 (CET/CEST)","662","694","338","119","0","n/e","3017"
"BZN|PT","07.01.2018 00:00 - 07.01.2018 01:00 (CET/CEST)","18","414","587","88","0","n/e","2797"
"BZN|PT","07.01.2018 01:00 - 07.01.2018 02:00 (CET/CEST)","0","599","477","88","0","n/e","2761"
"BZN|PT","07.01.2018 02:00 - 07.01.2018 03:00 (CET/CEST)","0","944","248","78","0","n/e","2842"
"BZN|PT","07.01.2018 03:00 - 07.01.2018 04:00 (CET/CEST)","0","1142","215","77","0","n/e","2895"
"BZN|PT","07.01.2018 04:00 - 07.01.2018 05:00 (CET/CEST)","37","1487","211","77","0","n/e","3051"
"BZN|PT","07.01.2018 05:00 - 07.01.2018 06:00 (CET/CEST)","33","1528","204","77","0","n/e","3017"
"BZN|PT","07.01.2018 06:00 - 07.01.2018 07:00 (CET/CEST)","0","1485","209","77","0","n/e","3071"
"BZN|PT","07.01.2018 07:00 - 07.01.2018 08:00 (CET/CEST)","0","1059","321","77","0","n/e","3126"
"BZN|PT","07.01.2018 08:00 - 07.01.2018 09:00 (CET/CEST)","0","1091","337","77","0","n/e","3171"
"BZN|PT","07.01.2018 09:00 - 07.01.2018 10:00 (CET/CEST)","85","573","540","77","41","n/e","3238"
"BZN|PT","07.01.2018 10:00 - 07.01.2018 11:00 (CET/CEST)","328","289","409","77","174","n/e","3181"
"BZN|PT","07.01.2018 11:00 - 07.01.2018 12:00 (CET/CEST)","532","12","381","171","250","n/e","3025"
"BZN|PT","07.01.2018 12:00 - 07.01.2018 13:00 (CET/CEST)","669","2","364","95","279","n/e","2861"
"BZN|PT","07.01.2018 13:00 - 07.01.2018 14:00 (CET/CEST)","897","2","372","97","299","n/e","2719"
"BZN|PT","07.01.2018 14:00 - 07.01.2018 15:00 (CET/CEST)","865","2","360","97","263","n/e","2750"
"BZN|PT","07.01.2018 15:00 - 07.01.2018 16:00 (CET/CEST)","659","2","242","88","238","n/e","2713"
"BZN|PT","07.01.2018 16:00 - 07.01.2018 17:00 (CET/CEST)","407","2","224","87","170","n/e","2653"
"BZN|PT","07.01.2018 17:00 - 07.01.2018 18:00 (CET/CEST)","606","2","217","135","68","n/e","2600"
"BZN|PT","07.01.2018 18:00 - 07.01.2018 19:00 (CET/CEST)","1339","2","311","562","4","n/e","2538"
"BZN|PT","07.01.2018 19:00 - 07.01.2018 20:00 (CET/CEST)","1373","1","649","832","0","n/e","2415"
"BZN|PT","07.01.2018 20:00 - 07.01.2018 21:00 (CET/CEST)","1638","1","674","843","0","n/e","2249"
"BZN|PT","07.01.2018 21:00 - 07.01.2018 22:00 (CET/CEST)","1730","1","709","835","0","n/e","2393"
"BZN|PT","07.01.2018 22:00 - 07.01.2018 23:00 (CET/CEST)","1600","1","739","786","0","n/e","2557"
"BZN|PT","07.01.2018 23:00 - 08.01.2018 00:00 (CET/CEST)","696","2","431","475","0","n/e","2626"
"BZN|PT","08.01.2018 00:00 - 08.01.2018 01:00 (CET/CEST)","458","6","341","425","0","n/e","2679"
"BZN|PT","08.01.2018 01:00 - 08.01.2018 02:00 (CET/CEST)","0","383","184","96","0","n/e","2309"
"BZN|PT","08.01.2018 02:00 - 08.01.2018 03:00 (CET/CEST)","0","1038","177","94","0","n/e","1910"
"BZN|PT","08.01.2018 03:00 - 08.01.2018 04:00 (CET/CEST)","0","1381","179","95","0","n/e","1931"
"BZN|PT","08.01.2018 04:00 - 08.01.2018 05:00 (CET/CEST)","0","1243","175","95","0","n/e","1566"
"BZN|PT","08.01.2018 05:00 - 08.01.2018 06:00 (CET/CEST)","0","900","184","93","0","n/e","1259"
"BZN|PT","08.01.2018 06:00 - 08.01.2018 07:00 (CET/CEST)","421","11","299","423","0","n/e","1477"
"BZN|PT","08.01.2018 07:00 - 08.01.2018 08:00 (CET/CEST)","957","2","503","618","0","n/e","1973"
"BZN|PT","08.01.2018 08:00 - 08.01.2018 09:00 (CET/CEST)","975","2","643","562","0","n/e","1686"
"BZN|PT","08.01.2018 09:00 - 08.01.2018 10:00 (CET/CEST)","1593","1","979","897","27","n/e","1238"
"BZN|PT","08.01.2018 10:00 - 08.01.2018 11:00 (CET/CEST)","1488","1","1171","994","124","n/e","922"
"BZN|PT","08.01.2018 11:00 - 08.01.2018 12:00 (CET/CEST)","1211","1","1264","995","214","n/e","734"
"BZN|PT","08.01.2018 12:00 - 08.01.2018 13:00 (CET/CEST)","1154","1","1243","981","241","n/e","409"
"BZN|PT","08.01.2018 13:00 - 08.01.2018 14:00 (CET/CEST)","1155","1","1184","995","282","n/e","163"
"BZN|PT","08.01.2018 14:00 - 08.01.2018 15:00 (CET/CEST)","1151","1","1183","963","298","n/e","49"
"BZN|PT","08.01.2018 15:00 - 08.01.2018 16:00 (CET/CEST)","1065","2","1280","888","283","n/e","59"
"BZN|PT","08.01.2018 16:00 - 08.01.2018 17:00 (CET/CEST)","933","2","1243","865","211","n/e","81"
"BZN|PT","08.01.2018 17:00 - 08.01.2018 18:00 (CET/CEST)","1083","2","1238","749","85","n/e","64"
"BZN|PT","08.01.2018 18:00 - 08.01.2018 19:00 (CET/CEST)","1382","2","1222","779","4","n/e","48"
"BZN|PT","08.01.2018 19:00 - 08.01.2018 20:00 (CET/CEST)","1413","1","1224","765","0","n/e","54"
"BZN|PT","08.01.2018 20:00 - 08.01.2018 21:00 (CET/CEST)","1450","1","1236","774","0","n/e","73"
"BZN|PT","08.01.2018 21:00 - 08.01.2018 22:00 (CET/CEST)","1435","1","1219","769","0","n/e","165"
"BZN|PT","08.01.2018 22:00 - 08.01.2018 23:00 (CET/CEST)","1145","2","1388","754","0","n/e","336"
"BZN|PT","08.01.2018 23:00 - 09.01.2018 00:00 (CET/CEST)","602","3","792","425","0","n/e","633"
"BZN|PT","09.01.2018 00:00 - 09.01.2018 01:00 (CET/CEST)","55","4","355","132","0","n/e","1021"
"BZN|PT","09.01.2018 01:00 - 09.01.2018 02:00 (CET/CEST)","0","411","161","98","0","n/e","1432"
"BZN|PT","09.01.2018 02:00 - 09.01.2018 03:00 (CET/CEST)","0","1288","164","96","0","n/e","1949"
"BZN|PT","09.01.2018 03:00 - 09.01.2018 04:00 (CET/CEST)","0","1902","168","96","0","n/e","2352"
"BZN|PT","09.01.2018 04:00 - 09.01.2018 05:00 (CET/CEST)","0","1930","168","96","0","n/e","2603"
"BZN|PT","09.01.2018 05:00 - 09.01.2018 06:00 (CET/CEST)","0","1822","168","96","0","n/e","2403"
"BZN|PT","09.01.2018 06:00 - 09.01.2018 07:00 (CET/CEST)","0","1308","170","95","0","n/e","2411"
"BZN|PT","09.01.2018 07:00 - 09.01.2018 08:00 (CET/CEST)","0","107","175","155","0","n/e","2847"
"BZN|PT","09.01.2018 08:00 - 09.01.2018 09:00 (CET/CEST)","37","3","259","160","0","n/e","3016"
"BZN|PT","09.01.2018 09:00 - 09.01.2018 10:00 (CET/CEST)","72","3","312","144","1","n/e","3284"
"BZN|PT","09.01.2018 10:00 - 09.01.2018 11:00 (CET/CEST)","168","3","419","127","8","n/e","3464"
"BZN|PT","09.01.2018 11:00 - 09.01.2018 12:00 (CET/CEST)","71","3","390","105","17","n/e","3515"
"BZN|PT","09.01.2018 12:00 - 09.01.2018 13:00 (CET/CEST)","342","3","433","73","22","n/e","3471"
"BZN|PT","09.01.2018 13:00 - 09.01.2018 14:00 (CET/CEST)","468","2","436","73","28","n/e","3331"
"BZN|PT","09.01.2018 14:00 - 09.01.2018 15:00 (CET/CEST)","404","2","421","73","28","n/e","3117"
"BZN|PT","09.01.2018 15:00 - 09.01.2018 16:00 (CET/CEST)","398","9","472","131","23","n/e","2634"
"BZN|PT","09.01.2018 16:00 - 09.01.2018 17:00 (CET/CEST)","181","3","518","76","16","n/e","2215"
"BZN|PT","09.01.2018 17:00 - 09.01.2018 18:00 (CET/CEST)","1","3","383","170","6","n/e","1928"
"BZN|PT","09.01.2018 18:00 - 09.01.2018 19:00 (CET/CEST)","184","3","418","415","0","n/e","1685"
"BZN|PT","09.01.2018 19:00 - 09.01.2018 20:00 (CET/CEST)","476","3","538","418","0","n/e","1570"
"BZN|PT","09.01.2018 20:00 - 09.01.2018 21:00 (CET/CEST)","740","2","554","624","0","n/e","1395"
"BZN|PT","09.01.2018 21:00 - 09.01.2018 22:00 (CET/CEST)","1005","2","546","671","0","n/e","1028"
"BZN|PT","09.01.2018 22:00 - 09.01.2018 23:00 (CET/CEST)","891","2","466","461","0","n/e","961"
"BZN|PT","09.01.2018 23:00 - 10.01.2018 00:00 (CET/CEST)","53","4","312","261","0","n/e","1271"
"BZN|PT","10.01.2018 00:00 - 10.01.2018 01:00 (CET/CEST)","41","116","242","75","0","n/e","1636"
"BZN|PT","10.01.2018 01:00 - 10.01.2018 02:00 (CET/CEST)","31","428","238","95","0","n/e","1628"
"BZN|PT","10.01.2018 02:00 - 10.01.2018 03:00 (CET/CEST)","0","430","218","94","0","n/e","1503"
"BZN|PT","10.01.2018 03:00 - 10.01.2018 04:00 (CET/CEST)","0","438","217","91","0","n/e","1665"
"BZN|PT","10.01.2018 04:00 - 10.01.2018 05:00 (CET/CEST)","0","1043","213","74","0","n/e","2201"
"BZN|PT","10.01.2018 05:00 - 10.01.2018 06:00 (CET/CEST)","0","1270","204","75","0","n/e","2326"
"BZN|PT","10.01.2018 06:00 - 10.01.2018 07:00 (CET/CEST)","0","782","203","76","0","n/e","2230"
"BZN|PT","10.01.2018 07:00 - 10.01.2018 08:00 (CET/CEST)","1","227","203","108","0","n/e","2440"
"BZN|PT","10.01.2018 08:00 - 10.01.2018 09:00 (CET/CEST)","341","4","301","622","0","n/e","2861"
"BZN|PT","10.01.2018 09:00 - 10.01.2018 10:00 (CET/CEST)","462","3","403","434","23","n/e","3261"
"BZN|PT","10.01.2018 10:00 - 10.01.2018 11:00 (CET/CEST)","386","3","478","530","97","n/e","3548"
"BZN|PT","10.01.2018 11:00 - 10.01.2018 12:00 (CET/CEST)","168","3","456","143","173","n/e","3815"
"BZN|PT","10.01.2018 12:00 - 10.01.2018 13:00 (CET/CEST)","10","3","406","156","177","n/e","4031"
