"Area","MTU","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PT","03.01.2015 02:00 - 03.01.2015 03:00 (CET/CEST)","1","126","551","137","0","n/e","266"
"BZN|PT","03.01.2015 03:00 - 03.01.2015 04:00 (CET/CEST)","0","132","439","133","0","n/e","261"
"BZN|PT","03.01.2015 04:00 - 03.01.2015 05:00 (CET/CEST)","0","302","409","133","0","n/e","237"
"BZN|PT","03.01.2015 05:00 - 03.01.2015 06:00 (CET/CEST)","0","246","644","124","0","n/e","209"
"BZN|PT","03.01.2015 06:00 - 03.01.2015 07:00 (CET/CEST)","0","41","671","146","0","n/e","182"
"BZN|PT","03.01.2015 07:00 - 03.01.2015 08:00 (CET/CEST)","36","20","781","300","0","n/e","167"
"BZN|PT","03.01.2015 08:00 - 03.01.2015 09:00 (CET/CEST)","67","19","890","475","0","n/e","188"
"BZN|PT","03.01.2015 09:00 - 03.01.2015 10:00 (CET/CEST)","280","15","1076","626","51","n/e","188"
"BZN|PT","03.01.2015 10:00 - 03.01.2015 11:00 (CET/CEST)","388","11","1188","1036","176","n/e","164"
"BZN|PT","03.01.2015 11:00 - 03.01.2015 12:00 (CET/CEST)","227","10","1057","878","252","n/e","130"
"BZN|PT","03.01.2015 12:00 - 03.01.2015 13:00 (CET/CEST)","184","10","1012","877","283","n/e","79"
"BZN|PT","03.01.2015 13:00 - 03.01.2015 14:00 (CET/CEST)","212","10","1170","482","289","n/e","38"
"BZN|PT","03.01.2015 14:00 - 03.01.2015 15:00 (CET/CEST)","90","12","1068","437","282","n/e","36"
"BZN|PT","03.01.2015 15:00 - 03.01.2015 16:00 (CET/CEST)","0","352","961","299","257","n/e","42"
"BZN|PT","03.01.2015 16:00 - 03.01.2015 17:00 (CET/CEST)","0","428","948","302","199","n/e","41"
"BZN|PT","03.01.2015 17:00 - 03.01.2015 18:00 (CET/CEST)","1","183","1001","369","80","n/e","49"
"BZN|PT","03.01.2015 18:00 - 03.01.2015 19:00 (CET/CEST)","275","1","1022","925","2","n/e","65"
"BZN|PT","03.01.2015 19:00 - 03.01.2015 20:00 (CET/CEST)","741","0","1015","1112","0","n/e","97"
"BZN|PT","03.01.2015 20:00 - 03.01.2015 21:00 (CET/CEST)","806","0","1120","1077","0","n/e","91"
"BZN|PT","03.01.2015 21:00 - 03.01.2015 22:00 (CET/CEST)","466","1","1181","1018","0","n/e","84"
"BZN|PT","03.01.2015 22:00 - 03.01.2015 23:00 (CET/CEST)","529","1","1087","795","0","n/e","88"
"BZN|PT","03.01.2015 23:00 - 04.01.2015 00:00 (CET/CEST)","232","2","1019","651","0","n/e","102"
"BZN|PT","04.01.2015 00:00 - 04.01.2015 01:00 (CET/CEST)","11","25","826","334","0","n/e","113"
"BZN|PT","04.01.2015 01:00 - 04.01.2015 02:00 (CET/CEST)","0","159","586","277","0","n/e","116"
"BZN|PT","04.01.2015 02:00 - 04.01.2015 03:00 (CET/CEST)","0","426","556","233","0","n/e","121"
"BZN|PT","04.01.2015 03:00 - 04.01.2015 04:00 (CET/CEST)","0","647","493","212","0","n/e","128"
"BZN|PT","04.01.2015 04:00 - 04.01.2015 05:00 (CET/CEST)","0","647","397","124","0","n/e","106"
"BZN|PT","04.01.2015 05:00 - 04.01.2015 06:00 (CET/CEST)","0","615","453","122","0","n/e","100"
"BZN|PT","04.01.2015 06:00 - 04.01.2015 07:00 (CET/CEST)","33","554","500","124","0","n/e","92"
"BZN|PT","04.01.2015 07:00 - 04.01.2015 08:00 (CET/CEST)","36","556","640","312","0","n/e","88"
"BZN|PT","04.01.2015 08:00 - 04.01.2015 09:00 (CET/CEST)","77","365","656","391","0","n/e","98"
"BZN|PT","04.01.2015 09:00 - 04.01.2015 10:00 (CET/CEST)","123","292","670","367","49","n/e","125"
"BZN|PT","04.01.2015 10:00 - 04.01.2015 11:00 (CET/CEST)","84","24","816","300","171","n/e","151"
"BZN|PT","04.01.2015 11:00 - 04.01.2015 12:00 (CET/CEST)","73","23","793","332","244","n/e","167"
"BZN|PT","04.01.2015 12:00 - 04.01.2015 13:00 (CET/CEST)","111","20","704","217","280","n/e","156"
"BZN|PT","04.01.2015 13:00 - 04.01.2015 14:00 (CET/CEST)","111","20","735","332","288","n/e","130"
"BZN|PT","04.01.2015 14:00 - 04.01.2015 15:00 (CET/CEST)","136","20","642","327","282","n/e","130"
"BZN|PT","04.01.2015 15:00 - 04.01.2015 16:00 (CET/CEST)","67","228","635","208","257","n/e","120"
"BZN|PT","04.01.2015 16:00 - 04.01.2015 17:00 (CET/CEST)","66","235","727","206","200","n/e","157"
"BZN|PT","04.01.2015 17:00 - 04.01.2015 18:00 (CET/CEST)","103","22","841","374","81","n/e","243"
"BZN|PT","04.01.2015 18:00 - 04.01.2015 19:00 (CET/CEST)","763","0","1005","577","2","n/e","317"
"BZN|PT","04.01.2015 19:00 - 04.01.2015 20:00 (CET/CEST)","1114","0","1326","1037","0","n/e","338"
"BZN|PT","04.01.2015 20:00 - 04.01.2015 21:00 (CET/CEST)","1127","0","1394","1111","0","n/e","367"
"BZN|PT","04.01.2015 21:00 - 04.01.2015 22:00 (CET/CEST)","1126","0","1560","1225","0","n/e","349"
"BZN|PT","04.01.2015 22:00 - 04.01.2015 23:00 (CET/CEST)","1081","0","1256","1167","0","n/e","358"
"BZN|PT","04.01.2015 23:00 - 05.01.2015 00:00 (CET/CEST)","892","0","916","1004","0","n/e","367"
"BZN|PT","05.01.2015 00:00 - 05.01.2015 01:00 (CET/CEST)","477","1","796","543","0","n/e","382"
"BZN|PT","05.01.2015 01:00 - 05.01.2015 02:00 (CET/CEST)","162","26","637","307","0","n/e","394"
"BZN|PT","05.01.2015 02:00 - 05.01.2015 03:00 (CET/CEST)","14","325","404","235","0","n/e","365"
"BZN|PT","05.01.2015 03:00 - 05.01.2015 04:00 (CET/CEST)","0","346","620","179","0","n/e","308"
"BZN|PT","05.01.2015 04:00 - 05.01.2015 05:00 (CET/CEST)","0","72","559","172","0","n/e","278"
"BZN|PT","05.01.2015 05:00 - 05.01.2015 06:00 (CET/CEST)","15","11","600","174","0","n/e","235"
"BZN|PT","05.01.2015 06:00 - 05.01.2015 07:00 (CET/CEST)","175","11","676","362","0","n/e","199"
"BZN|PT","05.01.2015 07:00 - 05.01.2015 08:00 (CET/CEST)","291","9","942","651","0","n/e","153"
"BZN|PT","05.01.2015 08:00 - 05.01.2015 09:00 (CET/CEST)","483","6","1097","766","0","n/e","117"
"BZN|PT","05.01.2015 09:00 - 05.01.2015 10:00 (CET/CEST)","590","1","1273","888","41","n/e","89"
"BZN|PT","05.01.2015 10:00 - 05.01.2015 11:00 (CET/CEST)","619","1","1347","1026","143","n/e","49"
"BZN|PT","05.01.2015 11:00 - 05.01.2015 12:00 (CET/CEST)","536","1","1462","876","211","n/e","31"
"BZN|PT","05.01.2015 12:00 - 05.01.2015 13:00 (CET/CEST)","424","1","1289","638","254","n/e","49"
"BZN|PT","05.01.2015 13:00 - 05.01.2015 14:00 (CET/CEST)","343","1","1307","726","267","n/e","87"
"BZN|PT","05.01.2015 14:00 - 05.01.2015 15:00 (CET/CEST)","231","1","1175","409","255","n/e","94"
"BZN|PT","05.01.2015 15:00 - 05.01.2015 16:00 (CET/CEST)","107","1","1245","385","233","n/e","137"
"BZN|PT","05.01.2015 16:00 - 05.01.2015 17:00 (CET/CEST)","0","2","1387","324","176","n/e","191"
"BZN|PT","05.01.2015 17:00 - 05.01.2015 18:00 (CET/CEST)","1","1","1426","494","65","n/e","294"
"BZN|PT","05.01.2015 18:00 - 05.01.2015 19:00 (CET/CEST)","587","1","1449","831","1","n/e","374"
"BZN|PT","05.01.2015 19:00 - 05.01.2015 20:00 (CET/CEST)","747","0","1622","1052","0","n/e","393"
"BZN|PT","05.01.2015 20:00 - 05.01.2015 21:00 (CET/CEST)","627","0","1613","835","0","n/e","315"
"BZN|PT","05.01.2015 21:00 - 05.01.2015 22:00 (CET/CEST)","592","0","1440","954","0","n/e","214"
"BZN|PT","05.01.2015 22:00 - 05.01.2015 23:00 (CET/CEST)","237","1","1453","936","0","n/e","248"
"BZN|PT","05.01.2015 23:00 - 06.01.2015 00:00 (CET/CEST)","114","2","1307","829","0","n/e","342"
"BZN|PT","06.01.2015 00:00 - 06.01.2015 01:00 (CET/CEST)","150","3","1069","718","0","n/e","392"
"BZN|PT","06.01.2015 01:00 - 06.01.2015 02:00 (CET/CEST)","28","11","717","271","0","n/e","432"
"BZN|PT","06.01.2015 02:00 - 06.01.2015 03:00 (CET/CEST)","0","315","561","172","0","n/e","374"
"BZN|PT","06.01.2015 03:00 - 06.01.2015 04:00 (CET/CEST)","2","535","614","172","0","n/e","312"
"BZN|PT","06.01.2015 04:00 - 06.01.2015 05:00 (CET/CEST)","23","323","608","153","0","n/e","277"
"BZN|PT","06.01.2015 05:00 - 06.01.2015 06:00 (CET/CEST)","24","307","648","152","0","n/e","217"
"BZN|PT","06.01.2015 06:00 - 06.01.2015 07:00 (CET/CEST)","23","179","575","153","0","n/e","212"
"BZN|PT","06.01.2015 07:00 - 06.01.2015 08:00 (CET/CEST)","25","168","631","183","0","n/e","339"
"BZN|PT","06.01.2015 08:00 - 06.01.2015 09:00 (CET/CEST)","22","231","997","290","0","n/e","337"
"BZN|PT","06.01.2015 09:00 - 06.01.2015 10:00 (CET/CEST)","3","159","1181","540","12","n/e","264"
"BZN|PT","06.01.2015 10:00 - 06.01.2015 11:00 (CET/CEST)","230","1","1254","1046","73","n/e","188"
"BZN|PT","06.01.2015 11:00 - 06.01.2015 12:00 (CET/CEST)","331","1","1356","986","130","n/e","128"
"BZN|PT","06.01.2015 12:00 - 06.01.2015 13:00 (CET/CEST)","220","1","1172","747","190","n/e","74"
"BZN|PT","06.01.2015 13:00 - 06.01.2015 14:00 (CET/CEST)","154","1","1138","506","227","n/e","45"
"BZN|PT","06.01.2015 14:00 - 06.01.2015 15:00 (CET/CEST)","93","1","1117","370","238","n/e","46"
"BZN|PT","06.01.2015 15:00 - 06.01.2015 16:00 (CET/CEST)","24","2","1022","378","233","n/e","34"
"BZN|PT","06.01.2015 16:00 - 06.01.2015 17:00 (CET/CEST)","24","2","1038","440","187","n/e","60"
"BZN|PT","06.01.2015 17:00 - 06.01.2015 18:00 (CET/CEST)","26","2","1020","549","61","n/e","95"
"BZN|PT","06.01.2015 18:00 - 06.01.2015 19:00 (CET/CEST)","379","1","1290","699","2","n/e","191"
"BZN|PT","06.01.2015 19:00 - 06.01.2015 20:00 (CET/CEST)","672","1","1424","982","0","n/e","310"
"BZN|PT","06.01.2015 20:00 - 06.01.2015 21:00 (CET/CEST)","795","0","1446","991","0","n/e","440"
"BZN|PT","06.01.2015 21:00 - 06.01.2015 22:00 (CET/CEST)","756","0","1365","786","0","n/e","532"
"BZN|PT","06.01.2015 22:00 - 06.01.2015 23:00 (CET/CEST)","230","1","1202","591","0","n/e","658"
"BZN|PT","06.01.2015 23:00 - 07.01.2015 00:00 (CET/CEST)","85","1","1193","348","0","n/e","639"
"BZN|PT","07.01.2015 00:00 - 07.01.2015 01:00 (CET/CEST)","51","60","1120","362","0","n/e","648"
"BZN|PT","07.01.2015 01:00 - 07.01.2015 02:00 (CET/CEST)","17","371","833","306","0","n/e","586"
"BZN|PT","07.01.2015 02:00 - 07.01.2015 03:00 (CET/CEST)","0","594","665","274","0","n/e","444"
"BZN|PT","07.01.2015 03:00 - 07.01.2015 04:00 (CET/CEST)","2","660","538","257","0","n/e","331"
"BZN|PT","07.01.2015 04:00 - 07.01.2015 05:00 (CET/CEST)","96","655","490","267","0","n/e","231"
"BZN|PT","07.01.2015 05:00 - 07.01.2015 06:00 (CET/CEST)","118","472","624","269","0","n/e","198"
"BZN|PT","07.01.2015 06:00 - 07.01.2015 07:00 (CET/CEST)","237","131","706","263","0","n/e","321"
"BZN|PT","07.01.2015 07:00 - 07.01.2015 08:00 (CET/CEST)","216","17","1420","804","0","n/e","324"
"BZN|PT","07.01.2015 08:00 - 07.01.2015 09:00 (CET/CEST)","772","1","1600","1089","0","n/e","343"
"BZN|PT","07.01.2015 09:00 - 07.01.2015 10:00 (CET/CEST)","487","1","1503","1109","18","n/e","403"
"BZN|PT","07.01.2015 10:00 - 07.01.2015 11:00 (CET/CEST)","626","1","1765","1045","66","n/e","335"
"BZN|PT","07.01.2015 11:00 - 07.01.2015 12:00 (CET/CEST)","746","1","1741","876","105","n/e","242"
"BZN|PT","07.01.2015 12:00 - 07.01.2015 13:00 (CET/CEST)","762","1","1831","862","128","n/e","179"
"BZN|PT","07.01.2015 13:00 - 07.01.2015 14:00 (CET/CEST)","431","1","1753","745","135","n/e","111"
"BZN|PT","07.01.2015 14:00 - 07.01.2015 15:00 (CET/CEST)","3","1","1652","224","142","n/e","68"
"BZN|PT","07.01.2015 15:00 - 07.01.2015 16:00 (CET/CEST)","77","2","1622","351","145","n/e","49"
"BZN|PT","07.01.2015 16:00 - 07.01.2015 17:00 (CET/CEST)","116","1","1721","410","129","n/e","62"
"BZN|PT","07.01.2015 17:00 - 07.01.2015 18:00 (CET/CEST)","502","1","1719","840","56","n/e","79"
"BZN|PT","07.01.2015 18:00 - 07.01.2015 19:00 (CET/CEST)","1011","0","1790","926","2","n/e","89"
"BZN|PT","07.01.2015 19:00 - 07.01.2015 20:00 (CET/CEST)","1067","0","1875","993","0","n/e","96"
"BZN|PT","07.01.2015 20:00 - 07.01.2015 21:00 (CET/CEST)","972","0","1856","879","0","n/e","113"
"BZN|PT","07.01.2015 21:00 - 07.01.2015 22:00 (CET/CEST)","574","1","1742","693","0","n/e","100"
"BZN|PT","07.01.2015 22:00 - 07.01.2015 23:00 (CET/CEST)","266","1","1670","518","0","n/e","76"
"BZN|PT","07.01.2015 23:00 - 08.01.2015 00:00 (CET/CEST)","99","3","1600","384","0","n/e","54"
"BZN|PT","08.01.2015 00:00 - 08.01.2015 01:00 (CET/CEST)","0","9","1306","276","0","n/e","64"
"BZN|PT","08.01.2015 01:00 - 08.01.2015 02:00 (CET/CEST)","0","14","1014","267","0","n/e","67"
"BZN|PT","08.01.2015 02:00 - 08.01.2015 03:00 (CET/CEST)","0","75","638","202","0","n/e","84"
"BZN|PT","08.01.2015 03:00 - 08.01.2015 04:00 (CET/CEST)","0","247","568","179","0","n/e","83"
"BZN|PT","08.01.2015 04:00 - 08.01.2015 05:00 (CET/CEST)","0","154","357","149","0","n/e","84"
"BZN|PT","08.01.2015 05:00 - 08.01.2015 06:00 (CET/CEST)","0","229","430","143","0","n/e","106"
"BZN|PT","08.01.2015 06:00 - 08.01.2015 07:00 (CET/CEST)","0","335","836","144","0","n/e","124"
"BZN|PT","08.01.2015 07:00 - 08.01.2015 08:00 (CET/CEST)","160","30","1590","388","0","n/e","109"
"BZN|PT","08.01.2015 08:00 - 08.01.2015 09:00 (CET/CEST)","274","18","1641","823","0","n/e","138"
"BZN|PT","08.01.2015 09:00 - 08.01.2015 10:00 (CET/CEST)","919","5","1717","1118","29","n/e","171"
"BZN|PT","08.01.2015 10:00 - 08.01.2015 11:00 (CET/CEST)","1006","4","1683","1084","100","n/e","217"
"BZN|PT","08.01.2015 11:00 - 08.01.2015 12:00 (CET/CEST)","533","5","1662","1030","185","n/e","239"
"BZN|PT","08.01.2015 12:00 - 08.01.2015 13:00 (CET/CEST)","266","5","1687","672","245","n/e","211"
"BZN|PT","08.01.2015 13:00 - 08.01.2015 14:00 (CET/CEST)","162","6","1582","591","283","n/e","147"
"BZN|PT","08.01.2015 14:00 - 08.01.2015 15:00 (CET/CEST)","87","7","1442","369","284","n/e","96"
"BZN|PT","08.01.2015 15:00 - 08.01.2015 16:00 (CET/CEST)","30","7","1448","367","257","n/e","69"
"BZN|PT","08.01.2015 16:00 - 08.01.2015 17:00 (CET/CEST)","95","11","1532","404","202","n/e","66"
"BZN|PT","08.01.2015 17:00 - 08.01.2015 18:00 (CET/CEST)","178","20","1572","519","86","n/e","79"
"BZN|PT","08.01.2015 18:00 - 08.01.2015 19:00 (CET/CEST)","311","4","1606","647","3","n/e","172"
"BZN|PT","08.01.2015 19:00 - 08.01.2015 20:00 (CET/CEST)","573","1","1694","986","0","n/e","332"
"BZN|PT","08.01.2015 20:00 - 08.01.2015 21:00 (CET/CEST)","278","1","1548","765","0","n/e","560"
"BZN|PT","08.01.2015 21:00 - 08.01.2015 22:00 (CET/CEST)","218","1","1371","573","0","n/e","755"
"BZN|PT","08.01.2015 22:00 - 08.01.2015 23:00 (CET/CEST)","47","2","1394","522","0","n/e","1010"
"BZN|PT","08.01.2015 23:00 - 09.01.2015 00:00 (CET/CEST)","2","2","1040","328","0","n/e","1287"
"BZN|PT","09.01.2015 00:00 - 09.01.2015 01:00 (CET/CEST)","0","12","777","310","0","n/e","1546"
"BZN|PT","09.01.2015 01:00 - 09.01.2015 02:00 (CET/CEST)","0","414","605","188","0","n/e","1950"
"BZN|PT","09.01.2015 02:00 - 09.01.2015 03:00 (CET/CEST)","0","778","289","93","0","n/e","2255"
"BZN|PT","09.01.2015 03:00 - 09.01.2015 04:00 (CET/CEST)","0","1002","150","92","0","n/e","2382"
"BZN|PT","09.01.2015 04:00 - 09.01.2015 05:00 (CET/CEST)","0","1002","334","92","0","n/e","2358"
"BZN|PT","09.01.2015 05:00 - 09.01.2015 06:00 (CET/CEST)","0","932","349","92","0","n/e","2022"
"BZN|PT","09.01.2015 06:00 - 09.01.2015 07:00 (CET/CEST)","0","413","486","142","0","n/e","1687"
"BZN|PT","09.01.2015 07:00 - 09.01.2015 08:00 (CET/CEST)","4","20","1238","316","0","n/e","1441"
"BZN|PT","09.01.2015 08:00 - 09.01.2015 09:00 (CET/CEST)","388","13","1515","537","0","n/e","1234"
"BZN|PT","09.01.2015 09:00 - 09.01.2015 10:00 (CET/CEST)","663","3","1565","850","47","n/e","1000"
"BZN|PT","09.01.2015 10:00 - 09.01.2015 11:00 (CET/CEST)","769","2","1635","856","174","n/e","795"
"BZN|PT","09.01.2015 11:00 - 09.01.2015 12:00 (CET/CEST)","595","1","1582","699","253","n/e","505"
"BZN|PT","09.01.2015 12:00 - 09.01.2015 13:00 (CET/CEST)","323","1","1373","556","287","n/e","321"
"BZN|PT","09.01.2015 13:00 - 09.01.2015 14:00 (CET/CEST)","182","1","1327","352","297","n/e","228"
"BZN|PT","09.01.2015 14:00 - 09.01.2015 15:00 (CET/CEST)","79","1","1247","259","291","n/e","129"
"BZN|PT","09.01.2015 15:00 - 09.01.2015 16:00 (CET/CEST)","168","3","1039","268","267","n/e","116"
"BZN|PT","09.01.2015 16:00 - 09.01.2015 17:00 (CET/CEST)","270","3","1081","367","210","n/e","131"
"BZN|PT","09.01.2015 17:00 - 09.01.2015 18:00 (CET/CEST)","266","3","1323","408","92","n/e","179"
"BZN|PT","09.01.2015 18:00 - 09.01.2015 19:00 (CET/CEST)","328","3","1365","735","4","n/e","348"
"BZN|PT","09.01.2015 19:00 - 09.01.2015 20:00 (CET/CEST)","544","1","1451","862","0","n/e","476"
"BZN|PT","09.01.2015 20:00 - 09.01.2015 21:00 (CET/CEST)","244","1","1418","683","0","n/e","572"
"BZN|PT","09.01.2015 21:00 - 09.01.2015 22:00 (CET/CEST)","327","1","1305","385","0","n/e","831"
"BZN|PT","09.01.2015 22:00 - 09.01.2015 23:00 (CET/CEST)","139","1","1211","249","0","n/e","1029"
"BZN|PT","09.01.2015 23:00 - 10.01.2015 00:00 (CET/CEST)","88","2","974","161","0","n/e","1234"
"BZN|PT","10.01.2015 00:00 - 10.01.2015 01:00 (CET/CEST)","0","444","822","115","0","n/e","1284"
"BZN|PT","10.01.2015 01:00 - 10.01.2015 02:00 (CET/CEST)","0","560","706","110","0","n/e","1064"
"BZN|PT","10.01.2015 02:00 - 10.01.2015 03:00 (CET/CEST)","33","531","473","93","0","n/e","880"
"BZN|PT","10.01.2015 03:00 - 10.01.2015 04:00 (CET/CEST)","33","637","484","93","0","n/e","739"
"BZN|PT","10.01.2015 04:00 - 10.01.2015 05:00 (CET/CEST)","0","519","424","93","0","n/e","610"
"BZN|PT","10.01.2015 05:00 - 10.01.2015 06:00 (CET/CEST)","0","358","414","93","0","n/e","486"
"BZN|PT","10.01.2015 06:00 - 10.01.2015 07:00 (CET/CEST)","0","396","431","93","0","n/e","430"
"BZN|PT","10.01.2015 07:00 - 10.01.2015 08:00 (CET/CEST)","59","24","608","113","0","n/e","432"
"BZN|PT","10.01.2015 08:00 - 10.01.2015 09:00 (CET/CEST)","58","9","918","246","0","n/e","367"
"BZN|PT","10.01.2015 09:00 - 10.01.2015 10:00 (CET/CEST)","494","2","1018","352","49","n/e","304"
"BZN|PT","10.01.2015 10:00 - 10.01.2015 11:00 (CET/CEST)","785","0","1088","372","171","n/e","237"
"BZN|PT","10.01.2015 11:00 - 10.01.2015 12:00 (CET/CEST)","763","0","619","855","244","n/e","166"
"BZN|PT","10.01.2015 12:00 - 10.01.2015 13:00 (CET/CEST)","427","2","602","534","259","n/e","107"
"BZN|PT","10.01.2015 13:00 - 10.01.2015 14:00 (CET/CEST)","528","2","570","505","266","n/e","94"
"BZN|PT","10.01.2015 14:00 - 10.01.2015 15:00 (CET/CEST)","512","2","575","505","250","n/e","102"
"BZN|PT","10.01.2015 15:00 - 10.01.2015 16:00 (CET/CEST)","154","2","677","319","218","n/e","131"
