Area;MTU;Solar  - Actual Aggregated [MW];Wind Offshore  - Actual Aggregated [MW];Wind Onshore  - Actual Aggregated [MW]
BZN|PT;29.09.2023 03:00 - 29.09.2023 04:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 04:00 - 29.09.2023 05:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 05:00 - 29.09.2023 06:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 06:00 - 29.09.2023 07:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 07:00 - 29.09.2023 08:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 08:00 - 29.09.2023 09:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 09:00 - 29.09.2023 10:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 10:00 - 29.09.2023 11:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 11:00 - 29.09.2023 12:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 12:00 - 29.09.2023 13:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 13:00 - 29.09.2023 14:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 14:00 - 29.09.2023 15:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 15:00 - 29.09.2023 16:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 16:00 - 29.09.2023 17:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 17:00 - 29.09.2023 18:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 18:00 - 29.09.2023 19:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 19:00 - 29.09.2023 20:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 20:00 - 29.09.2023 21:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 21:00 - 29.09.2023 22:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 22:00 - 29.09.2023 23:00 (CET/CEST);-;-;-
BZN|PT;29.09.2023 23:00 - 30.09.2023 00:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 00:00 - 30.09.2023 01:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 01:00 - 30.09.2023 02:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 02:00 - 30.09.2023 03:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 03:00 - 30.09.2023 04:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 04:00 - 30.09.2023 05:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 05:00 - 30.09.2023 06:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 06:00 - 30.09.2023 07:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 07:00 - 30.09.2023 08:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 08:00 - 30.09.2023 09:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 09:00 - 30.09.2023 10:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 10:00 - 30.09.2023 11:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 11:00 - 30.09.2023 12:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 12:00 - 30.09.2023 13:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 13:00 - 30.09.2023 14:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 14:00 - 30.09.2023 15:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 15:00 - 30.09.2023 16:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 16:00 - 30.09.2023 17:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 17:00 - 30.09.2023 18:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 18:00 - 30.09.2023 19:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 19:00 - 30.09.2023 20:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 20:00 - 30.09.2023 21:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 21:00 - 30.09.2023 22:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 22:00 - 30.09.2023 23:00 (CET/CEST);-;-;-
BZN|PT;30.09.2023 23:00 - 01.10.2023 00:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 00:00 - 01.10.2023 01:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 01:00 - 01.10.2023 02:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 02:00 - 01.10.2023 03:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 03:00 - 01.10.2023 04:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 04:00 - 01.10.2023 05:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 05:00 - 01.10.2023 06:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 06:00 - 01.10.2023 07:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 07:00 - 01.10.2023 08:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 08:00 - 01.10.2023 09:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 09:00 - 01.10.2023 10:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 10:00 - 01.10.2023 11:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 11:00 - 01.10.2023 12:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 12:00 - 01.10.2023 13:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 13:00 - 01.10.2023 14:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 14:00 - 01.10.2023 15:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 15:00 - 01.10.2023 16:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 16:00 - 01.10.2023 17:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 17:00 - 01.10.2023 18:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 18:00 - 01.10.2023 19:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 19:00 - 01.10.2023 20:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 20:00 - 01.10.2023 21:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 21:00 - 01.10.2023 22:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 22:00 - 01.10.2023 23:00 (CET/CEST);-;-;-
BZN|PT;01.10.2023 23:00 - 02.10.2023 00:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 00:00 - 02.10.2023 01:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 01:00 - 02.10.2023 02:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 02:00 - 02.10.2023 03:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 03:00 - 02.10.2023 04:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 04:00 - 02.10.2023 05:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 05:00 - 02.10.2023 06:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 06:00 - 02.10.2023 07:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 07:00 - 02.10.2023 08:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 08:00 - 02.10.2023 09:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 09:00 - 02.10.2023 10:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 10:00 - 02.10.2023 11:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 11:00 - 02.10.2023 12:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 12:00 - 02.10.2023 13:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 13:00 - 02.10.2023 14:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 14:00 - 02.10.2023 15:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 15:00 - 02.10.2023 16:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 16:00 - 02.10.2023 17:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 17:00 - 02.10.2023 18:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 18:00 - 02.10.2023 19:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 19:00 - 02.10.2023 20:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 20:00 - 02.10.2023 21:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 21:00 - 02.10.2023 22:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 22:00 - 02.10.2023 23:00 (CET/CEST);-;-;-
BZN|PT;02.10.2023 23:00 - 03.10.2023 00:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 00:00 - 03.10.2023 01:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 01:00 - 03.10.2023 02:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 02:00 - 03.10.2023 03:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 03:00 - 03.10.2023 04:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 04:00 - 03.10.2023 05:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 05:00 - 03.10.2023 06:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 06:00 - 03.10.2023 07:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 07:00 - 03.10.2023 08:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 08:00 - 03.10.2023 09:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 09:00 - 03.10.2023 10:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 10:00 - 03.10.2023 11:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 11:00 - 03.10.2023 12:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 12:00 - 03.10.2023 13:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 13:00 - 03.10.2023 14:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 14:00 - 03.10.2023 15:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 15:00 - 03.10.2023 16:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 16:00 - 03.10.2023 17:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 17:00 - 03.10.2023 18:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 18:00 - 03.10.2023 19:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 19:00 - 03.10.2023 20:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 20:00 - 03.10.2023 21:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 21:00 - 03.10.2023 22:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 22:00 - 03.10.2023 23:00 (CET/CEST);-;-;-
BZN|PT;03.10.2023 23:00 - 04.10.2023 00:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 00:00 - 04.10.2023 01:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 01:00 - 04.10.2023 02:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 02:00 - 04.10.2023 03:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 03:00 - 04.10.2023 04:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 04:00 - 04.10.2023 05:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 05:00 - 04.10.2023 06:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 06:00 - 04.10.2023 07:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 07:00 - 04.10.2023 08:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 08:00 - 04.10.2023 09:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 09:00 - 04.10.2023 10:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 10:00 - 04.10.2023 11:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 11:00 - 04.10.2023 12:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 12:00 - 04.10.2023 13:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 13:00 - 04.10.2023 14:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 14:00 - 04.10.2023 15:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 15:00 - 04.10.2023 16:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 16:00 - 04.10.2023 17:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 17:00 - 04.10.2023 18:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 18:00 - 04.10.2023 19:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 19:00 - 04.10.2023 20:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 20:00 - 04.10.2023 21:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 21:00 - 04.10.2023 22:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 22:00 - 04.10.2023 23:00 (CET/CEST);-;-;-
BZN|PT;04.10.2023 23:00 - 05.10.2023 00:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 00:00 - 05.10.2023 01:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 01:00 - 05.10.2023 02:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 02:00 - 05.10.2023 03:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 03:00 - 05.10.2023 04:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 04:00 - 05.10.2023 05:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 05:00 - 05.10.2023 06:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 06:00 - 05.10.2023 07:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 07:00 - 05.10.2023 08:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 08:00 - 05.10.2023 09:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 09:00 - 05.10.2023 10:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 10:00 - 05.10.2023 11:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 11:00 - 05.10.2023 12:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 12:00 - 05.10.2023 13:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 13:00 - 05.10.2023 14:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 14:00 - 05.10.2023 15:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 15:00 - 05.10.2023 16:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 16:00 - 05.10.2023 17:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 17:00 - 05.10.2023 18:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 18:00 - 05.10.2023 19:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 19:00 - 05.10.2023 20:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 20:00 - 05.10.2023 21:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 21:00 - 05.10.2023 22:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 22:00 - 05.10.2023 23:00 (CET/CEST);-;-;-
BZN|PT;05.10.2023 23:00 - 06.10.2023 00:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 00:00 - 06.10.2023 01:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 01:00 - 06.10.2023 02:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 02:00 - 06.10.2023 03:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 03:00 - 06.10.2023 04:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 04:00 - 06.10.2023 05:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 05:00 - 06.10.2023 06:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 06:00 - 06.10.2023 07:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 07:00 - 06.10.2023 08:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 08:00 - 06.10.2023 09:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 09:00 - 06.10.2023 10:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 10:00 - 06.10.2023 11:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 11:00 - 06.10.2023 12:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 12:00 - 06.10.2023 13:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 13:00 - 06.10.2023 14:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 14:00 - 06.10.2023 15:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 15:00 - 06.10.2023 16:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 16:00 - 06.10.2023 17:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 17:00 - 06.10.2023 18:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 18:00 - 06.10.2023 19:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 19:00 - 06.10.2023 20:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 20:00 - 06.10.2023 21:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 21:00 - 06.10.2023 22:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 22:00 - 06.10.2023 23:00 (CET/CEST);-;-;-
BZN|PT;06.10.2023 23:00 - 07.10.2023 00:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 00:00 - 07.10.2023 01:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 01:00 - 07.10.2023 02:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 02:00 - 07.10.2023 03:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 03:00 - 07.10.2023 04:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 04:00 - 07.10.2023 05:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 05:00 - 07.10.2023 06:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 06:00 - 07.10.2023 07:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 07:00 - 07.10.2023 08:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 08:00 - 07.10.2023 09:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 09:00 - 07.10.2023 10:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 10:00 - 07.10.2023 11:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 11:00 - 07.10.2023 12:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 12:00 - 07.10.2023 13:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 13:00 - 07.10.2023 14:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 14:00 - 07.10.2023 15:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 15:00 - 07.10.2023 16:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 16:00 - 07.10.2023 17:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 17:00 - 07.10.2023 18:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 18:00 - 07.10.2023 19:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 19:00 - 07.10.2023 20:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 20:00 - 07.10.2023 21:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 21:00 - 07.10.2023 22:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 22:00 - 07.10.2023 23:00 (CET/CEST);-;-;-
BZN|PT;07.10.2023 23:00 - 08.10.2023 00:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 00:00 - 08.10.2023 01:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 01:00 - 08.10.2023 02:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 02:00 - 08.10.2023 03:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 03:00 - 08.10.2023 04:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 04:00 - 08.10.2023 05:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 05:00 - 08.10.2023 06:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 06:00 - 08.10.2023 07:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 07:00 - 08.10.2023 08:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 08:00 - 08.10.2023 09:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 09:00 - 08.10.2023 10:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 10:00 - 08.10.2023 11:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 11:00 - 08.10.2023 12:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 12:00 - 08.10.2023 13:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 13:00 - 08.10.2023 14:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 14:00 - 08.10.2023 15:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 15:00 - 08.10.2023 16:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 16:00 - 08.10.2023 17:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 17:00 - 08.10.2023 18:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 18:00 - 08.10.2023 19:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 19:00 - 08.10.2023 20:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 20:00 - 08.10.2023 21:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 21:00 - 08.10.2023 22:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 22:00 - 08.10.2023 23:00 (CET/CEST);-;-;-
BZN|PT;08.10.2023 23:00 - 09.10.2023 00:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 00:00 - 09.10.2023 01:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 01:00 - 09.10.2023 02:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 02:00 - 09.10.2023 03:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 03:00 - 09.10.2023 04:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 04:00 - 09.10.2023 05:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 05:00 - 09.10.2023 06:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 06:00 - 09.10.2023 07:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 07:00 - 09.10.2023 08:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 08:00 - 09.10.2023 09:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 09:00 - 09.10.2023 10:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 10:00 - 09.10.2023 11:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 11:00 - 09.10.2023 12:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 12:00 - 09.10.2023 13:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 13:00 - 09.10.2023 14:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 14:00 - 09.10.2023 15:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 15:00 - 09.10.2023 16:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 16:00 - 09.10.2023 17:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 17:00 - 09.10.2023 18:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 18:00 - 09.10.2023 19:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 19:00 - 09.10.2023 20:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 20:00 - 09.10.2023 21:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 21:00 - 09.10.2023 22:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 22:00 - 09.10.2023 23:00 (CET/CEST);-;-;-
BZN|PT;09.10.2023 23:00 - 10.10.2023 00:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 00:00 - 10.10.2023 01:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 01:00 - 10.10.2023 02:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 02:00 - 10.10.2023 03:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 03:00 - 10.10.2023 04:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 04:00 - 10.10.2023 05:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 05:00 - 10.10.2023 06:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 06:00 - 10.10.2023 07:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 07:00 - 10.10.2023 08:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 08:00 - 10.10.2023 09:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 09:00 - 10.10.2023 10:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 10:00 - 10.10.2023 11:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 11:00 - 10.10.2023 12:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 12:00 - 10.10.2023 13:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 13:00 - 10.10.2023 14:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 14:00 - 10.10.2023 15:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 15:00 - 10.10.2023 16:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 16:00 - 10.10.2023 17:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 17:00 - 10.10.2023 18:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 18:00 - 10.10.2023 19:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 19:00 - 10.10.2023 20:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 20:00 - 10.10.2023 21:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 21:00 - 10.10.2023 22:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 22:00 - 10.10.2023 23:00 (CET/CEST);-;-;-
BZN|PT;10.10.2023 23:00 - 11.10.2023 00:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 00:00 - 11.10.2023 01:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 01:00 - 11.10.2023 02:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 02:00 - 11.10.2023 03:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 03:00 - 11.10.2023 04:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 04:00 - 11.10.2023 05:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 05:00 - 11.10.2023 06:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 06:00 - 11.10.2023 07:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 07:00 - 11.10.2023 08:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 08:00 - 11.10.2023 09:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 09:00 - 11.10.2023 10:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 10:00 - 11.10.2023 11:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 11:00 - 11.10.2023 12:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 12:00 - 11.10.2023 13:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 13:00 - 11.10.2023 14:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 14:00 - 11.10.2023 15:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 15:00 - 11.10.2023 16:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 16:00 - 11.10.2023 17:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 17:00 - 11.10.2023 18:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 18:00 - 11.10.2023 19:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 19:00 - 11.10.2023 20:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 20:00 - 11.10.2023 21:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 21:00 - 11.10.2023 22:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 22:00 - 11.10.2023 23:00 (CET/CEST);-;-;-
BZN|PT;11.10.2023 23:00 - 12.10.2023 00:00 (CET/CEST);-;-;-
