Area;MTU;Solar  - Actual Aggregated [MW];Wind Offshore  - Actual Aggregated [MW];Wind Onshore  - Actual Aggregated [MW]
BZN|PT;01.01.2023 00:00 - 01.01.2023 01:00 (CET/CEST);0;8;3394
BZN|PT;01.01.2023 01:00 - 01.01.2023 02:00 (CET/CEST);0;8;3409
BZN|PT;01.01.2023 02:00 - 01.01.2023 03:00 (CET/CEST);0;9;3548
BZN|PT;01.01.2023 03:00 - 01.01.2023 04:00 (CET/CEST);0;12;3661
BZN|PT;01.01.2023 04:00 - 01.01.2023 05:00 (CET/CEST);0;17;4057
BZN|PT;01.01.2023 05:00 - 01.01.2023 06:00 (CET/CEST);0;17;4002
BZN|PT;01.01.2023 06:00 - 01.01.2023 07:00 (CET/CEST);0;9;3878
BZN|PT;01.01.2023 07:00 - 01.01.2023 08:00 (CET/CEST);0;15;3752
BZN|PT;01.01.2023 08:00 - 01.01.2023 09:00 (CET/CEST);0;17;3449
BZN|PT;01.01.2023 09:00 - 01.01.2023 10:00 (CET/CEST);29;17;3311
BZN|PT;01.01.2023 10:00 - 01.01.2023 11:00 (CET/CEST);149;17;3369
BZN|PT;01.01.2023 11:00 - 01.01.2023 12:00 (CET/CEST);461;13;3412
BZN|PT;01.01.2023 12:00 - 01.01.2023 13:00 (CET/CEST);683;1;3389
BZN|PT;01.01.2023 13:00 - 01.01.2023 14:00 (CET/CEST);666;1;3928
BZN|PT;01.01.2023 14:00 - 01.01.2023 15:00 (CET/CEST);479;2;4077
BZN|PT;01.01.2023 15:00 - 01.01.2023 16:00 (CET/CEST);271;6;3957
BZN|PT;01.01.2023 16:00 - 01.01.2023 17:00 (CET/CEST);136;3;3617
BZN|PT;01.01.2023 17:00 - 01.01.2023 18:00 (CET/CEST);53;2;3109
BZN|PT;01.01.2023 18:00 - 01.01.2023 19:00 (CET/CEST);1;3;2456
BZN|PT;01.01.2023 19:00 - 01.01.2023 20:00 (CET/CEST);0;6;2014
BZN|PT;01.01.2023 20:00 - 01.01.2023 21:00 (CET/CEST);0;4;2009
BZN|PT;01.01.2023 21:00 - 01.01.2023 22:00 (CET/CEST);0;7;2182
BZN|PT;01.01.2023 22:00 - 01.01.2023 23:00 (CET/CEST);0;6;2362
BZN|PT;01.01.2023 23:00 - 02.01.2023 00:00 (CET/CEST);0;3;2042
BZN|PT;02.01.2023 00:00 - 02.01.2023 01:00 (CET/CEST);0;3;1500
BZN|PT;02.01.2023 01:00 - 02.01.2023 02:00 (CET/CEST);0;4;1078
BZN|PT;02.01.2023 02:00 - 02.01.2023 03:00 (CET/CEST);0;2;850
BZN|PT;02.01.2023 03:00 - 02.01.2023 04:00 (CET/CEST);0;3;808
BZN|PT;02.01.2023 04:00 - 02.01.2023 05:00 (CET/CEST);0;1;890
BZN|PT;02.01.2023 05:00 - 02.01.2023 06:00 (CET/CEST);0;2;941
BZN|PT;02.01.2023 06:00 - 02.01.2023 07:00 (CET/CEST);0;1;914
BZN|PT;02.01.2023 07:00 - 02.01.2023 08:00 (CET/CEST);0;0;885
BZN|PT;02.01.2023 08:00 - 02.01.2023 09:00 (CET/CEST);1;0;697
BZN|PT;02.01.2023 09:00 - 02.01.2023 10:00 (CET/CEST);107;1;552
BZN|PT;02.01.2023 10:00 - 02.01.2023 11:00 (CET/CEST);366;1;345
BZN|PT;02.01.2023 11:00 - 02.01.2023 12:00 (CET/CEST);590;2;227
BZN|PT;02.01.2023 12:00 - 02.01.2023 13:00 (CET/CEST);837;1;233
BZN|PT;02.01.2023 13:00 - 02.01.2023 14:00 (CET/CEST);981;0;256
BZN|PT;02.01.2023 14:00 - 02.01.2023 15:00 (CET/CEST);914;0;215
BZN|PT;02.01.2023 15:00 - 02.01.2023 16:00 (CET/CEST);826;0;190
BZN|PT;02.01.2023 16:00 - 02.01.2023 17:00 (CET/CEST);623;0;238
BZN|PT;02.01.2023 17:00 - 02.01.2023 18:00 (CET/CEST);238;0;259
BZN|PT;02.01.2023 18:00 - 02.01.2023 19:00 (CET/CEST);9;0;337
BZN|PT;02.01.2023 19:00 - 02.01.2023 20:00 (CET/CEST);0;0;372
BZN|PT;02.01.2023 20:00 - 02.01.2023 21:00 (CET/CEST);0;0;344
BZN|PT;02.01.2023 21:00 - 02.01.2023 22:00 (CET/CEST);0;0;370
BZN|PT;02.01.2023 22:00 - 02.01.2023 23:00 (CET/CEST);0;0;391
BZN|PT;02.01.2023 23:00 - 03.01.2023 00:00 (CET/CEST);0;0;353
BZN|PT;03.01.2023 00:00 - 03.01.2023 01:00 (CET/CEST);0;1;405
BZN|PT;03.01.2023 01:00 - 03.01.2023 02:00 (CET/CEST);0;1;441
BZN|PT;03.01.2023 02:00 - 03.01.2023 03:00 (CET/CEST);0;2;468
BZN|PT;03.01.2023 03:00 - 03.01.2023 04:00 (CET/CEST);0;4;528
BZN|PT;03.01.2023 04:00 - 03.01.2023 05:00 (CET/CEST);0;4;593
BZN|PT;03.01.2023 05:00 - 03.01.2023 06:00 (CET/CEST);0;4;559
BZN|PT;03.01.2023 06:00 - 03.01.2023 07:00 (CET/CEST);0;4;560
BZN|PT;03.01.2023 07:00 - 03.01.2023 08:00 (CET/CEST);0;5;555
BZN|PT;03.01.2023 08:00 - 03.01.2023 09:00 (CET/CEST);1;5;499
BZN|PT;03.01.2023 09:00 - 03.01.2023 10:00 (CET/CEST);172;5;442
BZN|PT;03.01.2023 10:00 - 03.01.2023 11:00 (CET/CEST);620;4;369
BZN|PT;03.01.2023 11:00 - 03.01.2023 12:00 (CET/CEST);949;5;278
BZN|PT;03.01.2023 12:00 - 03.01.2023 13:00 (CET/CEST);1092;3;205
BZN|PT;03.01.2023 13:00 - 03.01.2023 14:00 (CET/CEST);1157;2;174
BZN|PT;03.01.2023 14:00 - 03.01.2023 15:00 (CET/CEST);1137;4;184
BZN|PT;03.01.2023 15:00 - 03.01.2023 16:00 (CET/CEST);1015;3;240
BZN|PT;03.01.2023 16:00 - 03.01.2023 17:00 (CET/CEST);735;2;242
BZN|PT;03.01.2023 17:00 - 03.01.2023 18:00 (CET/CEST);277;1;246
BZN|PT;03.01.2023 18:00 - 03.01.2023 19:00 (CET/CEST);10;0;316
BZN|PT;03.01.2023 19:00 - 03.01.2023 20:00 (CET/CEST);0;0;420
BZN|PT;03.01.2023 20:00 - 03.01.2023 21:00 (CET/CEST);0;0;492
BZN|PT;03.01.2023 21:00 - 03.01.2023 22:00 (CET/CEST);0;0;533
BZN|PT;03.01.2023 22:00 - 03.01.2023 23:00 (CET/CEST);0;1;503
BZN|PT;03.01.2023 23:00 - 04.01.2023 00:00 (CET/CEST);0;1;474
BZN|PT;04.01.2023 00:00 - 04.01.2023 01:00 (CET/CEST);0;1;387
BZN|PT;04.01.2023 01:00 - 04.01.2023 02:00 (CET/CEST);0;2;312
BZN|PT;04.01.2023 02:00 - 04.01.2023 03:00 (CET/CEST);0;1;304
BZN|PT;04.01.2023 03:00 - 04.01.2023 04:00 (CET/CEST);0;1;269
BZN|PT;04.01.2023 04:00 - 04.01.2023 05:00 (CET/CEST);0;0;307
BZN|PT;04.01.2023 05:00 - 04.01.2023 06:00 (CET/CEST);0;0;322
BZN|PT;04.01.2023 06:00 - 04.01.2023 07:00 (CET/CEST);0;1;340
BZN|PT;04.01.2023 07:00 - 04.01.2023 08:00 (CET/CEST);0;1;402
BZN|PT;04.01.2023 08:00 - 04.01.2023 09:00 (CET/CEST);1;1;438
BZN|PT;04.01.2023 09:00 - 04.01.2023 10:00 (CET/CEST);146;3;485
BZN|PT;04.01.2023 10:00 - 04.01.2023 11:00 (CET/CEST);583;2;451
BZN|PT;04.01.2023 11:00 - 04.01.2023 12:00 (CET/CEST);931;1;367
BZN|PT;04.01.2023 12:00 - 04.01.2023 13:00 (CET/CEST);1098;0;244
BZN|PT;04.01.2023 13:00 - 04.01.2023 14:00 (CET/CEST);1141;0;171
BZN|PT;04.01.2023 14:00 - 04.01.2023 15:00 (CET/CEST);1118;0;140
BZN|PT;04.01.2023 15:00 - 04.01.2023 16:00 (CET/CEST);988;0;125
BZN|PT;04.01.2023 16:00 - 04.01.2023 17:00 (CET/CEST);710;0;113
BZN|PT;04.01.2023 17:00 - 04.01.2023 18:00 (CET/CEST);261;0;170
BZN|PT;04.01.2023 18:00 - 04.01.2023 19:00 (CET/CEST);10;0;320
BZN|PT;04.01.2023 19:00 - 04.01.2023 20:00 (CET/CEST);0;0;402
BZN|PT;04.01.2023 20:00 - 04.01.2023 21:00 (CET/CEST);0;0;474
BZN|PT;04.01.2023 21:00 - 04.01.2023 22:00 (CET/CEST);0;1;509
BZN|PT;04.01.2023 22:00 - 04.01.2023 23:00 (CET/CEST);0;2;618
BZN|PT;04.01.2023 23:00 - 05.01.2023 00:00 (CET/CEST);0;2;745
BZN|PT;05.01.2023 00:00 - 05.01.2023 01:00 (CET/CEST);0;4;847
BZN|PT;05.01.2023 01:00 - 05.01.2023 02:00 (CET/CEST);0;0;913
BZN|PT;05.01.2023 02:00 - 05.01.2023 03:00 (CET/CEST);0;0;953
BZN|PT;05.01.2023 03:00 - 05.01.2023 04:00 (CET/CEST);0;0;1032
BZN|PT;05.01.2023 04:00 - 05.01.2023 05:00 (CET/CEST);0;0;1204
BZN|PT;05.01.2023 05:00 - 05.01.2023 06:00 (CET/CEST);0;0;1151
BZN|PT;05.01.2023 06:00 - 05.01.2023 07:00 (CET/CEST);0;0;989
BZN|PT;05.01.2023 07:00 - 05.01.2023 08:00 (CET/CEST);0;0;915
BZN|PT;05.01.2023 08:00 - 05.01.2023 09:00 (CET/CEST);1;0;755
BZN|PT;05.01.2023 09:00 - 05.01.2023 10:00 (CET/CEST);135;0;616
BZN|PT;05.01.2023 10:00 - 05.01.2023 11:00 (CET/CEST);536;0;498
BZN|PT;05.01.2023 11:00 - 05.01.2023 12:00 (CET/CEST);867;0;349
BZN|PT;05.01.2023 12:00 - 05.01.2023 13:00 (CET/CEST);1026;0;203
BZN|PT;05.01.2023 13:00 - 05.01.2023 14:00 (CET/CEST);1088;0;135
BZN|PT;05.01.2023 14:00 - 05.01.2023 15:00 (CET/CEST);1086;0;92
BZN|PT;05.01.2023 15:00 - 05.01.2023 16:00 (CET/CEST);971;0;61
BZN|PT;05.01.2023 16:00 - 05.01.2023 17:00 (CET/CEST);698;0;39
BZN|PT;05.01.2023 17:00 - 05.01.2023 18:00 (CET/CEST);262;0;58
BZN|PT;05.01.2023 18:00 - 05.01.2023 19:00 (CET/CEST);10;0;65
BZN|PT;05.01.2023 19:00 - 05.01.2023 20:00 (CET/CEST);0;0;79
BZN|PT;05.01.2023 20:00 - 05.01.2023 21:00 (CET/CEST);0;0;140
BZN|PT;05.01.2023 21:00 - 05.01.2023 22:00 (CET/CEST);0;0;114
BZN|PT;05.01.2023 22:00 - 05.01.2023 23:00 (CET/CEST);0;0;110
BZN|PT;05.01.2023 23:00 - 06.01.2023 00:00 (CET/CEST);0;1;148
BZN|PT;06.01.2023 00:00 - 06.01.2023 01:00 (CET/CEST);0;2;142
BZN|PT;06.01.2023 01:00 - 06.01.2023 02:00 (CET/CEST);0;2;145
BZN|PT;06.01.2023 02:00 - 06.01.2023 03:00 (CET/CEST);0;2;146
BZN|PT;06.01.2023 03:00 - 06.01.2023 04:00 (CET/CEST);0;3;187
BZN|PT;06.01.2023 04:00 - 06.01.2023 05:00 (CET/CEST);0;3;204
BZN|PT;06.01.2023 05:00 - 06.01.2023 06:00 (CET/CEST);0;3;217
BZN|PT;06.01.2023 06:00 - 06.01.2023 07:00 (CET/CEST);0;4;195
BZN|PT;06.01.2023 07:00 - 06.01.2023 08:00 (CET/CEST);0;5;211
BZN|PT;06.01.2023 08:00 - 06.01.2023 09:00 (CET/CEST);1;6;273
BZN|PT;06.01.2023 09:00 - 06.01.2023 10:00 (CET/CEST);125;7;367
BZN|PT;06.01.2023 10:00 - 06.01.2023 11:00 (CET/CEST);449;10;403
BZN|PT;06.01.2023 11:00 - 06.01.2023 12:00 (CET/CEST);748;11;494
BZN|PT;06.01.2023 12:00 - 06.01.2023 13:00 (CET/CEST);875;13;626
BZN|PT;06.01.2023 13:00 - 06.01.2023 14:00 (CET/CEST);840;14;746
BZN|PT;06.01.2023 14:00 - 06.01.2023 15:00 (CET/CEST);733;15;751
BZN|PT;06.01.2023 15:00 - 06.01.2023 16:00 (CET/CEST);644;16;750
BZN|PT;06.01.2023 16:00 - 06.01.2023 17:00 (CET/CEST);455;15;877
BZN|PT;06.01.2023 17:00 - 06.01.2023 18:00 (CET/CEST);170;15;1022
BZN|PT;06.01.2023 18:00 - 06.01.2023 19:00 (CET/CEST);6;15;1241
BZN|PT;06.01.2023 19:00 - 06.01.2023 20:00 (CET/CEST);0;17;1473
BZN|PT;06.01.2023 20:00 - 06.01.2023 21:00 (CET/CEST);0;17;1768
BZN|PT;06.01.2023 21:00 - 06.01.2023 22:00 (CET/CEST);0;13;2210
BZN|PT;06.01.2023 22:00 - 06.01.2023 23:00 (CET/CEST);0;11;2542
BZN|PT;06.01.2023 23:00 - 07.01.2023 00:00 (CET/CEST);0;17;2696
BZN|PT;07.01.2023 00:00 - 07.01.2023 01:00 (CET/CEST);0;17;2787
BZN|PT;07.01.2023 01:00 - 07.01.2023 02:00 (CET/CEST);0;17;3016
BZN|PT;07.01.2023 02:00 - 07.01.2023 03:00 (CET/CEST);0;17;3211
BZN|PT;07.01.2023 03:00 - 07.01.2023 04:00 (CET/CEST);0;17;3408
BZN|PT;07.01.2023 04:00 - 07.01.2023 05:00 (CET/CEST);0;17;3526
BZN|PT;07.01.2023 05:00 - 07.01.2023 06:00 (CET/CEST);0;17;3625
BZN|PT;07.01.2023 06:00 - 07.01.2023 07:00 (CET/CEST);0;17;3838
BZN|PT;07.01.2023 07:00 - 07.01.2023 08:00 (CET/CEST);0;15;4023
BZN|PT;07.01.2023 08:00 - 07.01.2023 09:00 (CET/CEST);2;17;4073
BZN|PT;07.01.2023 09:00 - 07.01.2023 10:00 (CET/CEST);75;17;4091
BZN|PT;07.01.2023 10:00 - 07.01.2023 11:00 (CET/CEST);332;17;4052
BZN|PT;07.01.2023 11:00 - 07.01.2023 12:00 (CET/CEST);467;14;4183
BZN|PT;07.01.2023 12:00 - 07.01.2023 13:00 (CET/CEST);561;12;4294
BZN|PT;07.01.2023 13:00 - 07.01.2023 14:00 (CET/CEST);538;9;4312
BZN|PT;07.01.2023 14:00 - 07.01.2023 15:00 (CET/CEST);398;8;4238
BZN|PT;07.01.2023 15:00 - 07.01.2023 16:00 (CET/CEST);249;9;4259
BZN|PT;07.01.2023 16:00 - 07.01.2023 17:00 (CET/CEST);94;8;4206
BZN|PT;07.01.2023 17:00 - 07.01.2023 18:00 (CET/CEST);41;7;3834
BZN|PT;07.01.2023 18:00 - 07.01.2023 19:00 (CET/CEST);1;8;3710
BZN|PT;07.01.2023 19:00 - 07.01.2023 20:00 (CET/CEST);0;13;3506
BZN|PT;07.01.2023 20:00 - 07.01.2023 21:00 (CET/CEST);0;16;3372
BZN|PT;07.01.2023 21:00 - 07.01.2023 22:00 (CET/CEST);0;16;3202
BZN|PT;07.01.2023 22:00 - 07.01.2023 23:00 (CET/CEST);0;17;3000
BZN|PT;07.01.2023 23:00 - 08.01.2023 00:00 (CET/CEST);0;11;3281
BZN|PT;08.01.2023 00:00 - 08.01.2023 01:00 (CET/CEST);0;5;3603
BZN|PT;08.01.2023 01:00 - 08.01.2023 02:00 (CET/CEST);0;9;3542
BZN|PT;08.01.2023 02:00 - 08.01.2023 03:00 (CET/CEST);0;15;3581
BZN|PT;08.01.2023 03:00 - 08.01.2023 04:00 (CET/CEST);0;16;3883
BZN|PT;08.01.2023 04:00 - 08.01.2023 05:00 (CET/CEST);0;16;3989
BZN|PT;08.01.2023 05:00 - 08.01.2023 06:00 (CET/CEST);0;16;4126
BZN|PT;08.01.2023 06:00 - 08.01.2023 07:00 (CET/CEST);0;17;4416
BZN|PT;08.01.2023 07:00 - 08.01.2023 08:00 (CET/CEST);0;17;4530
BZN|PT;08.01.2023 08:00 - 08.01.2023 09:00 (CET/CEST);0;17;4434
BZN|PT;08.01.2023 09:00 - 08.01.2023 10:00 (CET/CEST);36;17;4391
BZN|PT;08.01.2023 10:00 - 08.01.2023 11:00 (CET/CEST);134;11;4435
BZN|PT;08.01.2023 11:00 - 08.01.2023 12:00 (CET/CEST);260;6;4443
BZN|PT;08.01.2023 12:00 - 08.01.2023 13:00 (CET/CEST);349;5;4384
BZN|PT;08.01.2023 13:00 - 08.01.2023 14:00 (CET/CEST);417;5;4317
BZN|PT;08.01.2023 14:00 - 08.01.2023 15:00 (CET/CEST);404;6;4042
BZN|PT;08.01.2023 15:00 - 08.01.2023 16:00 (CET/CEST);326;5;4189
BZN|PT;08.01.2023 16:00 - 08.01.2023 17:00 (CET/CEST);180;8;4386
BZN|PT;08.01.2023 17:00 - 08.01.2023 18:00 (CET/CEST);76;8;4486
BZN|PT;08.01.2023 18:00 - 08.01.2023 19:00 (CET/CEST);3;9;4337
BZN|PT;08.01.2023 19:00 - 08.01.2023 20:00 (CET/CEST);0;6;4153
BZN|PT;08.01.2023 20:00 - 08.01.2023 21:00 (CET/CEST);0;3;3766
BZN|PT;08.01.2023 21:00 - 08.01.2023 22:00 (CET/CEST);0;4;3530
BZN|PT;08.01.2023 22:00 - 08.01.2023 23:00 (CET/CEST);0;3;3356
BZN|PT;08.01.2023 23:00 - 09.01.2023 00:00 (CET/CEST);0;3;3211
BZN|PT;09.01.2023 00:00 - 09.01.2023 01:00 (CET/CEST);0;3;3061
BZN|PT;09.01.2023 01:00 - 09.01.2023 02:00 (CET/CEST);0;3;3027
BZN|PT;09.01.2023 02:00 - 09.01.2023 03:00 (CET/CEST);0;4;2942
BZN|PT;09.01.2023 03:00 - 09.01.2023 04:00 (CET/CEST);0;4;2757
BZN|PT;09.01.2023 04:00 - 09.01.2023 05:00 (CET/CEST);0;4;2563
BZN|PT;09.01.2023 05:00 - 09.01.2023 06:00 (CET/CEST);0;4;2308
BZN|PT;09.01.2023 06:00 - 09.01.2023 07:00 (CET/CEST);0;3;2039
BZN|PT;09.01.2023 07:00 - 09.01.2023 08:00 (CET/CEST);0;2;1738
BZN|PT;09.01.2023 08:00 - 09.01.2023 09:00 (CET/CEST);0;2;1535
BZN|PT;09.01.2023 09:00 - 09.01.2023 10:00 (CET/CEST);55;0;1381
BZN|PT;09.01.2023 10:00 - 09.01.2023 11:00 (CET/CEST);243;0;866
BZN|PT;09.01.2023 11:00 - 09.01.2023 12:00 (CET/CEST);450;0;565
BZN|PT;09.01.2023 12:00 - 09.01.2023 13:00 (CET/CEST);630;0;524
BZN|PT;09.01.2023 13:00 - 09.01.2023 14:00 (CET/CEST);669;0;494
BZN|PT;09.01.2023 14:00 - 09.01.2023 15:00 (CET/CEST);609;0;484
BZN|PT;09.01.2023 15:00 - 09.01.2023 16:00 (CET/CEST);622;0;376
BZN|PT;09.01.2023 16:00 - 09.01.2023 17:00 (CET/CEST);433;0;342
BZN|PT;09.01.2023 17:00 - 09.01.2023 18:00 (CET/CEST);183;1;423
BZN|PT;09.01.2023 18:00 - 09.01.2023 19:00 (CET/CEST);9;2;569
BZN|PT;09.01.2023 19:00 - 09.01.2023 20:00 (CET/CEST);0;2;619
BZN|PT;09.01.2023 20:00 - 09.01.2023 21:00 (CET/CEST);0;1;533
BZN|PT;09.01.2023 21:00 - 09.01.2023 22:00 (CET/CEST);0;0;474
BZN|PT;09.01.2023 22:00 - 09.01.2023 23:00 (CET/CEST);0;1;449
BZN|PT;09.01.2023 23:00 - 10.01.2023 00:00 (CET/CEST);0;2;451
BZN|PT;10.01.2023 00:00 - 10.01.2023 01:00 (CET/CEST);0;4;456
BZN|PT;10.01.2023 01:00 - 10.01.2023 02:00 (CET/CEST);0;5;464
BZN|PT;10.01.2023 02:00 - 10.01.2023 03:00 (CET/CEST);0;7;477
BZN|PT;10.01.2023 03:00 - 10.01.2023 04:00 (CET/CEST);0;8;521
BZN|PT;10.01.2023 04:00 - 10.01.2023 05:00 (CET/CEST);0;10;627
BZN|PT;10.01.2023 05:00 - 10.01.2023 06:00 (CET/CEST);0;11;741
BZN|PT;10.01.2023 06:00 - 10.01.2023 07:00 (CET/CEST);0;12;896
BZN|PT;10.01.2023 07:00 - 10.01.2023 08:00 (CET/CEST);0;12;1028
BZN|PT;10.01.2023 08:00 - 10.01.2023 09:00 (CET/CEST);0;12;1092
BZN|PT;10.01.2023 09:00 - 10.01.2023 10:00 (CET/CEST);32;12;1128
BZN|PT;10.01.2023 10:00 - 10.01.2023 11:00 (CET/CEST);135;11;1047
BZN|PT;10.01.2023 11:00 - 10.01.2023 12:00 (CET/CEST);252;10;1152
BZN|PT;10.01.2023 12:00 - 10.01.2023 13:00 (CET/CEST);357;11;1241
BZN|PT;10.01.2023 13:00 - 10.01.2023 14:00 (CET/CEST);346;8;1328
BZN|PT;10.01.2023 14:00 - 10.01.2023 15:00 (CET/CEST);345;7;1265
BZN|PT;10.01.2023 15:00 - 10.01.2023 16:00 (CET/CEST);255;5;1223
BZN|PT;10.01.2023 16:00 - 10.01.2023 17:00 (CET/CEST);143;7;1292
BZN|PT;10.01.2023 17:00 - 10.01.2023 18:00 (CET/CEST);62;9;1376
BZN|PT;10.01.2023 18:00 - 10.01.2023 19:00 (CET/CEST);4;11;1512
BZN|PT;10.01.2023 19:00 - 10.01.2023 20:00 (CET/CEST);0;11;1646
BZN|PT;10.01.2023 20:00 - 10.01.2023 21:00 (CET/CEST);0;12;1843
BZN|PT;10.01.2023 21:00 - 10.01.2023 22:00 (CET/CEST);0;12;1870
BZN|PT;10.01.2023 22:00 - 10.01.2023 23:00 (CET/CEST);0;12;1996
BZN|PT;10.01.2023 23:00 - 11.01.2023 00:00 (CET/CEST);0;12;1853
BZN|PT;11.01.2023 00:00 - 11.01.2023 01:00 (CET/CEST);0;12;1820
BZN|PT;11.01.2023 01:00 - 11.01.2023 02:00 (CET/CEST);0;9;2073
BZN|PT;11.01.2023 02:00 - 11.01.2023 03:00 (CET/CEST);0;2;2195
BZN|PT;11.01.2023 03:00 - 11.01.2023 04:00 (CET/CEST);0;8;2363
BZN|PT;11.01.2023 04:00 - 11.01.2023 05:00 (CET/CEST);0;10;2437
BZN|PT;11.01.2023 05:00 - 11.01.2023 06:00 (CET/CEST);0;10;2193
BZN|PT;11.01.2023 06:00 - 11.01.2023 07:00 (CET/CEST);0;6;2268
BZN|PT;11.01.2023 07:00 - 11.01.2023 08:00 (CET/CEST);0;5;1997
BZN|PT;11.01.2023 08:00 - 11.01.2023 09:00 (CET/CEST);1;2;1755
BZN|PT;11.01.2023 09:00 - 11.01.2023 10:00 (CET/CEST);47;1;2177
BZN|PT;11.01.2023 10:00 - 11.01.2023 11:00 (CET/CEST);292;0;2033
BZN|PT;11.01.2023 11:00 - 11.01.2023 12:00 (CET/CEST);517;1;1854
BZN|PT;11.01.2023 12:00 - 11.01.2023 13:00 (CET/CEST);669;3;1665
BZN|PT;11.01.2023 13:00 - 11.01.2023 14:00 (CET/CEST);781;1;1470
BZN|PT;11.01.2023 14:00 - 11.01.2023 15:00 (CET/CEST);864;1;1350
BZN|PT;11.01.2023 15:00 - 11.01.2023 16:00 (CET/CEST);872;1;1114
BZN|PT;11.01.2023 16:00 - 11.01.2023 17:00 (CET/CEST);693;1;1148
BZN|PT;11.01.2023 17:00 - 11.01.2023 18:00 (CET/CEST);300;2;1113
BZN|PT;11.01.2023 18:00 - 11.01.2023 19:00 (CET/CEST);18;2;1186
BZN|PT;11.01.2023 19:00 - 11.01.2023 20:00 (CET/CEST);0;3;1141
BZN|PT;11.01.2023 20:00 - 11.01.2023 21:00 (CET/CEST);0;1;834
BZN|PT;11.01.2023 21:00 - 11.01.2023 22:00 (CET/CEST);0;1;705
BZN|PT;11.01.2023 22:00 - 11.01.2023 23:00 (CET/CEST);0;0;643
BZN|PT;11.01.2023 23:00 - 12.01.2023 00:00 (CET/CEST);0;0;661
BZN|PT;12.01.2023 00:00 - 12.01.2023 01:00 (CET/CEST);0;0;451
BZN|PT;12.01.2023 01:00 - 12.01.2023 02:00 (CET/CEST);0;0;402
BZN|PT;12.01.2023 02:00 - 12.01.2023 03:00 (CET/CEST);0;0;413
BZN|PT;12.01.2023 03:00 - 12.01.2023 04:00 (CET/CEST);0;0;366
BZN|PT;12.01.2023 04:00 - 12.01.2023 05:00 (CET/CEST);0;0;323
BZN|PT;12.01.2023 05:00 - 12.01.2023 06:00 (CET/CEST);0;0;291
BZN|PT;12.01.2023 06:00 - 12.01.2023 07:00 (CET/CEST);0;1;248
BZN|PT;12.01.2023 07:00 - 12.01.2023 08:00 (CET/CEST);0;1;240
BZN|PT;12.01.2023 08:00 - 12.01.2023 09:00 (CET/CEST);2;1;279
BZN|PT;12.01.2023 09:00 - 12.01.2023 10:00 (CET/CEST);173;2;352
BZN|PT;12.01.2023 10:00 - 12.01.2023 11:00 (CET/CEST);590;2;316
BZN|PT;12.01.2023 11:00 - 12.01.2023 12:00 (CET/CEST);931;2;275
BZN|PT;12.01.2023 12:00 - 12.01.2023 13:00 (CET/CEST);1096;2;276
BZN|PT;12.01.2023 13:00 - 12.01.2023 14:00 (CET/CEST);1134;3;358
BZN|PT;12.01.2023 14:00 - 12.01.2023 15:00 (CET/CEST);1064;5;472
BZN|PT;12.01.2023 15:00 - 12.01.2023 16:00 (CET/CEST);911;6;484
BZN|PT;12.01.2023 16:00 - 12.01.2023 17:00 (CET/CEST);651;4;483
BZN|PT;12.01.2023 17:00 - 12.01.2023 18:00 (CET/CEST);262;2;632
BZN|PT;12.01.2023 18:00 - 12.01.2023 19:00 (CET/CEST);18;3;840
BZN|PT;12.01.2023 19:00 - 12.01.2023 20:00 (CET/CEST);0;2;968
BZN|PT;12.01.2023 20:00 - 12.01.2023 21:00 (CET/CEST);0;3;971
BZN|PT;12.01.2023 21:00 - 12.01.2023 22:00 (CET/CEST);0;2;1101
BZN|PT;12.01.2023 22:00 - 12.01.2023 23:00 (CET/CEST);0;3;1064
BZN|PT;12.01.2023 23:00 - 13.01.2023 00:00 (CET/CEST);0;4;1053
BZN|PT;13.01.2023 00:00 - 13.01.2023 01:00 (CET/CEST);0;4;922
BZN|PT;13.01.2023 01:00 - 13.01.2023 02:00 (CET/CEST);0;3;671
BZN|PT;13.01.2023 02:00 - 13.01.2023 03:00 (CET/CEST);0;2;731
BZN|PT;13.01.2023 03:00 - 13.01.2023 04:00 (CET/CEST);0;2;779
BZN|PT;13.01.2023 04:00 - 13.01.2023 05:00 (CET/CEST);0;5;907
BZN|PT;13.01.2023 05:00 - 13.01.2023 06:00 (CET/CEST);0;5;952
BZN|PT;13.01.2023 06:00 - 13.01.2023 07:00 (CET/CEST);0;6;921
BZN|PT;13.01.2023 07:00 - 13.01.2023 08:00 (CET/CEST);0;6;828
BZN|PT;13.01.2023 08:00 - 13.01.2023 09:00 (CET/CEST);2;7;742
BZN|PT;13.01.2023 09:00 - 13.01.2023 10:00 (CET/CEST);122;7;660
BZN|PT;13.01.2023 10:00 - 13.01.2023 11:00 (CET/CEST);467;7;528
BZN|PT;13.01.2023 11:00 - 13.01.2023 12:00 (CET/CEST);827;8;377
BZN|PT;13.01.2023 12:00 - 13.01.2023 13:00 (CET/CEST);1009;7;266
BZN|PT;13.01.2023 13:00 - 13.01.2023 14:00 (CET/CEST);1101;7;163
BZN|PT;13.01.2023 14:00 - 13.01.2023 15:00 (CET/CEST);1134;8;93
BZN|PT;13.01.2023 15:00 - 13.01.2023 16:00 (CET/CEST);1010;8;105
BZN|PT;13.01.2023 16:00 - 13.01.2023 17:00 (CET/CEST);738;6;85
BZN|PT;13.01.2023 17:00 - 13.01.2023 18:00 (CET/CEST);316;5;125
